"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount"
"2013-4","1060","J7C","December 31, 2013","MONTRÉAL",59,NA,NA,21,2.80952380952381,0
"2013-4","1265","K4K","December 31, 2013","OTTAWA",39,NA,NA,25,1.56,0
"2013-4","2410","V7T","December 31, 2013","VANCOUVER",11,NA,NA,10,1.1,0
"2013-4","0340","T5Z","December 31, 2013","EDMONTON",89,NA,NA,37,2.40540540540541,0
"2013-4","1060","H3L","December 31, 2013","MONTRÉAL",24,NA,NA,3,8,1.66666666666667
"2013-4","1060","J7L","December 31, 2013","MONTRÉAL",4,NA,NA,4,1,0
"2013-4","1060","J3E","December 31, 2013","MONTRÉAL",2,NA,NA,2,1,0
"2013-4","1060","J5C","December 31, 2013","MONTRÉAL",129,NA,NA,3,43,2.33333333333333
"2013-4","1265","K2C","December 31, 2013","OTTAWA",10,NA,NA,8,1.25,0
"2013-4","0140","T3G","December 31, 2013","CALGARY",20,NA,NA,19,1.05263157894737,0
"2013-4","1265","K1V","December 31, 2013","OTTAWA",3,NA,NA,3,1,0
"2013-4","1400","G1X","December 31, 2013","QUÉBEC",5,NA,NA,3,1.66666666666667,0.666666666666667
"2013-4","1400","G3G","December 31, 2013","QUÉBEC",3,NA,NA,3,1,0
"2013-4","2410","V3B","December 31, 2013","VANCOUVER",9,NA,NA,9,1,0.666666666666667
"2013-4","2410","V4C","December 31, 2013","VANCOUVER",69,NA,NA,52,1.32692307692308,0
"2013-4","2410","V7P","December 31, 2013","VANCOUVER",2,NA,NA,2,1,0
"2013-4","2440","V9A","December 31, 2013","VICTORIA",12,NA,NA,2,6,0
"2013-4","0140","T2K","December 31, 2013","CALGARY",2,NA,NA,1,2,0
"2013-4","1060","H4W","December 31, 2013","MONTRÉAL",18,NA,NA,4,4.5,0
"2013-4","1060","J6K","December 31, 2013","MONTRÉAL",67,NA,NA,19,3.52631578947368,0.631578947368421
"2013-4","1400","G2M","December 31, 2013","QUÉBEC",23,NA,NA,14,1.64285714285714,0.214285714285714
"2013-4","2270","L6A","December 31, 2013","TORONTO",29,NA,NA,29,1,0
"2013-4","0140","T3N","December 31, 2013","CALGARY",343,NA,NA,147,2.33333333333333,0.0272108843537415
"2013-4","2270","M1K","December 31, 2013","TORONTO",24,NA,NA,4,6,0
"2013-4","2410","V7E","December 31, 2013","VANCOUVER",39,NA,NA,26,1.5,0
"2013-4","2680","R3G","December 31, 2013","WINNIPEG",2,NA,NA,2,1,0
"2013-4","1060","H1X","December 31, 2013","MONTRÉAL",4,NA,NA,1,4,2
"2013-4","1060","J4J","December 31, 2013","MONTRÉAL",21,NA,NA,6,3.5,2
"2013-4","1060","J7M","December 31, 2013","MONTRÉAL",12,NA,NA,7,1.71428571428571,0
"2013-4","2410","V5S","December 31, 2013","VANCOUVER",24,NA,NA,24,1,0
"2013-4","0580","B3H","December 31, 2013","HALIFAX",1,NA,NA,1,1,0
"2013-4","1060","H1W","December 31, 2013","MONTRÉAL",75,NA,NA,3,25,1
"2013-4","1400","G3A","December 31, 2013","QUÉBEC",6,NA,NA,6,1,0
"2013-4","2270","L5H","December 31, 2013","TORONTO",10,NA,NA,9,1.11111111111111,0
"2013-4","0580","B3A","December 31, 2013","HALIFAX",151,NA,NA,3,50.3333333333333,0
"2013-4","0610","L8E","December 31, 2013","HAMILTON",23,NA,NA,19,1.21052631578947,0
"2013-4","1060","J0N","December 31, 2013","MONTRÉAL",65,NA,NA,31,2.09677419354839,0.387096774193548
"2013-4","1700","S7S","December 31, 2013","SASKATOON",96,NA,NA,86,1.11627906976744,0
"2013-4","2410","V7K","December 31, 2013","VANCOUVER",4,NA,NA,4,1,0.5
"2013-4","1060","H3E","December 31, 2013","MONTRÉAL",5,NA,NA,1,5,0
"2013-4","1060","J6V","December 31, 2013","MONTRÉAL",2,NA,NA,2,1,0
"2013-4","1400","G2B","December 31, 2013","QUÉBEC",78,NA,NA,4,19.5,2
"2013-4","0340","T6C","December 31, 2013","EDMONTON",21,NA,NA,15,1.4,0
"2013-4","2270","L5A","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2270","M8V","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","2440","V8V","December 31, 2013","VICTORIA",69,NA,NA,6,11.5,2.66666666666667
"2013-4","1060","H8Y","December 31, 2013","MONTRÉAL",4,NA,NA,4,1,0
"2013-4","2270","L4Z","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2410","V5X","December 31, 2013","VANCOUVER",338,NA,NA,21,16.0952380952381,1.61904761904762
"2013-4","1060","J3X","December 31, 2013","MONTRÉAL",11,NA,NA,7,1.57142857142857,0
"2013-4","2410","V4P","December 31, 2013","VANCOUVER",1,NA,NA,1,1,0
"2013-4","2410","V7J","December 31, 2013","VANCOUVER",4,NA,NA,4,1,0.5
"2013-4","2680","R2W","December 31, 2013","WINNIPEG",18,NA,NA,10,1.8,0
"2013-4","2680","R3E","December 31, 2013","WINNIPEG",10,NA,NA,9,1.11111111111111,0
"2013-4","2680","R3P","December 31, 2013","WINNIPEG",1,NA,NA,1,1,0
"2013-4","0140","T3H","December 31, 2013","CALGARY",151,NA,NA,86,1.75581395348837,0
"2013-4","1060","J3L","December 31, 2013","MONTRÉAL",49,NA,NA,45,1.08888888888889,0
"2013-4","2270","L6C","December 31, 2013","TORONTO",38,NA,NA,30,1.26666666666667,0
"2013-4","2270","L7B","December 31, 2013","TORONTO",27,NA,NA,27,1,0
"2013-4","2410","V7A","December 31, 2013","VANCOUVER",38,NA,NA,36,1.05555555555556,0.0277777777777778
"2013-4","0580","B3K","December 31, 2013","HALIFAX",2,NA,NA,1,2,0
"2013-4","0610","L8R","December 31, 2013","HAMILTON",1,NA,NA,1,1,0
"2013-4","2410","V5R","December 31, 2013","VANCOUVER",28,NA,NA,24,1.16666666666667,0.166666666666667
"2013-4","2440","V8Z","December 31, 2013","VICTORIA",44,NA,NA,7,6.28571428571429,1.14285714285714
"2013-4","0140","T4B","December 31, 2013","CALGARY",3,NA,NA,3,1,0
"2013-4","1060","H1K","December 31, 2013","MONTRÉAL",8,NA,NA,2,4,1
"2013-4","2270","L5B","December 31, 2013","TORONTO",357,NA,NA,6,59.5,3.66666666666667
"2013-4","0610","L8V","December 31, 2013","HAMILTON",1,NA,NA,1,1,0
"2013-4","1060","H7E","December 31, 2013","MONTRÉAL",271,NA,NA,13,20.8461538461538,1.76923076923077
"2013-4","2680","R2M","December 31, 2013","WINNIPEG",28,NA,NA,11,2.54545454545455,0.272727272727273
"2013-4","0140","T3J","December 31, 2013","CALGARY",10,NA,NA,10,1,0
"2013-4","0580","B3T","December 31, 2013","HALIFAX",12,NA,NA,9,1.33333333333333,0
"2013-4","0610","L7N","December 31, 2013","HAMILTON",7,NA,NA,5,1.4,0
"2013-4","0610","L9C","December 31, 2013","HAMILTON",70,NA,NA,12,5.83333333333333,0.416666666666667
"2013-4","1060","J4T","December 31, 2013","MONTRÉAL",12,NA,NA,4,3,1.5
"2013-4","1060","H2R","December 31, 2013","MONTRÉAL",35,NA,NA,5,7,1.4
"2013-4","2270","L1T","December 31, 2013","TORONTO",26,NA,NA,5,5.2,0
"2013-4","2270","L6H","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","2270","M2M","December 31, 2013","TORONTO",12,NA,NA,12,1,0
"2013-4","2440","V8Y","December 31, 2013","VICTORIA",2,NA,NA,2,1,0
"2013-4","0340","T6V","December 31, 2013","EDMONTON",91,NA,NA,40,2.275,0.3
"2013-4","1060","H1C","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","1060","J5W","December 31, 2013","MONTRÉAL",33,NA,NA,27,1.22222222222222,0
"2013-4","1490","S4S","December 31, 2013","REGINA",68,NA,NA,2,34,0
"2013-4","2440","V9B","December 31, 2013","VICTORIA",87,NA,NA,34,2.55882352941176,0.294117647058824
"2013-4","2680","R0H","December 31, 2013","WINNIPEG",2,NA,NA,2,1,0
"2013-4","1060","J7G","December 31, 2013","MONTRÉAL",16,NA,NA,4,4,3
"2013-4","0340","T8T","December 31, 2013","EDMONTON",15,NA,NA,15,1,0
"2013-4","2270","M8Z","December 31, 2013","TORONTO",76,NA,NA,3,25.3333333333333,0
"2013-4","2410","V3L","December 31, 2013","VANCOUVER",201,NA,NA,5,40.2,4
"2013-4","1265","K4B","December 31, 2013","OTTAWA",72,NA,NA,14,5.14285714285714,0.642857142857143
"2013-4","1400","G2N","December 31, 2013","QUÉBEC",25,NA,NA,14,1.78571428571429,0.142857142857143
"2013-4","2680","R2E","December 31, 2013","WINNIPEG",21,NA,NA,21,1,0
"2013-4","0340","T5W","December 31, 2013","EDMONTON",9,NA,NA,5,1.8,0
"2013-4","1060","J4R","December 31, 2013","MONTRÉAL",33,NA,NA,1,33,5
"2013-4","0140","T1X","December 31, 2013","CALGARY",124,NA,NA,108,1.14814814814815,0
"2013-4","0340","T5L","December 31, 2013","EDMONTON",8,NA,NA,5,1.6,0
"2013-4","2410","V4N","December 31, 2013","VANCOUVER",77,NA,NA,25,3.08,0.08
"2013-4","1060","H7A","December 31, 2013","MONTRÉAL",14,NA,NA,10,1.4,0.2
"2013-4","1265","K2T","December 31, 2013","OTTAWA",55,NA,NA,42,1.30952380952381,0
"2013-4","0340","T5H","December 31, 2013","EDMONTON",151,NA,NA,11,13.7272727272727,0.363636363636364
"2013-4","2410","V5Z","December 31, 2013","VANCOUVER",14,NA,NA,14,1,0
"2013-4","0610","L9G","December 31, 2013","HAMILTON",41,NA,NA,41,1,0
"2013-4","1060","H8R","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","2270","M6E","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","0340","T6M","December 31, 2013","EDMONTON",16,NA,NA,16,1,0
"2013-4","0580","B3N","December 31, 2013","HALIFAX",4,NA,NA,4,1,0
"2013-4","2270","L3T","December 31, 2013","TORONTO",4,NA,NA,4,1,0
"2013-4","2270","M4K","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2410","V6H","December 31, 2013","VANCOUVER",3,NA,NA,3,1,0
"2013-4","2680","R2R","December 31, 2013","WINNIPEG",1,NA,NA,1,1,0
"2013-4","1060","H7G","December 31, 2013","MONTRÉAL",24,NA,NA,1,24,0
"2013-4","1060","J5Y","December 31, 2013","MONTRÉAL",18,NA,NA,13,1.38461538461538,0.230769230769231
"2013-4","1060","J7Z","December 31, 2013","MONTRÉAL",32,NA,NA,12,2.66666666666667,0.583333333333333
"2013-4","1400","G1K","December 31, 2013","QUÉBEC",1,NA,NA,1,1,0
"2013-4","2270","M2K","December 31, 2013","TORONTO",22,NA,NA,10,2.2,0
"2013-4","2410","V6N","December 31, 2013","VANCOUVER",41,NA,NA,41,1,0.0487804878048781
"2013-4","2680","R2N","December 31, 2013","WINNIPEG",44,NA,NA,38,1.15789473684211,0
"2013-4","1060","H8P","December 31, 2013","MONTRÉAL",9,NA,NA,1,9,0
"2013-4","2270","M3B","December 31, 2013","TORONTO",6,NA,NA,6,1,0
"2013-4","2680","R3M","December 31, 2013","WINNIPEG",2,NA,NA,1,2,0
"2013-4","0340","T5P","December 31, 2013","EDMONTON",20,NA,NA,10,2,0
"2013-4","1060","H7H","December 31, 2013","MONTRÉAL",17,NA,NA,5,3.4,1.2
"2013-4","2410","V1M","December 31, 2013","VANCOUVER",41,NA,NA,11,3.72727272727273,0
"2013-4","2440","nan","December 31, 2013","VICTORIA",72,NA,NA,41,1.75609756097561,0.390243902439024
"2013-4","0580","B4A","December 31, 2013","HALIFAX",7,NA,NA,6,1.16666666666667,0
"2013-4","1060","H2T","December 31, 2013","MONTRÉAL",7,NA,NA,1,7,0
"2013-4","1060","H7T","December 31, 2013","MONTRÉAL",35,NA,NA,4,8.75,1
"2013-4","1060","J5X","December 31, 2013","MONTRÉAL",7,NA,NA,4,1.75,0.5
"2013-4","1490","S4N","December 31, 2013","REGINA",30,NA,NA,17,1.76470588235294,0
"2013-4","2410","V7G","December 31, 2013","VANCOUVER",1,NA,NA,1,1,0
"2013-4","2410","V7L","December 31, 2013","VANCOUVER",21,NA,NA,20,1.05,0.7
"2013-4","1060","H8N","December 31, 2013","MONTRÉAL",10,NA,NA,1,10,0
"2013-4","2270","L3R","December 31, 2013","TORONTO",201,NA,NA,7,28.7142857142857,2.85714285714286
"2013-4","2270","L5V","December 31, 2013","TORONTO",4,NA,NA,1,4,0
"2013-4","2270","L7C","December 31, 2013","TORONTO",76,NA,NA,54,1.40740740740741,0
"2013-4","0340","T8C","December 31, 2013","EDMONTON",3,NA,NA,3,1,0
"2013-4","0610","L8H","December 31, 2013","HAMILTON",1,NA,NA,1,1,0
"2013-4","1060","H1N","December 31, 2013","MONTRÉAL",22,NA,NA,5,4.4,1.8
"2013-4","2270","L9P","December 31, 2013","TORONTO",12,NA,NA,12,1,0
"2013-4","2270","M3H","December 31, 2013","TORONTO",36,NA,NA,29,1.24137931034483,0
"2013-4","2270","M3K","December 31, 2013","TORONTO",19,NA,NA,1,19,0
"2013-4","2410","V4B","December 31, 2013","VANCOUVER",36,NA,NA,36,1,0
"2013-4","2410","V4L","December 31, 2013","VANCOUVER",4,NA,NA,4,1,0
"2013-4","2410","V3A","December 31, 2013","VANCOUVER",14,NA,NA,14,1,0
"2013-4","0340","T5Y","December 31, 2013","EDMONTON",175,NA,NA,82,2.13414634146341,0.0487804878048781
"2013-4","1265","K2P","December 31, 2013","OTTAWA",5,NA,NA,1,5,3
"2013-4","0340","T7X","December 31, 2013","EDMONTON",68,NA,NA,51,1.33333333333333,0
"2013-4","0140","T2S","December 31, 2013","CALGARY",5,NA,NA,5,1,0
"2013-4","1060","H2K","December 31, 2013","MONTRÉAL",99,NA,NA,4,24.75,2.25
"2013-4","1060","H3X","December 31, 2013","MONTRÉAL",2,NA,NA,2,1,0
"2013-4","2270","M1R","December 31, 2013","TORONTO",228,NA,NA,2,114,0
"2013-4","1060","H4R","December 31, 2013","MONTRÉAL",23,NA,NA,4,5.75,0
"2013-4","1060","H9R","December 31, 2013","MONTRÉAL",36,NA,NA,4,9,1
"2013-4","1400","G1B","December 31, 2013","QUÉBEC",10,NA,NA,8,1.25,0.25
"2013-4","2410","V3N","December 31, 2013","VANCOUVER",13,NA,NA,12,1.08333333333333,0
"2013-4","2410","V6J","December 31, 2013","VANCOUVER",10,NA,NA,10,1,0
"2013-4","0580","B4C","December 31, 2013","HALIFAX",14,NA,NA,9,1.55555555555556,0
"2013-4","1060","J6Y","December 31, 2013","MONTRÉAL",5,NA,NA,5,1,0
"2013-4","1060","J7K","December 31, 2013","MONTRÉAL",13,NA,NA,8,1.625,0.5
"2013-4","2270","L5J","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2270","M4E","December 31, 2013","TORONTO",4,NA,NA,4,1,0
"2013-4","2410","V5P","December 31, 2013","VANCOUVER",79,NA,NA,18,4.38888888888889,0.166666666666667
"2013-4","2410","V6R","December 31, 2013","VANCOUVER",32,NA,NA,30,1.06666666666667,0
"2013-4","1060","H4L","December 31, 2013","MONTRÉAL",5,NA,NA,1,5,0
"2013-4","0140","T2Y","December 31, 2013","CALGARY",14,NA,NA,14,1,0
"2013-4","0140","T3L","December 31, 2013","CALGARY",1,NA,NA,1,1,0
"2013-4","0580","B3M","December 31, 2013","HALIFAX",21,NA,NA,9,2.33333333333333,0
"2013-4","1060","H7X","December 31, 2013","MONTRÉAL",23,NA,NA,13,1.76923076923077,0.230769230769231
"2013-4","1060","J6R","December 31, 2013","MONTRÉAL",17,NA,NA,14,1.21428571428571,0
"2013-4","1400","G6X","December 31, 2013","QUÉBEC",24,NA,NA,1,24,0
"2013-4","2270","M6B","December 31, 2013","TORONTO",13,NA,NA,13,1,0
"2013-4","1060","H2L","December 31, 2013","MONTRÉAL",62,NA,NA,2,31,3
"2013-4","2410","V3M","December 31, 2013","VANCOUVER",42,NA,NA,22,1.90909090909091,0.136363636363636
"2013-4","1060","H1T","December 31, 2013","MONTRÉAL",20,NA,NA,3,6.66666666666667,0.666666666666667
"2013-4","1060","J6J","December 31, 2013","MONTRÉAL",22,NA,NA,17,1.29411764705882,0.117647058823529
"2013-4","1060","J7X","December 31, 2013","MONTRÉAL",19,NA,NA,6,3.16666666666667,0.833333333333333
"2013-4","2270","L1Z","December 31, 2013","TORONTO",6,NA,NA,5,1.2,0
"2013-4","2410","V5Y","December 31, 2013","VANCOUVER",27,NA,NA,17,1.58823529411765,0.176470588235294
"2013-4","0140","T2A","December 31, 2013","CALGARY",18,NA,NA,4,4.5,0
"2013-4","0340","T5B","December 31, 2013","EDMONTON",49,NA,NA,11,4.45454545454545,0.363636363636364
"2013-4","1490","S4T","December 31, 2013","REGINA",290,NA,NA,139,2.0863309352518,0.107913669064748
"2013-4","2270","L4C","December 31, 2013","TORONTO",84,NA,NA,84,1,0
"2013-4","2270","L5L","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2410","V5C","December 31, 2013","VANCOUVER",7,NA,NA,7,1,0
"2013-4","2410","V7W","December 31, 2013","VANCOUVER",2,NA,NA,2,1,0
"2013-4","1265","K2E","December 31, 2013","OTTAWA",1,NA,NA,1,1,0
"2013-4","2270","L4T","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2410","V3K","December 31, 2013","VANCOUVER",154,NA,NA,26,5.92307692307692,0.5
"2013-4","2270","M4R","December 31, 2013","TORONTO",4,NA,NA,4,1,0
"2013-4","2410","V6V","December 31, 2013","VANCOUVER",90,NA,NA,7,12.8571428571429,0.857142857142857
"2013-4","1060","H9E","December 31, 2013","MONTRÉAL",3,NA,NA,2,1.5,0
"2013-4","1060","J6X","December 31, 2013","MONTRÉAL",28,NA,NA,17,1.64705882352941,0.117647058823529
"2013-4","1265","K1J","December 31, 2013","OTTAWA",3,NA,NA,3,1,0
"2013-4","1400","G0R","December 31, 2013","QUÉBEC",5,NA,NA,4,1.25,0
"2013-4","1700","S7T","December 31, 2013","SASKATOON",129,NA,NA,84,1.53571428571429,0
"2013-4","2440","V8T","December 31, 2013","VICTORIA",4,NA,NA,4,1,0
"2013-4","1060","H3K","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","1060","J5L","December 31, 2013","MONTRÉAL",58,NA,NA,43,1.34883720930233,0.13953488372093
"2013-4","1400","G6J","December 31, 2013","QUÉBEC",9,NA,NA,7,1.28571428571429,0
"2013-4","2270","L6Y","December 31, 2013","TORONTO",108,NA,NA,51,2.11764705882353,0
"2013-4","2410","V5V","December 31, 2013","VANCOUVER",27,NA,NA,18,1.5,0.166666666666667
"2013-4","0340","T0A","December 31, 2013","EDMONTON",10,NA,NA,10,1,0
"2013-4","1265","K1W","December 31, 2013","OTTAWA",82,NA,NA,14,5.85714285714286,0.214285714285714
"2013-4","2410","V3X","December 31, 2013","VANCOUVER",152,NA,NA,77,1.97402597402597,0
"2013-4","2410","V4A","December 31, 2013","VANCOUVER",23,NA,NA,14,1.64285714285714,0
"2013-4","0580","B2R","December 31, 2013","HALIFAX",2,NA,NA,2,1,0
"2013-4","2270","M5V","December 31, 2013","TORONTO",2,NA,NA,1,2,0
"2013-4","1060","J4X","December 31, 2013","MONTRÉAL",2,NA,NA,2,1,0
"2013-4","2410","V5H","December 31, 2013","VANCOUVER",357,NA,NA,19,18.7894736842105,2.15789473684211
"2013-4","2410","V7H","December 31, 2013","VANCOUVER",3,NA,NA,3,1,0.666666666666667
"2013-4","0140","T2V","December 31, 2013","CALGARY",9,NA,NA,7,1.28571428571429,0
"2013-4","0340","T0C","December 31, 2013","EDMONTON",12,NA,NA,12,1,0
"2013-4","1400","G3K","December 31, 2013","QUÉBEC",35,NA,NA,16,2.1875,0.6875
"2013-4","1265","K1C","December 31, 2013","OTTAWA",2,NA,NA,2,1,0
"2013-4","2270","M9W","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2270","M4P","December 31, 2013","TORONTO",622,NA,NA,6,103.666666666667,8.33333333333333
"2013-4","0340","T8H","December 31, 2013","EDMONTON",80,NA,NA,58,1.37931034482759,0
"2013-4","1400","G6W","December 31, 2013","QUÉBEC",52,NA,NA,5,10.4,0.8
"2013-4","2270","L6J","December 31, 2013","TORONTO",11,NA,NA,9,1.22222222222222,0
"2013-4","2270","M1L","December 31, 2013","TORONTO",18,NA,NA,9,2,0
"2013-4","2680","R3S","December 31, 2013","WINNIPEG",1,NA,NA,1,1,0
"2013-4","1265","K1H","December 31, 2013","OTTAWA",2,NA,NA,2,1,0
"2013-4","2270","L6E","December 31, 2013","TORONTO",137,NA,NA,96,1.42708333333333,0
"2013-4","2270","L3X","December 31, 2013","TORONTO",121,NA,NA,84,1.44047619047619,0
"2013-4","2270","L6B","December 31, 2013","TORONTO",105,NA,NA,101,1.03960396039604,0.0099009900990099
"2013-4","0140","T0L","December 31, 2013","CALGARY",14,NA,NA,14,1,0
"2013-4","0140","T0M","December 31, 2013","CALGARY",7,NA,NA,7,1,0
"2013-4","0140","T2J","December 31, 2013","CALGARY",7,NA,NA,7,1,0
"2013-4","0340","T5N","December 31, 2013","EDMONTON",5,NA,NA,5,1,0
"2013-4","2440","V8M","December 31, 2013","VICTORIA",1,NA,NA,1,1,0
"2013-4","1060","H1V","December 31, 2013","MONTRÉAL",135,NA,NA,5,27,2
"2013-4","1060","J5R","December 31, 2013","MONTRÉAL",15,NA,NA,10,1.5,0.4
"2013-4","1400","nan","December 31, 2013","QUÉBEC",6,NA,NA,6,1,0
"2013-4","0140","T3K","December 31, 2013","CALGARY",72,NA,NA,39,1.84615384615385,0
"2013-4","1400","G2L","December 31, 2013","QUÉBEC",6,NA,NA,2,3,1
"2013-4","2410","V6K","December 31, 2013","VANCOUVER",43,NA,NA,15,2.86666666666667,0.6
"2013-4","2440","V9C","December 31, 2013","VICTORIA",38,NA,NA,36,1.05555555555556,0.222222222222222
"2013-4","2270","L7G","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","2270","M2L","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","2270","M4N","December 31, 2013","TORONTO",9,NA,NA,9,1,0
"2013-4","1060","H2A","December 31, 2013","MONTRÉAL",16,NA,NA,2,8,3
"2013-4","1060","J4B","December 31, 2013","MONTRÉAL",25,NA,NA,3,8.33333333333333,2
"2013-4","2270","L5M","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2270","M6L","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2410","V3R","December 31, 2013","VANCOUVER",83,NA,NA,19,4.36842105263158,0.315789473684211
"2013-4","2410","V7R","December 31, 2013","VANCOUVER",28,NA,NA,28,1,0.571428571428571
"2013-4","2440","V8L","December 31, 2013","VICTORIA",3,NA,NA,2,1.5,0
"2013-4","0340","T8B","December 31, 2013","EDMONTON",8,NA,NA,8,1,0
"2013-4","0580","B4E","December 31, 2013","HALIFAX",25,NA,NA,17,1.47058823529412,0
"2013-4","1265","K1B","December 31, 2013","OTTAWA",98,NA,NA,5,19.6,2.4
"2013-4","1700","S7M","December 31, 2013","SASKATOON",16,NA,NA,8,2,0
"2014-1","2270","L7C","March 31, 2014","TORONTO",90,NA,NA,72,1.25,0
"2014-1","2680","R4L","March 31, 2014","WINNIPEG",2,NA,NA,2,1,0
"2014-1","1060","H4T","March 31, 2014","MONTRÉAL",50,NA,NA,9,5.55555555555556,2.66666666666667
"2014-1","1265","K1L","March 31, 2014","OTTAWA",130,NA,NA,1,130,10
"2014-1","1400","G2E","March 31, 2014","QUÉBEC",24,NA,NA,11,2.18181818181818,0.363636363636364
"2014-1","2270","M6P","March 31, 2014","TORONTO",407,NA,NA,1,407,14
"2014-1","1060","H2S","March 31, 2014","MONTRÉAL",5,NA,NA,2,2.5,1.5
"2014-1","2410","V5C","March 31, 2014","VANCOUVER",6,NA,NA,6,1,0
"2014-1","0580","B2R","March 31, 2014","HALIFAX",2,NA,NA,2,1,0
"2014-1","1265","K1T","March 31, 2014","OTTAWA",68,NA,NA,36,1.88888888888889,0
"2014-1","2680","R2G","March 31, 2014","WINNIPEG",1,NA,NA,1,1,0
"2014-1","2680","R2X","March 31, 2014","WINNIPEG",9,NA,NA,4,2.25,0.5
"2014-1","1060","H9R","March 31, 2014","MONTRÉAL",5,NA,NA,4,1.25,0
"2014-1","2410","V3L","March 31, 2014","VANCOUVER",1,NA,NA,1,1,0
"2014-1","0580","B2T","March 31, 2014","HALIFAX",17,NA,NA,17,1,0
"2014-1","0610","L7N","March 31, 2014","HAMILTON",3,NA,NA,3,1,0
"2014-1","1265","K2T","March 31, 2014","OTTAWA",46,NA,NA,16,2.875,0.375
"2014-1","2270","M4C","March 31, 2014","TORONTO",5,NA,NA,4,1.25,0
"2014-1","1060","H7W","March 31, 2014","MONTRÉAL",7,NA,NA,1,7,4
"2014-1","1490","nan","March 31, 2014","REGINA",24,NA,NA,15,1.6,0
"2014-1","2440","V8N","March 31, 2014","VICTORIA",2,NA,NA,2,1,0
"2014-1","2680","R0G","March 31, 2014","WINNIPEG",15,NA,NA,13,1.15384615384615,0
"2014-1","0340","T7X","March 31, 2014","EDMONTON",50,NA,NA,36,1.38888888888889,0
"2014-1","0580","B3H","March 31, 2014","HALIFAX",6,NA,NA,3,2,0
"2014-1","1060","H8N","March 31, 2014","MONTRÉAL",150,NA,NA,1,150,0
"2014-1","1060","J7R","March 31, 2014","MONTRÉAL",15,NA,NA,4,3.75,1
"2014-1","1265","K1N","March 31, 2014","OTTAWA",10,NA,NA,1,10,3
"2014-1","2270","M2J","March 31, 2014","TORONTO",674,NA,NA,4,168.5,2
"2014-1","0140","T2K","March 31, 2014","CALGARY",10,NA,NA,4,2.5,0
"2014-1","2270","L7A","March 31, 2014","TORONTO",1,NA,NA,1,1,0
"2014-1","2410","V1M","March 31, 2014","VANCOUVER",19,NA,NA,8,2.375,0.25
"2014-1","1060","J4K","March 31, 2014","MONTRÉAL",172,NA,NA,2,86,6.5
"2014-1","2270","L5H","March 31, 2014","TORONTO",5,NA,NA,5,1,0
"2014-1","1060","J5X","March 31, 2014","MONTRÉAL",1,NA,NA,1,1,0
"2014-1","2410","V4L","March 31, 2014","VANCOUVER",1,NA,NA,1,1,0
"2014-1","1060","J6A","March 31, 2014","MONTRÉAL",1,NA,NA,1,1,0
"2014-1","1400","G2N","March 31, 2014","QUÉBEC",10,NA,NA,5,2,0
