"reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_qq","ref_yy","population","starts_per_10kpop"
"2019-3","1265",4,3,"September 30, 2019","OTTAWA",12,NA,NA,1,12,0,NA,NA,12,NA,NA,12,0,0,79558.3333333333,0,319900,"3","2019",1084646.119,0.110635162840609
"2019-3","2680",1,3,"September 30, 2019","WINNIPEG",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",849461.156,0.0117721686617063
"2019-3","1400",1,1,"September 30, 2019","QUÉBEC",191,NA,NA,191,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",830066.969,2.30101916029862
"2019-3","1060",5,2,"September 30, 2019","MONTRÉAL",3623,3563,60,233,15.549356223176,2.50643776824034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",4369951.13,8.29071056453668
"2019-3","0140",2,3,"September 30, 2019","CALGARY",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","0140",5,3,"September 30, 2019","CALGARY",1356,NA,NA,24,56.5,5.45833333333333,NA,38,76,25,NA,139,82.3634532374101,886.551974302158,225139.316546763,0,682395,NA,NA,NA,NA
"2019-3","1700",4,3,"September 30, 2019","SASKATOON",4,NA,NA,1,4,0,NA,NA,2,2,NA,4,67.495,726.5094305,344900,339900,349900,"3","2019",335256.906,0.11931148705405
"2019-3","2410",2,3,"September 30, 2019","VANCOUVER",122,NA,NA,61,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",2734185.28,0.44620238757192
"2019-3","0340",2,3,"September 30, 2019","EDMONTON",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","0140",2,1,"September 30, 2019","CALGARY",344,NA,NA,172,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","2410",1,2,"September 30, 2019","VANCOUVER",207,NA,NA,207,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",2734185.28,0.757081100224488
"2019-3","1060",1,1,"September 30, 2019","MONTRÉAL",642,NA,NA,642,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",4369951.13,1.46912398079838
"2019-3","2270",5,1,"September 30, 2019","TORONTO",166,NA,NA,2,83,9.5,NA,65,85,NA,NA,150,72.2,777.153579999999,866282.666666667,494945,1589990,"3","2019",6533614.56,0.254070696205869
"2019-3","2270",5,2,"September 30, 2019","TORONTO",1382,NA,NA,5,276.4,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",6533614.56,2.11521507323199
"2019-3","1400",2,1,"September 30, 2019","QUÉBEC",108,NA,NA,54,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",830066.969,1.30109983933116
"2019-3","1265",4,2,"September 30, 2019","OTTAWA",18,NA,NA,2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",1084646.119,0.165952744260914
"2019-3","2680",5,2,"September 30, 2019","WINNIPEG",294,282,12,30,9.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",849461.156,3.46101758654165
"2019-3","1490",2,2,"September 30, 2019","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",262896.344,0.0760756110020305
"2019-3","1700",5,3,"September 30, 2019","SASKATOON",129,NA,NA,2,64.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",335256.906,3.84779545749313
"2019-3","2440",5,2,"September 30, 2019","VICTORIA",548,494,54,60,9.13333333333333,0.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",407415.844,13.4506305552516
"2019-3","2440",1,2,"September 30, 2019","VICTORIA",14,NA,NA,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",407415.844,0.343629247761901
"2019-3","0610",4,1,"September 30, 2019","HAMILTON",230,NA,NA,32,7.1875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","0340",2,1,"September 30, 2019","EDMONTON",350,NA,NA,175,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","0580",1,1,"September 30, 2019","HALIFAX",283,NA,NA,283,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","1265",5,2,"September 30, 2019","OTTAWA",694,690,4,15,46.2666666666667,4.93333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",1084646.119,6.39840025094858
"2019-3","0580",2,1,"September 30, 2019","HALIFAX",26,NA,NA,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","0340",1,3,"September 30, 2019","EDMONTON",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-3","1490",4,1,"September 30, 2019","REGINA",15,NA,NA,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",262896.344,0.570567082515229
"2019-3","2410",5,3,"September 30, 2019","VANCOUVER",2814,NA,NA,30,93.8,11.1666666666667,3,277,375,118,NA,773,70.7517464424321,761.564723531695,597637.790426908,0,2899900,"3","2019",2734185.28,10.2919140871097
"2019-3","1400",4,1,"September 30, 2019","QUÉBEC",13,NA,NA,2,6.5,0,NA,NA,NA,9,NA,9,0,0,239703.444444444,0,371214,"3","2019",830066.969,0.156613869549121
"2019-3","2680",4,2,"September 30, 2019","WINNIPEG",23,NA,NA,3,7.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",849461.156,0.270759879219245
"2019-3","1060",2,1,"September 30, 2019","MONTRÉAL",192,NA,NA,96,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2019",4369951.13,0.439364181173349
"2019-4","0140",1,2,"December 31, 2019","CALGARY",2,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0580",4,2,"December 31, 2019","HALIFAX",16,NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2270",5,1,"December 31, 2019","TORONTO",107,NA,NA,3,35.6666666666667,3.66666666666667,NA,NA,NA,91,NA,91,0,0,707636.263736264,599900,827900,"4","2019",6552178.94,0.163304453342662
"2019-4","0140",1,1,"December 31, 2019","CALGARY",1010,NA,NA,1010,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0340",4,1,"December 31, 2019","EDMONTON",175,NA,NA,45,3.88888888888889,0,NA,NA,NA,3,NA,3,122.786666666667,1321.66340133333,310000,310000,310000,NA,NA,NA,NA
"2019-4","2410",5,2,"December 31, 2019","VANCOUVER",1454,1026,428,438,3.31963470319635,0.312785388127854,NA,NA,3,NA,13,16,178.69375,1923.441655625,1806168.75,1499900,2800000,"4","2019",2742828.97,5.30109611610235
"2019-4","0140",4,3,"December 31, 2019","CALGARY",88,NA,NA,15,5.86666666666667,0,NA,NA,24,40,NA,64,133.3821875,1435.71252803125,303389.0625,0,459900,NA,NA,NA,NA
"2019-4","0610",5,2,"December 31, 2019","HAMILTON",195,NA,NA,2,97.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2410",4,2,"December 31, 2019","VANCOUVER",12,NA,NA,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",2742828.97,0.0437504493763605
"2019-4","2410",2,3,"December 31, 2019","VANCOUVER",44,NA,NA,22,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",2742828.97,0.160418314379988
"2019-4","1490",5,2,"December 31, 2019","REGINA",45,NA,NA,9,5,1.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",263389.406,1.70849696209877
"2019-4","2270",1,3,"December 31, 2019","TORONTO",40,NA,NA,40,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",6552178.94,0.0610483937729576
"2019-4","1265",4,2,"December 31, 2019","OTTAWA",3,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",1091281.286,0.027490620782074
"2019-4","1700",5,2,"December 31, 2019","SASKATOON",108,101,7,30,3.6,0.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",336708.844,3.20751895664493
"2019-4","1400",5,1,"December 31, 2019","QUÉBEC",10,NA,NA,4,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",831678.281,0.120238801811394
"2019-4","1060",4,1,"December 31, 2019","MONTRÉAL",409,NA,NA,87,4.70114942528736,0,NA,NA,14,60,27,101,134.316930693069,1445.77401028713,349788.247524752,0,746187,"4","2019",4379881.41,0.93381523770526
"2019-4","0610",2,1,"December 31, 2019","HAMILTON",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1265",5,2,"December 31, 2019","OTTAWA",312,310,2,9,34.6666666666667,4.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",1091281.286,2.85902456133569
"2019-4","0140",5,3,"December 31, 2019","CALGARY",1631,NA,NA,19,85.8421052631579,5.52631578947368,NA,59,292,44,NA,395,79.5437974683544,856.20148156962,259865.660759494,143900,899000,NA,NA,NA,NA
"2019-4","0140",5,1,"December 31, 2019","CALGARY",2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1265",4,1,"December 31, 2019","OTTAWA",739,NA,NA,156,4.73717948717949,0,NA,NA,27,298,5,330,160.300939393939,1725.46328154242,383664.13030303,0,505900,"4","2019",1091281.286,6.77185625265089
"2019-4","2270",5,2,"December 31, 2019","TORONTO",460,NA,NA,3,153.333333333333,13.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",6552178.94,0.702056528389013
"2019-4","1265",2,1,"December 31, 2019","OTTAWA",84,NA,NA,42,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",1091281.286,0.769737381898071
"2019-4","0610",5,3,"December 31, 2019","HAMILTON",538,NA,NA,7,76.8571428571429,5.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0140",2,3,"December 31, 2019","CALGARY",8,NA,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1400",4,1,"December 31, 2019","QUÉBEC",63,NA,NA,12,5.25,0,NA,NA,6,16,NA,22,58.6386363636364,631.180417954545,235825.545454545,0,351238,"4","2019",831678.281,0.757504451411783
"2019-4","0340",5,2,"December 31, 2019","EDMONTON",416,303,113,142,2.92957746478873,0.140845070422535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0580",1,2,"December 31, 2019","HALIFAX",11,NA,NA,11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1400",5,3,"December 31, 2019","QUÉBEC",183,NA,NA,6,30.5,4.5,5,79,65,10,NA,159,88.9593710691823,957.549774251572,73389.4088050314,0,527965,"4","2019",831678.281,2.20037007314851
"2019-4","0610",4,1,"December 31, 2019","HAMILTON",208,NA,NA,29,7.17241379310345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0340",2,3,"December 31, 2019","EDMONTON",10,NA,NA,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1700",2,1,"December 31, 2019","SASKATOON",10,NA,NA,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",336708.844,0.296992495985642
"2019-4","2410",5,3,"December 31, 2019","VANCOUVER",2854,NA,NA,30,95.1333333333333,11.6666666666667,9,544,784,103,NA,1440,84.1700277777778,905.997761997223,396161.005555556,0,9e+06,"4","2019",2742828.97,10.4053152100111
"2019-4","1060",5,4,"December 31, 2019","MONTRÉAL",106,NA,NA,2,53,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",4379881.41,0.242015685077647
"2019-4","0340",4,3,"December 31, 2019","EDMONTON",138,NA,NA,23,6,0,NA,NA,8,NA,NA,8,104.98,1129.994222,310000,310000,310000,NA,NA,NA,NA
"2019-4","0580",1,1,"December 31, 2019","HALIFAX",205,NA,NA,205,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1400",2,1,"December 31, 2019","QUÉBEC",172,NA,NA,86,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",831678.281,2.06810739115598
"2019-4","0580",2,1,"December 31, 2019","HALIFAX",12,NA,NA,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1490",4,1,"December 31, 2019","REGINA",7,NA,NA,2,3.5,0,NA,NA,NA,7,NA,7,0,0,0,0,0,"4","2019",263389.406,0.265766194104253
"2019-4","2270",4,1,"December 31, 2019","TORONTO",674,NA,NA,105,6.41904761904762,0,NA,NA,NA,8,NA,8,174.625,1879.6460375,642400,629900,659900,"4","2019",6552178.94,1.02866543507434
"2019-4","0140",5,2,"December 31, 2019","CALGARY",409,375,34,54,7.57407407407407,1.18518518518519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0580",1,3,"December 31, 2019","HALIFAX",3,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0580",5,2,"December 31, 2019","HALIFAX",384,NA,NA,4,96,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0340",1,1,"December 31, 2019","EDMONTON",1106,NA,NA,1106,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0140",4,2,"December 31, 2019","CALGARY",27,NA,NA,6,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2680",2,1,"December 31, 2019","WINNIPEG",56,NA,NA,28,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,0.658166064874484
"2019-4","1700",1,1,"December 31, 2019","SASKATOON",189,NA,NA,189,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",336708.844,5.61315817412862
"2019-4","1060",5,1,"December 31, 2019","MONTRÉAL",32,NA,NA,14,2.28571428571429,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",4379881.41,0.0730613388913651
"2019-4","1400",5,2,"December 31, 2019","QUÉBEC",795,793,2,44,18.0681818181818,2.84090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",831678.281,9.55898474400584
"2019-4","2440",2,3,"December 31, 2019","VICTORIA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",408951.406,0.0489055660564229
"2019-4","0340",1,2,"December 31, 2019","EDMONTON",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1060",4,3,"December 31, 2019","MONTRÉAL",28,NA,NA,3,9.33333333333333,0,NA,NA,3,1,NA,4,40.1575,432.25131425,532794.25,467664,591546,"4","2019",4379881.41,0.0639286715299445
"2019-4","1060",5,2,"December 31, 2019","MONTRÉAL",2547,2490,57,237,10.746835443038,2.23628691983122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",4379881.41,5.81522594238459
"2019-4","2440",1,1,"December 31, 2019","VICTORIA",152,NA,NA,152,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",408951.406,3.71682302028814
"2019-4","2680",4,3,"December 31, 2019","WINNIPEG",95,NA,NA,12,7.91666666666667,0,NA,NA,57,10,7,74,112.876756756757,1214.99412205405,234575.675675676,0,329900,"4","2019",850849.094,1.11653171719779
"2019-4","0340",5,3,"December 31, 2019","EDMONTON",266,NA,NA,7,38,3,NA,NA,22,NA,NA,22,0,0,0,0,0,NA,NA,NA,NA
"2019-4","1265",5,3,"December 31, 2019","OTTAWA",234,NA,NA,9,26,4.22222222222222,NA,NA,16,NA,NA,16,217.24625,2338.416910375,368900,368900,368900,"4","2019",1091281.286,2.14426842100177
"2019-4","0610",1,1,"December 31, 2019","HAMILTON",186,NA,NA,186,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","0140",2,1,"December 31, 2019","CALGARY",300,NA,NA,150,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2680",1,1,"December 31, 2019","WINNIPEG",354,NA,NA,354,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,4.16054976724227
"2019-4","1060",5,3,"December 31, 2019","MONTRÉAL",2032,NA,NA,62,32.7741935483871,4.33870967741935,152,404,556,117,5,1234,76.8593598055105,827.306463010535,195135.363857374,0,2399079,"4","2019",4379881.41,4.63939501960168
"2019-4","2270",4,3,"December 31, 2019","TORONTO",18,NA,NA,1,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",6552178.94,0.0274717771978309
"2019-4","1265",1,1,"December 31, 2019","OTTAWA",784,NA,NA,784,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",1091281.286,7.184215564382
"2019-4","1400",1,1,"December 31, 2019","QUÉBEC",181,NA,NA,181,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",831678.281,2.17632231278623
"2019-4","2680",4,2,"December 31, 2019","WINNIPEG",34,NA,NA,4,8.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,0.399600825102365
"2019-4","0580",4,1,"December 31, 2019","HALIFAX",32,NA,NA,6,5.33333333333333,0,NA,NA,NA,6,NA,6,0,0,403233.333333333,399900,409900,NA,NA,NA,NA
"2019-4","0140",4,1,"December 31, 2019","CALGARY",425,NA,NA,85,5,0,NA,4,27,111,NA,142,125.212676056338,1347.77672380282,276643.802816901,0,525000,NA,NA,NA,NA
"2019-4","1265",4,3,"December 31, 2019","OTTAWA",5,NA,NA,1,5,0,NA,NA,NA,4,1,5,166.538,1792.5983782,337100,304900,374900,"4","2019",1091281.286,0.0458177013034566
"2019-4","1700",4,1,"December 31, 2019","SASKATOON",18,NA,NA,5,3.6,0,NA,NA,11,4,NA,15,120.812,1300.4082868,334003.466666667,0,576565,"4","2019",336708.844,0.534586492774155
"2019-4","2410",2,1,"December 31, 2019","VANCOUVER",76,NA,NA,38,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",2742828.97,0.277086179383616
"2019-4","2440",5,2,"December 31, 2019","VICTORIA",428,385,43,51,8.3921568627451,0.745098039215686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",408951.406,10.4657911360745
"2019-4","1490",4,3,"December 31, 2019","REGINA",9,NA,NA,2,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",263389.406,0.341699392419754
"2019-4","1060",2,1,"December 31, 2019","MONTRÉAL",212,NA,NA,106,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",4379881.41,0.484031370155294
"2019-4","2410",1,2,"December 31, 2019","VANCOUVER",150,NA,NA,150,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",2742828.97,0.546880617204506
"2019-4","2680",5,2,"December 31, 2019","WINNIPEG",416,385,31,41,10.1463414634146,0.682926829268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,4.88923362478188
"2019-4","1265",2,2,"December 31, 2019","OTTAWA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",1091281.286,0.0183270805213826
"2019-4","0610",4,3,"December 31, 2019","HAMILTON",14,NA,NA,3,4.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","1490",1,1,"December 31, 2019","REGINA",81,NA,NA,81,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",263389.406,3.07529453177779
"2019-4","2410",4,3,"December 31, 2019","VANCOUVER",717,NA,NA,134,5.35074626865672,0,NA,NA,22,108,33,163,144.631411042945,1556.79804532515,794855.803680982,0,2800000,"4","2019",2742828.97,2.61408935023754
"2019-4","2440",5,3,"December 31, 2019","VICTORIA",281,NA,NA,9,31.2222222222222,4.11111111111111,NA,9,15,3,NA,27,95.8162962962963,1031.3570317037,692722.222222222,449900,1029900,"4","2019",408951.406,6.87123203092741
"2019-4","2440",2,1,"December 31, 2019","VICTORIA",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",408951.406,0.0978111321128457
"2019-4","1700",4,3,"December 31, 2019","SASKATOON",29,NA,NA,8,3.625,0,NA,NA,14,11,NA,25,124.0072,1334.80110008,308908,305000,329900,"4","2019",336708.844,0.861278238358361
"2019-4","2680",1,3,"December 31, 2019","WINNIPEG",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,0.0117529654441872
"2019-4","0340",4,2,"December 31, 2019","EDMONTON",6,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2410",1,1,"December 31, 2019","VANCOUVER",600,NA,NA,600,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",2742828.97,2.18752246881802
"2019-4","2410",1,3,"December 31, 2019","VANCOUVER",5,NA,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",2742828.97,0.0182293539068169
"2019-4","2680",4,1,"December 31, 2019","WINNIPEG",16,NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,0.188047447106995
"2019-4","1060",1,1,"December 31, 2019","MONTRÉAL",631,NA,NA,631,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",4379881.41,1.44067827626411
"2019-4","2270",2,1,"December 31, 2019","TORONTO",88,NA,NA,45,1.95555555555556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",6552178.94,0.134306466300507
"2019-4","0340",2,1,"December 31, 2019","EDMONTON",386,NA,NA,193,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2680",5,3,"December 31, 2019","WINNIPEG",45,NA,NA,1,45,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",850849.094,0.528883444988425
"2019-4","0610",1,3,"December 31, 2019","HAMILTON",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-4","2270",1,1,"December 31, 2019","TORONTO",1142,NA,NA,1142,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",6552178.94,1.74293164221794
"2019-4","2270",5,3,"December 31, 2019","TORONTO",3984,NA,NA,18,221.333333333333,19.5,202,1721,1199,289,NA,3411,67.2445411902669,723.813516917912,666839.287598945,264400,1699900,"4","2019",6552178.94,6.08042001978658
"2019-4","2440",1,2,"December 31, 2019","VICTORIA",14,NA,NA,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2019",408951.406,0.34233896239496
"2019-4","2440",4,3,"December 31, 2019","VICTORIA",49,NA,NA,12,4.08333333333333,0,NA,NA,4,10,NA,14,159.685714285714,1718.84106,1326092.85714286,409000,1875000,"4","2019",408951.406,1.19818636838236
"2020-1","1490",2,1,"March 31, 2020","REGINA",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",263732.531,0.151668813279618
"2020-1","1060",2,1,"March 31, 2020","MONTRÉAL",126,NA,NA,63,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",4386853.13,0.287221833660978
"2020-1","2270",4,3,"March 31, 2020","TORONTO",121,NA,NA,20,6.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",6565882.19,0.18428597482953
"2020-1","1490",1,1,"March 31, 2020","REGINA",68,NA,NA,68,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",263732.531,2.5783698257535
"2020-1","2270",5,1,"March 31, 2020","TORONTO",957,NA,NA,9,106.333333333333,8.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",6565882.19,1.45753452819719
"2020-1","2440",4,3,"March 31, 2020","VICTORIA",48,NA,NA,12,4,0,NA,NA,9,NA,NA,9,99.87,1074.990693,195760.555555556,0,467145,"1","2020",410464.781,1.16940605435281
"2020-1","1400",5,3,"March 31, 2020","QUÉBEC",8,NA,NA,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",833128.656,0.0960235846214849
"2020-1","0140",4,2,"March 31, 2020","CALGARY",11,NA,NA,2,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-1","1265",1,1,"March 31, 2020","OTTAWA",446,NA,NA,446,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",1098248.651,4.06101113435376
"2020-1","0340",2,1,"March 31, 2020","EDMONTON",286,NA,NA,143,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-1","1060",1,1,"March 31, 2020","MONTRÉAL",334,NA,NA,334,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",4386853.13,0.76136581303783
"2020-1","2440",5,3,"March 31, 2020","VICTORIA",101,NA,NA,2,50.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",410464.781,2.46062523936737
"2020-1","2440",1,1,"March 31, 2020","VICTORIA",143,NA,NA,143,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2020",410464.781,3.48385553692608
