"reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","ref_yy","population","inventory_per_10kpop"
"1997-2","4806017","June 30, 1997","0140","CALGARY","CHESTERMERE CY",13,15,0.866666666666667,0,NA,NA,NA,NA
"1997-2","4806022","June 30, 1997","0140","CALGARY","IRRICANA T",0,4,0,0,NA,NA,NA,NA
"1997-2","4806016","June 30, 1997","0140","CALGARY","CALGARY CY",535,1041,0.513928914505283,0,NA,NA,NA,NA
"1997-2","4806026","June 30, 1997","0140","CALGARY","CROSSFIELD T",1,2,0.5,0,NA,NA,NA,NA
"1997-2","4806014","June 30, 1997","0140","CALGARY","ROCKY VIEW COUNTY MD",10,59,0.169491525423729,0,NA,NA,NA,NA
"1997-2","4806021","June 30, 1997","0140","CALGARY","AIRDRIE CY",15,27,0.555555555555556,0,NA,NA,NA,NA
"1997-2","4806019","June 30, 1997","0140","CALGARY","COCHRANE T",30,50,0.6,0,NA,NA,NA,NA
"1997-3","4806022","September 30, 1997","0140","CALGARY","IRRICANA T",0,4,0,0,NA,NA,NA,NA
"1997-3","4806021","September 30, 1997","0140","CALGARY","AIRDRIE CY",12,37,0.324324324324324,0,NA,NA,NA,NA
"1997-3","4806016","September 30, 1997","0140","CALGARY","CALGARY CY",520,1123,0.463045414069457,0,NA,NA,NA,NA
"1997-3","4806026","September 30, 1997","0140","CALGARY","CROSSFIELD T",2,13,0.153846153846154,0,NA,NA,NA,NA
"1997-3","4806019","September 30, 1997","0140","CALGARY","COCHRANE T",16,47,0.340425531914894,0,NA,NA,NA,NA
"1997-3","4806014","September 30, 1997","0140","CALGARY","ROCKY VIEW COUNTY MD",10,59,0.169491525423729,0,NA,NA,NA,NA
"1997-3","4806017","September 30, 1997","0140","CALGARY","CHESTERMERE CY",7,14,0.5,0,NA,NA,NA,NA
"1997-3","4806024","September 30, 1997","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"1997-4","4806022","December 31, 1997","0140","CALGARY","IRRICANA T",0,3,0,0,NA,NA,NA,NA
"1997-4","4806026","December 31, 1997","0140","CALGARY","CROSSFIELD T",1,9,0.111111111111111,0,NA,NA,NA,NA
"1997-4","4806024","December 31, 1997","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"1997-4","4806016","December 31, 1997","0140","CALGARY","CALGARY CY",485,1069,0.453695042095416,0,NA,NA,NA,NA
"1997-4","4806014","December 31, 1997","0140","CALGARY","ROCKY VIEW COUNTY MD",10,76,0.131578947368421,0,NA,NA,NA,NA
"1997-4","4806021","December 31, 1997","0140","CALGARY","AIRDRIE CY",18,41,0.439024390243902,0,NA,NA,NA,NA
"1997-4","4806017","December 31, 1997","0140","CALGARY","CHESTERMERE CY",10,17,0.588235294117647,0,NA,NA,NA,NA
"1997-4","4806019","December 31, 1997","0140","CALGARY","COCHRANE T",27,58,0.46551724137931,0,NA,NA,NA,NA
"1998-1","4806019","March 31, 1998","0140","CALGARY","COCHRANE T",22,54,0.407407407407407,0,NA,NA,NA,NA
"1998-1","4806026","March 31, 1998","0140","CALGARY","CROSSFIELD T",1,2,0.5,0,NA,NA,NA,NA
"1998-1","4806014","March 31, 1998","0140","CALGARY","ROCKY VIEW COUNTY MD",12,44,0.272727272727273,0,NA,NA,NA,NA
"1998-1","4806021","March 31, 1998","0140","CALGARY","AIRDRIE CY",18,19,0.947368421052632,0,NA,NA,NA,NA
"1998-1","4806024","March 31, 1998","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"1998-1","4806022","March 31, 1998","0140","CALGARY","IRRICANA T",0,2,0,0,NA,NA,NA,NA
"1998-1","4806017","March 31, 1998","0140","CALGARY","CHESTERMERE CY",10,10,1,0,NA,NA,NA,NA
"1998-1","4806016","March 31, 1998","0140","CALGARY","CALGARY CY",553,1054,0.524667931688805,0,NA,NA,NA,NA
"1998-2","4806022","June 30, 1998","0140","CALGARY","IRRICANA T",0,1,0,0,NA,NA,NA,NA
"1998-2","4806019","June 30, 1998","0140","CALGARY","COCHRANE T",33,34,0.970588235294118,0,NA,NA,NA,NA
"1998-2","4806021","June 30, 1998","0140","CALGARY","AIRDRIE CY",21,36,0.583333333333333,0,NA,NA,NA,NA
"1998-2","4806026","June 30, 1998","0140","CALGARY","CROSSFIELD T",2,8,0.25,0,NA,NA,NA,NA
"1998-2","4806024","June 30, 1998","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"1998-2","4806014","June 30, 1998","0140","CALGARY","ROCKY VIEW COUNTY MD",14,61,0.229508196721311,0,NA,NA,NA,NA
"1998-2","4806017","June 30, 1998","0140","CALGARY","CHESTERMERE CY",17,25,0.68,0,NA,NA,NA,NA
"1998-2","4806016","June 30, 1998","0140","CALGARY","CALGARY CY",614,1248,0.491987179487179,0,NA,NA,NA,NA
"1998-3","4806019","September 30, 1998","0140","CALGARY","COCHRANE T",39,70,0.557142857142857,0,NA,NA,NA,NA
"1998-3","4806026","September 30, 1998","0140","CALGARY","CROSSFIELD T",2,4,0.5,0,NA,NA,NA,NA
"1998-3","4806017","September 30, 1998","0140","CALGARY","CHESTERMERE CY",16,29,0.551724137931034,0,NA,NA,NA,NA
"1998-3","4806016","September 30, 1998","0140","CALGARY","CALGARY CY",694,1456,0.476648351648352,0,NA,NA,NA,NA
"1998-3","4806014","September 30, 1998","0140","CALGARY","ROCKY VIEW COUNTY MD",17,54,0.314814814814815,0,NA,NA,NA,NA
"1998-3","4806022","September 30, 1998","0140","CALGARY","IRRICANA T",0,5,0,0,NA,NA,NA,NA
"1998-3","4806021","September 30, 1998","0140","CALGARY","AIRDRIE CY",17,49,0.346938775510204,0,NA,NA,NA,NA
"1998-4","4806017","December 31, 1998","0140","CALGARY","CHESTERMERE CY",16,32,0.5,0,NA,NA,NA,NA
"1998-4","4806026","December 31, 1998","0140","CALGARY","CROSSFIELD T",1,15,0.0666666666666667,0,NA,NA,NA,NA
"1998-4","4806016","December 31, 1998","0140","CALGARY","CALGARY CY",755,1412,0.534702549575071,0.0134560906515581,NA,NA,NA,NA
"1998-4","4806019","December 31, 1998","0140","CALGARY","COCHRANE T",54,76,0.710526315789474,0,NA,NA,NA,NA
"1998-4","4806021","December 31, 1998","0140","CALGARY","AIRDRIE CY",26,58,0.448275862068966,0,NA,NA,NA,NA
"1998-4","4806014","December 31, 1998","0140","CALGARY","ROCKY VIEW COUNTY MD",13,49,0.26530612244898,0,NA,NA,NA,NA
"1999-1","4806021","March 31, 1999","0140","CALGARY","AIRDRIE CY",33,47,0.702127659574468,0,NA,NA,NA,NA
"1999-1","4806019","March 31, 1999","0140","CALGARY","COCHRANE T",57,75,0.76,0,NA,NA,NA,NA
"1999-1","4806024","March 31, 1999","0140","CALGARY","BEISEKER VL",1,2,0.5,0,NA,NA,NA,NA
"1999-1","4806022","March 31, 1999","0140","CALGARY","IRRICANA T",0,7,0,0,NA,NA,NA,NA
"1999-1","4806014","March 31, 1999","0140","CALGARY","ROCKY VIEW COUNTY MD",15,37,0.405405405405405,0,NA,NA,NA,NA
"1999-1","4806016","March 31, 1999","0140","CALGARY","CALGARY CY",929,1319,0.704321455648218,0.020470053070508,NA,NA,NA,NA
"1999-1","4806026","March 31, 1999","0140","CALGARY","CROSSFIELD T",4,9,0.444444444444444,0,NA,NA,NA,NA
"1999-1","4806017","March 31, 1999","0140","CALGARY","CHESTERMERE CY",23,30,0.766666666666667,0,NA,NA,NA,NA
"1999-2","4806017","June 30, 1999","0140","CALGARY","CHESTERMERE CY",26,46,0.565217391304348,0,NA,NA,NA,NA
"1999-2","4806021","June 30, 1999","0140","CALGARY","AIRDRIE CY",38,52,0.730769230769231,0,NA,NA,NA,NA
"1999-2","4806016","June 30, 1999","0140","CALGARY","CALGARY CY",930,1285,0.723735408560311,0.0217898832684825,NA,NA,NA,NA
"1999-2","4806014","June 30, 1999","0140","CALGARY","ROCKY VIEW COUNTY MD",16,41,0.390243902439024,0,NA,NA,NA,NA
"1999-2","4806024","June 30, 1999","0140","CALGARY","BEISEKER VL",2,3,0.666666666666667,0,NA,NA,NA,NA
"1999-2","4806022","June 30, 1999","0140","CALGARY","IRRICANA T",0,7,0,0,NA,NA,NA,NA
"1999-2","4806026","June 30, 1999","0140","CALGARY","CROSSFIELD T",3,10,0.3,0,NA,NA,NA,NA
"1999-2","4806019","June 30, 1999","0140","CALGARY","COCHRANE T",78,85,0.917647058823529,0,NA,NA,NA,NA
"1999-3","4806017","September 30, 1999","0140","CALGARY","CHESTERMERE CY",28,41,0.682926829268293,0,NA,NA,NA,NA
"1999-3","4806022","September 30, 1999","0140","CALGARY","IRRICANA T",0,15,0,0,NA,NA,NA,NA
"1999-3","4806014","September 30, 1999","0140","CALGARY","ROCKY VIEW COUNTY MD",21,46,0.456521739130435,0,NA,NA,NA,NA
"1999-3","4806019","September 30, 1999","0140","CALGARY","COCHRANE T",61,84,0.726190476190476,0,NA,NA,NA,NA
"1999-3","4806024","September 30, 1999","0140","CALGARY","BEISEKER VL",0,5,0,0,NA,NA,NA,NA
"1999-3","4806026","September 30, 1999","0140","CALGARY","CROSSFIELD T",3,16,0.1875,0,NA,NA,NA,NA
"1999-3","4806016","September 30, 1999","0140","CALGARY","CALGARY CY",884,1233,0.716950527169505,0.0259529602595296,NA,NA,NA,NA
"1999-3","4806021","September 30, 1999","0140","CALGARY","AIRDRIE CY",44,66,0.666666666666667,0,NA,NA,NA,NA
"1999-4","4806014","December 31, 1999","0140","CALGARY","ROCKY VIEW COUNTY MD",25,67,0.373134328358209,0,NA,NA,NA,NA
"1999-4","4806019","December 31, 1999","0140","CALGARY","COCHRANE T",78,73,1.06849315068493,0,NA,NA,NA,NA
"1999-4","4806021","December 31, 1999","0140","CALGARY","AIRDRIE CY",67,92,0.728260869565217,0.0326086956521739,NA,NA,NA,NA
"1999-4","4806022","December 31, 1999","0140","CALGARY","IRRICANA T",2,11,0.181818181818182,0,NA,NA,NA,NA
"1999-4","4806024","December 31, 1999","0140","CALGARY","BEISEKER VL",0,3,0,0,NA,NA,NA,NA
"1999-4","4806026","December 31, 1999","0140","CALGARY","CROSSFIELD T",4,15,0.266666666666667,0,NA,NA,NA,NA
"1999-4","4806016","December 31, 1999","0140","CALGARY","CALGARY CY",944,1246,0.757624398073836,0.050561797752809,NA,NA,NA,NA
"1999-4","4806017","December 31, 1999","0140","CALGARY","CHESTERMERE CY",30,45,0.666666666666667,0,NA,NA,NA,NA
"2000-1","4806016","March 31, 2000","0140","CALGARY","CALGARY CY",997,1239,0.804681194511703,0.0790960451977401,NA,NA,NA,NA
"2000-1","4806014","March 31, 2000","0140","CALGARY","ROCKY VIEW COUNTY MD",22,47,0.468085106382979,0,NA,NA,NA,NA
"2000-1","4806026","March 31, 2000","0140","CALGARY","CROSSFIELD T",5,10,0.5,0,NA,NA,NA,NA
"2000-1","4806019","March 31, 2000","0140","CALGARY","COCHRANE T",73,70,1.04285714285714,0,NA,NA,NA,NA
"2000-1","4806024","March 31, 2000","0140","CALGARY","BEISEKER VL",1,6,0.166666666666667,0,NA,NA,NA,NA
"2000-1","4806017","March 31, 2000","0140","CALGARY","CHESTERMERE CY",40,57,0.701754385964912,0,NA,NA,NA,NA
"2000-1","4806021","March 31, 2000","0140","CALGARY","AIRDRIE CY",79,77,1.02597402597403,0.038961038961039,NA,NA,NA,NA
"2000-1","4806022","March 31, 2000","0140","CALGARY","IRRICANA T",2,10,0.2,0,NA,NA,NA,NA
"2000-2","4806026","June 30, 2000","0140","CALGARY","CROSSFIELD T",6,10,0.6,0,NA,NA,NA,NA
"2000-2","4806019","June 30, 2000","0140","CALGARY","COCHRANE T",65,65,1,0,NA,NA,NA,NA
"2000-2","4806022","June 30, 2000","0140","CALGARY","IRRICANA T",1,5,0.2,0,NA,NA,NA,NA
"2000-2","4806021","June 30, 2000","0140","CALGARY","AIRDRIE CY",72,97,0.742268041237113,0.0309278350515464,NA,NA,NA,NA
"2000-2","4806024","June 30, 2000","0140","CALGARY","BEISEKER VL",1,2,0.5,0,NA,NA,NA,NA
"2000-2","4806014","June 30, 2000","0140","CALGARY","ROCKY VIEW COUNTY MD",36,68,0.529411764705882,0,NA,NA,NA,NA
"2000-2","4806017","June 30, 2000","0140","CALGARY","CHESTERMERE CY",41,60,0.683333333333333,0,NA,NA,NA,NA
"2000-2","4806016","June 30, 2000","0140","CALGARY","CALGARY CY",1116,1414,0.789250353606789,0.0664780763790665,NA,NA,NA,NA
"2000-3","4806016","September 30, 2000","0140","CALGARY","CALGARY CY",1047,1427,0.733707077785564,0.0819901892081289,NA,NA,NA,NA
"2000-3","4806024","September 30, 2000","0140","CALGARY","BEISEKER VL",0,4,0,0,NA,NA,NA,NA
"2000-3","4806026","September 30, 2000","0140","CALGARY","CROSSFIELD T",5,11,0.454545454545455,0,NA,NA,NA,NA
"2000-3","4806019","September 30, 2000","0140","CALGARY","COCHRANE T",64,65,0.984615384615385,0,NA,NA,NA,NA
"2000-3","4806017","September 30, 2000","0140","CALGARY","CHESTERMERE CY",38,55,0.690909090909091,0,NA,NA,NA,NA
"2000-3","4806022","September 30, 2000","0140","CALGARY","IRRICANA T",1,4,0.25,0,NA,NA,NA,NA
"2000-3","4806021","September 30, 2000","0140","CALGARY","AIRDRIE CY",65,96,0.677083333333333,0,NA,NA,NA,NA
"2000-3","4806014","September 30, 2000","0140","CALGARY","ROCKY VIEW COUNTY MD",25,75,0.333333333333333,0,NA,NA,NA,NA
"2000-4","4806019","December 31, 2000","0140","CALGARY","COCHRANE T",42,53,0.792452830188679,0,NA,NA,NA,NA
"2000-4","4806024","December 31, 2000","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2000-4","4806014","December 31, 2000","0140","CALGARY","ROCKY VIEW COUNTY MD",40,76,0.526315789473684,0,NA,NA,NA,NA
"2000-4","4806016","December 31, 2000","0140","CALGARY","CALGARY CY",1118,1258,0.888712241653418,0.13751987281399,NA,NA,NA,NA
"2000-4","4806022","December 31, 2000","0140","CALGARY","IRRICANA T",2,3,0.666666666666667,0,NA,NA,NA,NA
"2000-4","4806021","December 31, 2000","0140","CALGARY","AIRDRIE CY",71,84,0.845238095238095,0,NA,NA,NA,NA
"2000-4","4806026","December 31, 2000","0140","CALGARY","CROSSFIELD T",2,2,1,0,NA,NA,NA,NA
"2000-4","4806017","December 31, 2000","0140","CALGARY","CHESTERMERE CY",43,80,0.5375,0,NA,NA,NA,NA
"2001-1","4806019","March 31, 2001","0140","CALGARY","COCHRANE T",47,45,1.04444444444444,0,NA,NA,NA,NA
"2001-1","4806024","March 31, 2001","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2001-1","4806021","March 31, 2001","0140","CALGARY","AIRDRIE CY",80,80,1,0,NA,NA,NA,NA
"2001-1","4806022","March 31, 2001","0140","CALGARY","IRRICANA T",5,5,1,0,NA,NA,NA,NA
"2001-1","4806014","March 31, 2001","0140","CALGARY","ROCKY VIEW COUNTY MD",48,68,0.705882352941177,0,NA,NA,NA,NA
"2001-1","4806017","March 31, 2001","0140","CALGARY","CHESTERMERE CY",44,47,0.936170212765957,0,NA,NA,NA,NA
"2001-1","4806016","March 31, 2001","0140","CALGARY","CALGARY CY",1386,1335,1.03820224719101,0.150561797752809,NA,NA,NA,NA
"2001-1","4806026","March 31, 2001","0140","CALGARY","CROSSFIELD T",3,4,0.75,0,NA,NA,NA,NA
"2001-2","4806017","June 30, 2001","0140","CALGARY","CHESTERMERE CY",42,67,0.626865671641791,0,NA,NA,NA,NA
"2001-2","4806022","June 30, 2001","0140","CALGARY","IRRICANA T",6,6,1,0,NA,NA,NA,NA
"2001-2","4806019","June 30, 2001","0140","CALGARY","COCHRANE T",46,50,0.92,0,NA,NA,NA,NA
"2001-2","4806014","June 30, 2001","0140","CALGARY","ROCKY VIEW COUNTY MD",37,55,0.672727272727273,0,NA,NA,NA,NA
"2001-2","4806016","June 30, 2001","0140","CALGARY","CALGARY CY",1304,1378,0.946298984034833,0.130624092888244,NA,NA,NA,NA
"2001-2","4806021","June 30, 2001","0140","CALGARY","AIRDRIE CY",73,86,0.848837209302326,0,NA,NA,NA,NA
"2001-2","4806026","June 30, 2001","0140","CALGARY","CROSSFIELD T",5,5,1,0,NA,NA,NA,NA
"2001-3","4806021","September 30, 2001","0140","CALGARY","AIRDRIE CY",44,85,0.517647058823529,0,NA,NA,NA,NA
"2001-3","4806024","September 30, 2001","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2001-3","4806022","September 30, 2001","0140","CALGARY","IRRICANA T",3,9,0.333333333333333,0,NA,NA,NA,NA
"2001-3","4806026","September 30, 2001","0140","CALGARY","CROSSFIELD T",6,8,0.75,0,NA,NA,NA,NA
"2001-3","4806014","September 30, 2001","0140","CALGARY","ROCKY VIEW COUNTY MD",26,68,0.382352941176471,0,NA,NA,NA,NA
"2001-3","4806016","September 30, 2001","0140","CALGARY","CALGARY CY",1157,1379,0.839013778100072,0.116026105873822,NA,NA,NA,NA
"2001-3","4806019","September 30, 2001","0140","CALGARY","COCHRANE T",44,54,0.814814814814815,0,NA,NA,NA,NA
"2001-3","4806017","September 30, 2001","0140","CALGARY","CHESTERMERE CY",37,67,0.552238805970149,0,NA,NA,NA,NA
"2001-4","4806014","December 31, 2001","0140","CALGARY","ROCKY VIEW COUNTY MD",36,62,0.580645161290323,0,NA,NA,NA,NA
"2001-4","4806021","December 31, 2001","0140","CALGARY","AIRDRIE CY",41,63,0.650793650793651,0,NA,NA,NA,NA
"2001-4","4806016","December 31, 2001","0140","CALGARY","CALGARY CY",973,1333,0.72993248312078,0.115528882220555,NA,NA,NA,NA
"2001-4","4806022","December 31, 2001","0140","CALGARY","IRRICANA T",1,1,1,0,NA,NA,NA,NA
"2001-4","4806017","December 31, 2001","0140","CALGARY","CHESTERMERE CY",29,50,0.58,0,NA,NA,NA,NA
"2001-4","4806024","December 31, 2001","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2001-4","4806019","December 31, 2001","0140","CALGARY","COCHRANE T",36,49,0.73469387755102,0,NA,NA,NA,NA
"2001-4","4806026","December 31, 2001","0140","CALGARY","CROSSFIELD T",6,6,1,0,NA,NA,NA,NA
"2002-1","4806026","March 31, 2002","0140","CALGARY","CROSSFIELD T",2,3,0.666666666666667,0,NA,NA,NA,NA
"2002-1","4806019","March 31, 2002","0140","CALGARY","COCHRANE T",31,28,1.10714285714286,0,NA,NA,NA,NA
"2002-1","4806016","March 31, 2002","0140","CALGARY","CALGARY CY",874,1240,0.704838709677419,0.118548387096774,NA,NA,NA,NA
"2002-1","4806022","March 31, 2002","0140","CALGARY","IRRICANA T",1,1,1,0,NA,NA,NA,NA
"2002-1","4806014","March 31, 2002","0140","CALGARY","ROCKY VIEW COUNTY MD",33,47,0.702127659574468,0,NA,NA,NA,NA
"2002-1","4806024","March 31, 2002","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2002-1","4806017","March 31, 2002","0140","CALGARY","CHESTERMERE CY",29,54,0.537037037037037,0,NA,NA,NA,NA
"2002-1","4806021","March 31, 2002","0140","CALGARY","AIRDRIE CY",51,72,0.708333333333333,0,NA,NA,NA,NA
"2002-2","4806026","June 30, 2002","0140","CALGARY","CROSSFIELD T",1,3,0.333333333333333,0,NA,NA,NA,NA
"2002-2","4806022","June 30, 2002","0140","CALGARY","IRRICANA T",1,1,1,0,NA,NA,NA,NA
"2002-2","4806017","June 30, 2002","0140","CALGARY","CHESTERMERE CY",20,46,0.434782608695652,0,NA,NA,NA,NA
"2002-2","4806016","June 30, 2002","0140","CALGARY","CALGARY CY",812,1280,0.634375,0.1015625,NA,NA,NA,NA
"2002-2","4806024","June 30, 2002","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2002-2","4806019","June 30, 2002","0140","CALGARY","COCHRANE T",33,41,0.804878048780488,0,NA,NA,NA,NA
"2002-2","4806014","June 30, 2002","0140","CALGARY","ROCKY VIEW COUNTY MD",25,61,0.409836065573771,0,NA,NA,NA,NA
"2002-2","4806021","June 30, 2002","0140","CALGARY","AIRDRIE CY",59,93,0.634408602150538,0.043010752688172,NA,NA,NA,NA
"2002-3","4806021","September 30, 2002","0140","CALGARY","AIRDRIE CY",94,110,0.854545454545454,0,NA,NA,NA,NA
"2002-3","4806026","September 30, 2002","0140","CALGARY","CROSSFIELD T",1,2,0.5,0,NA,NA,NA,NA
"2002-3","4806024","September 30, 2002","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2002-3","4806019","September 30, 2002","0140","CALGARY","COCHRANE T",18,31,0.580645161290323,0,NA,NA,NA,NA
"2002-3","4806014","September 30, 2002","0140","CALGARY","ROCKY VIEW COUNTY MD",26,44,0.590909090909091,0,NA,NA,NA,NA
"2002-3","4806016","September 30, 2002","0140","CALGARY","CALGARY CY",716,1351,0.529977794226499,0.080680977054034,NA,NA,NA,NA
"2002-3","4806017","September 30, 2002","0140","CALGARY","CHESTERMERE CY",22,53,0.415094339622642,0,NA,NA,NA,NA
"2002-4","4806014","December 31, 2002","0140","CALGARY","ROCKY VIEW COUNTY MD",25,42,0.595238095238095,0,NA,NA,NA,NA
"2002-4","4806021","December 31, 2002","0140","CALGARY","AIRDRIE CY",89,82,1.08536585365854,0,NA,NA,NA,NA
"2002-4","4806017","December 31, 2002","0140","CALGARY","CHESTERMERE CY",22,52,0.423076923076923,0,NA,NA,NA,NA
"2002-4","4806024","December 31, 2002","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"2002-4","4806022","December 31, 2002","0140","CALGARY","IRRICANA T",1,1,1,0,NA,NA,NA,NA
"2002-4","4806026","December 31, 2002","0140","CALGARY","CROSSFIELD T",0,1,0,0,NA,NA,NA,NA
"2002-4","4806019","December 31, 2002","0140","CALGARY","COCHRANE T",21,29,0.724137931034483,0,NA,NA,NA,NA
"2002-4","4806016","December 31, 2002","0140","CALGARY","CALGARY CY",708,1209,0.58560794044665,0.0918114143920596,NA,NA,NA,NA
"2003-1","4806021","March 31, 2003","0140","CALGARY","AIRDRIE CY",95,78,1.21794871794872,0,NA,NA,NA,NA
"2003-1","4806022","March 31, 2003","0140","CALGARY","IRRICANA T",1,1,1,0,NA,NA,NA,NA
"2003-1","4806016","March 31, 2003","0140","CALGARY","CALGARY CY",779,1229,0.633848657445077,0.080553295362083,NA,NA,NA,NA
"2003-1","4806019","March 31, 2003","0140","CALGARY","COCHRANE T",27,30,0.9,0,NA,NA,NA,NA
"2003-1","4806014","March 31, 2003","0140","CALGARY","ROCKY VIEW COUNTY MD",21,79,0.265822784810127,0,NA,NA,NA,NA
"2003-1","4806017","March 31, 2003","0140","CALGARY","CHESTERMERE CY",25,44,0.568181818181818,0,NA,NA,NA,NA
"2003-1","4806026","March 31, 2003","0140","CALGARY","CROSSFIELD T",0,1,0,0,NA,NA,NA,NA
"2003-2","4806026","June 30, 2003","0140","CALGARY","CROSSFIELD T",4,6,0.666666666666667,0,NA,NA,NA,NA
"2003-2","4806021","June 30, 2003","0140","CALGARY","AIRDRIE CY",77,126,0.611111111111111,0,NA,NA,NA,NA
"2003-2","4806014","June 30, 2003","0140","CALGARY","ROCKY VIEW COUNTY MD",29,82,0.353658536585366,0,NA,NA,NA,NA
"2003-2","4806022","June 30, 2003","0140","CALGARY","IRRICANA T",1,1,1,0,NA,NA,NA,NA
"2003-2","4806017","June 30, 2003","0140","CALGARY","CHESTERMERE CY",32,52,0.615384615384615,0,NA,NA,NA,NA
"2003-2","4806024","June 30, 2003","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"2003-2","4806019","June 30, 2003","0140","CALGARY","COCHRANE T",28,35,0.8,0,NA,NA,NA,NA
"2003-2","4806016","June 30, 2003","0140","CALGARY","CALGARY CY",803,1307,0.614384085692425,0.0757459831675593,NA,NA,NA,NA
"2003-3","4806019","September 30, 2003","0140","CALGARY","COCHRANE T",23,29,0.793103448275862,0,NA,NA,NA,NA
"2003-3","4806016","September 30, 2003","0140","CALGARY","CALGARY CY",834,1438,0.579972183588317,0.0479833101529903,NA,NA,NA,NA
"2003-3","4806017","September 30, 2003","0140","CALGARY","CHESTERMERE CY",29,50,0.58,0,NA,NA,NA,NA
"2003-3","4806024","September 30, 2003","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2003-3","4806026","September 30, 2003","0140","CALGARY","CROSSFIELD T",2,8,0.25,0,NA,NA,NA,NA
"2003-3","4806014","September 30, 2003","0140","CALGARY","ROCKY VIEW COUNTY MD",15,40,0.375,0,NA,NA,NA,NA
"2003-3","4806021","September 30, 2003","0140","CALGARY","AIRDRIE CY",78,95,0.821052631578947,0,NA,NA,NA,NA
"2003-4","4806014","December 31, 2003","0140","CALGARY","ROCKY VIEW COUNTY MD",34,73,0.465753424657534,0,NA,NA,NA,NA
"2003-4","4806026","December 31, 2003","0140","CALGARY","CROSSFIELD T",6,8,0.75,0,NA,NA,NA,NA
"2003-4","4806024","December 31, 2003","0140","CALGARY","BEISEKER VL",0,1,0,0,NA,NA,NA,NA
"2003-4","4806019","December 31, 2003","0140","CALGARY","COCHRANE T",23,19,1.21052631578947,0,NA,NA,NA,NA
"2003-4","4806017","December 31, 2003","0140","CALGARY","CHESTERMERE CY",29,34,0.852941176470588,0,NA,NA,NA,NA
"2003-4","4806016","December 31, 2003","0140","CALGARY","CALGARY CY",980,1471,0.666213460231135,0.0421481985044188,NA,NA,NA,NA
"2003-4","4806021","December 31, 2003","0140","CALGARY","AIRDRIE CY",77,81,0.950617283950617,0,NA,NA,NA,NA
"2004-1","4806022","March 31, 2004","0140","CALGARY","IRRICANA T",0,1,0,0,NA,NA,NA,NA
"2004-1","4806014","March 31, 2004","0140","CALGARY","ROCKY VIEW COUNTY MD",31,54,0.574074074074074,0,NA,NA,NA,NA
"2004-1","4806019","March 31, 2004","0140","CALGARY","COCHRANE T",31,24,1.29166666666667,0,NA,NA,NA,NA
"2004-1","4806021","March 31, 2004","0140","CALGARY","AIRDRIE CY",74,84,0.880952380952381,0,NA,NA,NA,NA
"2004-1","4806024","March 31, 2004","0140","CALGARY","BEISEKER VL",1,1,1,0,NA,NA,NA,NA
"2004-1","4806016","March 31, 2004","0140","CALGARY","CALGARY CY",983,1247,0.788291900561347,0.0376904570970329,NA,NA,NA,NA
"2004-1","4806017","March 31, 2004","0140","CALGARY","CHESTERMERE CY",30,46,0.652173913043478,0,NA,NA,NA,NA
"2004-1","4806026","March 31, 2004","0140","CALGARY","CROSSFIELD T",7,10,0.7,0,NA,NA,NA,NA
"2004-2","4806019","June 30, 2004","0140","CALGARY","COCHRANE T",34,30,1.13333333333333,0,NA,NA,NA,NA
"2004-2","4806014","June 30, 2004","0140","CALGARY","ROCKY VIEW COUNTY MD",26,47,0.553191489361702,0,NA,NA,NA,NA
"2004-2","4806021","June 30, 2004","0140","CALGARY","AIRDRIE CY",60,95,0.631578947368421,0,NA,NA,NA,NA
"2004-2","4806017","June 30, 2004","0140","CALGARY","CHESTERMERE CY",26,40,0.65,0,NA,NA,NA,NA
