"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"7297","2006","2270","L7E","December 31, 2006","TORONTO",50,30,1.66666666666667,0
"7298","2006","2270","L7G","December 31, 2006","TORONTO",25,13,1.92307692307692,0
"7299","2006","2270","L7J","December 31, 2006","TORONTO",7,7,1,0
"7300","2006","2270","L7K","December 31, 2006","TORONTO",66,55,1.2,0
"7301","2006","2270","L9P","December 31, 2006","TORONTO",146,129,1.13178294573643,0
"7302","2006","2270","L9R","December 31, 2006","TORONTO",120,68,1.76470588235294,0
"7303","2006","2270","L9W","December 31, 2006","TORONTO",28,26,1.07692307692308,0
"7304","2006","2270","M1C","December 31, 2006","TORONTO",187,96,1.94791666666667,0
"7305","2006","2270","M1E","December 31, 2006","TORONTO",12,4,3,0
"7306","2006","2270","M1J","December 31, 2006","TORONTO",4,4,1,0
"7307","2006","2270","M1K","December 31, 2006","TORONTO",2,2,1,0
"7308","2006","2270","M1L","December 31, 2006","TORONTO",6,6,1,0
"7309","2006","2270","M1M","December 31, 2006","TORONTO",6,6,1,0
"7310","2006","2270","M1N","December 31, 2006","TORONTO",9,9,1,0
"7311","2006","2270","M1S","December 31, 2006","TORONTO",2,2,1,0
"7312","2006","2270","M1T","December 31, 2006","TORONTO",1,1,1,0
"7313","2006","2270","M2K","December 31, 2006","TORONTO",2,2,1,0
"7314","2006","2270","M2L","December 31, 2006","TORONTO",11,11,1,0
"7315","2006","2270","M2M","December 31, 2006","TORONTO",449,34,13.2058823529412,0.911764705882353
"7316","2006","2270","M2N","December 31, 2006","TORONTO",566,42,13.4761904761905,0
"7317","2006","2270","M2P","December 31, 2006","TORONTO",52,52,1,0
"7318","2006","2270","M2R","December 31, 2006","TORONTO",134,21,6.38095238095238,0.333333333333333
"7319","2006","2270","M3A","December 31, 2006","TORONTO",1,1,1,0
"7320","2006","2270","M3B","December 31, 2006","TORONTO",26,26,1,0
"7321","2006","2270","M3C","December 31, 2006","TORONTO",14,14,1,0
"7322","2006","2270","M3H","December 31, 2006","TORONTO",155,30,5.16666666666667,0
"7323","2006","2270","M3K","December 31, 2006","TORONTO",23,23,1,0
"7324","2006","2270","M3M","December 31, 2006","TORONTO",1,1,1,0
"7325","2006","2270","M3N","December 31, 2006","TORONTO",4,2,2,0
"7326","2006","2270","M4A","December 31, 2006","TORONTO",35,4,8.75,0
"7327","2006","2270","M4B","December 31, 2006","TORONTO",4,4,1,0
"7328","2006","2270","M4C","December 31, 2006","TORONTO",32,8,4,0
"7329","2006","2270","M4E","December 31, 2006","TORONTO",63,13,4.84615384615385,0
"7330","2006","2270","M4G","December 31, 2006","TORONTO",454,32,14.1875,0.5
"7331","2006","2270","M4H","December 31, 2006","TORONTO",87,4,21.75,0.75
"7332","2006","2270","M4J","December 31, 2006","TORONTO",2,2,1,0
"7333","2006","2270","M4K","December 31, 2006","TORONTO",5,3,1.66666666666667,0
"7334","2006","2270","M4L","December 31, 2006","TORONTO",54,22,2.45454545454545,0
"7335","2006","2270","M4M","December 31, 2006","TORONTO",116,6,19.3333333333333,0
"7336","2006","2270","M4N","December 31, 2006","TORONTO",46,46,1,0
"7337","2006","2270","M4P","December 31, 2006","TORONTO",793,12,66.0833333333333,4.5
"7338","2006","2270","M4R","December 31, 2006","TORONTO",4,4,1,0
"7339","2006","2270","M4S","December 31, 2006","TORONTO",997,14,71.2142857142857,7
"7340","2006","2270","M4T","December 31, 2006","TORONTO",34,8,4.25,0
"7341","2006","2270","M4V","December 31, 2006","TORONTO",111,12,9.25,0.25
"7342","2006","2270","M4W","December 31, 2006","TORONTO",9,9,1,0
"7343","2006","2270","M4X","December 31, 2006","TORONTO",10,2,5,0
"7344","2006","2270","M4Y","December 31, 2006","TORONTO",580,4,145,11.5
"7345","2006","2270","M5A","December 31, 2006","TORONTO",540,7,77.1428571428571,1.85714285714286
"7346","2006","2270","M5C","December 31, 2006","TORONTO",322,1,322,45
"7347","2006","2270","M5G","December 31, 2006","TORONTO",1734,3,578,32
"7348","2006","2270","M5J","December 31, 2006","TORONTO",2,2,1,0
"7349","2006","2270","M5M","December 31, 2006","TORONTO",107,86,1.24418604651163,0.0697674418604651
"7350","2006","2270","M5N","December 31, 2006","TORONTO",29,29,1,0
"7351","2006","2270","M5P","December 31, 2006","TORONTO",17,17,1,0
"7352","2006","2270","M5R","December 31, 2006","TORONTO",526,13,40.4615384615385,4.53846153846154
"7353","2006","2270","M5S","December 31, 2006","TORONTO",1007,6,167.833333333333,17.8333333333333
"7354","2006","2270","M5T","December 31, 2006","TORONTO",9,2,4.5,0
"7355","2006","2270","M5V","December 31, 2006","TORONTO",2389,10,238.9,14.8
"7356","2006","2270","M6A","December 31, 2006","TORONTO",3,3,1,0
"7357","2006","2270","M6B","December 31, 2006","TORONTO",43,43,1,0
"7358","2006","2270","M6C","December 31, 2006","TORONTO",7,6,1.16666666666667,0
"7359","2006","2270","M6E","December 31, 2006","TORONTO",14,10,1.4,0
"7360","2006","2270","M6G","December 31, 2006","TORONTO",76,5,15.2,1.4
"7361","2006","2270","M6H","December 31, 2006","TORONTO",3,3,1,0
"7362","2006","2270","M6J","December 31, 2006","TORONTO",161,5,32.2,0
"7363","2006","2270","M6K","December 31, 2006","TORONTO",187,7,26.7142857142857,0
"7364","2006","2270","M6L","December 31, 2006","TORONTO",9,9,1,0
"7365","2006","2270","M6M","December 31, 2006","TORONTO",190,7,27.1428571428571,0
"7366","2006","2270","M6N","December 31, 2006","TORONTO",43,8,5.375,0.5
"7367","2006","2270","M6P","December 31, 2006","TORONTO",4,4,1,0
"7368","2006","2270","M6R","December 31, 2006","TORONTO",107,3,35.6666666666667,0
"7369","2006","2270","M6S","December 31, 2006","TORONTO",15,8,1.875,0
"7370","2006","2270","M8V","December 31, 2006","TORONTO",200,7,28.5714285714286,0
"7371","2006","2270","M8W","December 31, 2006","TORONTO",27,14,1.92857142857143,0
"7372","2006","2270","M8X","December 31, 2006","TORONTO",151,18,8.38888888888889,0.333333333333333
"7373","2006","2270","M8Y","December 31, 2006","TORONTO",10,9,1.11111111111111,0
"7374","2006","2270","M8Z","December 31, 2006","TORONTO",547,27,20.2592592592593,0.740740740740741
"7375","2006","2270","M9A","December 31, 2006","TORONTO",311,34,9.14705882352941,0
"7376","2006","2270","M9B","December 31, 2006","TORONTO",33,21,1.57142857142857,0
"7377","2006","2270","M9C","December 31, 2006","TORONTO",60,19,3.15789473684211,0
"7378","2006","2270","M9L","December 31, 2006","TORONTO",1,1,1,0
"7379","2006","2270","M9M","December 31, 2006","TORONTO",502,40,12.55,0
"7380","2006","2270","M9N","December 31, 2006","TORONTO",427,10,42.7,0
"7381","2006","2270","M9P","December 31, 2006","TORONTO",9,9,1,0
"7382","2006","2270","M9R","December 31, 2006","TORONTO",3,3,1,0
"7383","2006","2270","M9V","December 31, 2006","TORONTO",9,9,1,0
"7384","2006","2270","M9W","December 31, 2006","TORONTO",555,23,24.1304347826087,1.26086956521739
"7385","2006","2270","nan","December 31, 2006","TORONTO",20885,8071,2.58765952174452,0.0921818857638459
"7386","2007","2270","L0E","December 31, 2007","TORONTO",13,13,1,0
"7387","2007","2270","L0G","December 31, 2007","TORONTO",84,53,1.58490566037736,0
"7388","2007","2270","L0H","December 31, 2007","TORONTO",5,5,1,0
"7389","2007","2270","L0P","December 31, 2007","TORONTO",56,56,1,0
"7390","2007","2270","L1S","December 31, 2007","TORONTO",185,43,4.30232558139535,0
"7391","2007","2270","L1T","December 31, 2007","TORONTO",121,119,1.01680672268908,0
"7392","2007","2270","L1V","December 31, 2007","TORONTO",80,48,1.66666666666667,0
"7393","2007","2270","L1W","December 31, 2007","TORONTO",1,1,1,0
"7394","2007","2270","L1Z","December 31, 2007","TORONTO",47,18,2.61111111111111,0
"7395","2007","2270","L3P","December 31, 2007","TORONTO",329,5,65.8,0
"7396","2007","2270","L3R","December 31, 2007","TORONTO",58,10,5.8,0
"7397","2007","2270","L3S","December 31, 2007","TORONTO",55,4,13.75,0
"7398","2007","2270","L3T","December 31, 2007","TORONTO",5,5,1,0
"7399","2007","2270","L3X","December 31, 2007","TORONTO",106,57,1.85964912280702,0.0526315789473684
"7400","2007","2270","L3Y","December 31, 2007","TORONTO",46,21,2.19047619047619,0
"7401","2007","2270","L3Z","December 31, 2007","TORONTO",142,142,1,0
"7402","2007","2270","L4A","December 31, 2007","TORONTO",64,64,1,0
"7403","2007","2270","L4B","December 31, 2007","TORONTO",1,1,1,0
"7404","2007","2270","L4C","December 31, 2007","TORONTO",61,58,1.05172413793103,0
"7405","2007","2270","L4E","December 31, 2007","TORONTO",41,20,2.05,0
"7406","2007","2270","L4G","December 31, 2007","TORONTO",53,14,3.78571428571429,0
"7407","2007","2270","L4J","December 31, 2007","TORONTO",37,37,1,0
"7408","2007","2270","L4K","December 31, 2007","TORONTO",229,156,1.46794871794872,0
"7409","2007","2270","L4L","December 31, 2007","TORONTO",128,60,2.13333333333333,0.2
"7410","2007","2270","L4P","December 31, 2007","TORONTO",109,109,1,0
"7411","2007","2270","L4S","December 31, 2007","TORONTO",70,63,1.11111111111111,0
"7412","2007","2270","L4T","December 31, 2007","TORONTO",136,2,68,3.5
"7413","2007","2270","L4W","December 31, 2007","TORONTO",3,3,1,0
"7414","2007","2270","L4Y","December 31, 2007","TORONTO",30,15,2,0
"7415","2007","2270","L4Z","December 31, 2007","TORONTO",236,1,236,0
"7416","2007","2270","L5A","December 31, 2007","TORONTO",376,5,75.2,0
"7417","2007","2270","L5B","December 31, 2007","TORONTO",1021,22,46.4090909090909,1
"7418","2007","2270","L5C","December 31, 2007","TORONTO",15,15,1,0
"7419","2007","2270","L5E","December 31, 2007","TORONTO",7,6,1.16666666666667,0
"7420","2007","2270","L5G","December 31, 2007","TORONTO",23,20,1.15,0
"7421","2007","2270","L5H","December 31, 2007","TORONTO",33,26,1.26923076923077,0
"7422","2007","2270","L5J","December 31, 2007","TORONTO",14,14,1,0
"7423","2007","2270","L5K","December 31, 2007","TORONTO",2,2,1,0
"7424","2007","2270","L5L","December 31, 2007","TORONTO",298,89,3.34831460674157,0.213483146067416
"7425","2007","2270","L5M","December 31, 2007","TORONTO",2,2,1,0
"7426","2007","2270","L5N","December 31, 2007","TORONTO",1,1,1,0
"7427","2007","2270","L5R","December 31, 2007","TORONTO",129,38,3.39473684210526,0
"7428","2007","2270","L5T","December 31, 2007","TORONTO",2,2,1,0
"7429","2007","2270","L5V","December 31, 2007","TORONTO",43,8,5.375,0
"7430","2007","2270","L6A","December 31, 2007","TORONTO",4,4,1,0
"7431","2007","2270","L6C","December 31, 2007","TORONTO",9,9,1,0
"7432","2007","2270","L6G","December 31, 2007","TORONTO",960,4,240,0
"7433","2007","2270","L6H","December 31, 2007","TORONTO",159,77,2.06493506493507,0
"7434","2007","2270","L6J","December 31, 2007","TORONTO",45,45,1,0
"7435","2007","2270","L6K","December 31, 2007","TORONTO",87,15,5.8,0.8
"7436","2007","2270","L6L","December 31, 2007","TORONTO",126,99,1.27272727272727,0
"7437","2007","2270","L6M","December 31, 2007","TORONTO",40,24,1.66666666666667,0
"7438","2007","2270","L6P","December 31, 2007","TORONTO",4,4,1,0
"7439","2007","2270","L6R","December 31, 2007","TORONTO",178,136,1.30882352941176,0
"7440","2007","2270","L6S","December 31, 2007","TORONTO",2,2,1,0
"7441","2007","2270","L6T","December 31, 2007","TORONTO",360,1,360,0
"7442","2007","2270","L6X","December 31, 2007","TORONTO",257,1,257,0
"7443","2007","2270","L6Y","December 31, 2007","TORONTO",2,1,2,0
"7444","2007","2270","L7A","December 31, 2007","TORONTO",147,117,1.25641025641026,0
"7445","2007","2270","L7B","December 31, 2007","TORONTO",2,2,1,0
"7446","2007","2270","L7C","December 31, 2007","TORONTO",4,4,1,0
"7447","2007","2270","L7E","December 31, 2007","TORONTO",31,22,1.40909090909091,0
"7448","2007","2270","L7G","December 31, 2007","TORONTO",12,11,1.09090909090909,0
"7449","2007","2270","L7J","December 31, 2007","TORONTO",3,3,1,0
"7450","2007","2270","L7K","December 31, 2007","TORONTO",69,39,1.76923076923077,0
"7451","2007","2270","L9N","December 31, 2007","TORONTO",1,1,1,0
"7452","2007","2270","L9P","December 31, 2007","TORONTO",181,133,1.3609022556391,0
"7453","2007","2270","L9R","December 31, 2007","TORONTO",66,58,1.13793103448276,0
"7454","2007","2270","L9T","December 31, 2007","TORONTO",2,2,1,0
"7455","2007","2270","L9W","December 31, 2007","TORONTO",56,56,1,0
"7456","2007","2270","M1B","December 31, 2007","TORONTO",205,1,205,16
"7457","2007","2270","M1C","December 31, 2007","TORONTO",38,10,3.8,0
"7458","2007","2270","M1E","December 31, 2007","TORONTO",18,11,1.63636363636364,0
"7459","2007","2270","M1J","December 31, 2007","TORONTO",2,2,1,0
"7460","2007","2270","M1K","December 31, 2007","TORONTO",7,7,1,0
"7461","2007","2270","M1L","December 31, 2007","TORONTO",180,34,5.29411764705882,0
"7462","2007","2270","M1M","December 31, 2007","TORONTO",9,9,1,0
"7463","2007","2270","M1N","December 31, 2007","TORONTO",53,11,4.81818181818182,0
"7464","2007","2270","M1R","December 31, 2007","TORONTO",2,2,1,0
"7465","2007","2270","M1S","December 31, 2007","TORONTO",75,75,1,0
"7466","2007","2270","M1T","December 31, 2007","TORONTO",1,1,1,0
"7467","2007","2270","M1V","December 31, 2007","TORONTO",233,1,233,0
"7468","2007","2270","M2K","December 31, 2007","TORONTO",15,8,1.875,0
"7469","2007","2270","M2L","December 31, 2007","TORONTO",16,16,1,0
"7470","2007","2270","M2M","December 31, 2007","TORONTO",372,24,15.5,0
"7471","2007","2270","M2N","December 31, 2007","TORONTO",607,52,11.6730769230769,0
"7472","2007","2270","M2P","December 31, 2007","TORONTO",56,56,1,0
"7473","2007","2270","M2R","December 31, 2007","TORONTO",124,16,7.75,0.4375
"7474","2007","2270","M3A","December 31, 2007","TORONTO",4,4,1,0
"7475","2007","2270","M3B","December 31, 2007","TORONTO",30,30,1,0
"7476","2007","2270","M3C","December 31, 2007","TORONTO",427,21,20.3333333333333,0
"7477","2007","2270","M3H","December 31, 2007","TORONTO",161,36,4.47222222222222,0
"7478","2007","2270","M3J","December 31, 2007","TORONTO",163,105,1.55238095238095,0
"7479","2007","2270","M3K","December 31, 2007","TORONTO",16,16,1,0
"7480","2007","2270","M3L","December 31, 2007","TORONTO",302,96,3.14583333333333,0
"7481","2007","2270","M3M","December 31, 2007","TORONTO",2,2,1,0
"7482","2007","2270","M4A","December 31, 2007","TORONTO",11,3,3.66666666666667,0
"7483","2007","2270","M4B","December 31, 2007","TORONTO",9,9,1,0
"7484","2007","2270","M4C","December 31, 2007","TORONTO",20,19,1.05263157894737,0
"7485","2007","2270","M4E","December 31, 2007","TORONTO",97,24,4.04166666666667,0
"7486","2007","2270","M4G","December 31, 2007","TORONTO",218,22,9.90909090909091,0.363636363636364
"7487","2007","2270","M4H","December 31, 2007","TORONTO",21,1,21,0
"7488","2007","2270","M4J","December 31, 2007","TORONTO",11,11,1,0
"7489","2007","2270","M4K","December 31, 2007","TORONTO",5,3,1.66666666666667,0
"7490","2007","2270","M4L","December 31, 2007","TORONTO",108,18,6,0.277777777777778
"7491","2007","2270","M4M","December 31, 2007","TORONTO",138,4,34.5,0
"7492","2007","2270","M4N","December 31, 2007","TORONTO",253,54,4.68518518518519,0
"7493","2007","2270","M4P","December 31, 2007","TORONTO",659,17,38.7647058823529,2.23529411764706
"7494","2007","2270","M4R","December 31, 2007","TORONTO",4,3,1.33333333333333,0
"7495","2007","2270","M4S","December 31, 2007","TORONTO",976,11,88.7272727272727,8.90909090909091
"7496","2007","2270","M4T","December 31, 2007","TORONTO",35,5,7,0
"7497","2007","2270","M4V","December 31, 2007","TORONTO",19,13,1.46153846153846,0.230769230769231
"7498","2007","2270","M4W","December 31, 2007","TORONTO",9,9,1,0
"7499","2007","2270","M4X","December 31, 2007","TORONTO",194,3,64.6666666666667,0
"7500","2007","2270","M4Y","December 31, 2007","TORONTO",666,4,166.5,11.5
"7501","2007","2270","M5A","December 31, 2007","TORONTO",598,9,66.4444444444444,5
"7502","2007","2270","M5C","December 31, 2007","TORONTO",369,1,369,45
"7503","2007","2270","M5G","December 31, 2007","TORONTO",544,1,544,45
"7504","2007","2270","M5J","December 31, 2007","TORONTO",2,2,1,0
"7505","2007","2270","M5M","December 31, 2007","TORONTO",121,99,1.22222222222222,0.0606060606060606
"7506","2007","2270","M5N","December 31, 2007","TORONTO",21,21,1,0
"7507","2007","2270","M5P","December 31, 2007","TORONTO",98,25,3.92,0
"7508","2007","2270","M5R","December 31, 2007","TORONTO",514,13,39.5384615384615,4.53846153846154
"7509","2007","2270","M5S","December 31, 2007","TORONTO",1007,5,201.4,21.4
"7510","2007","2270","M5T","December 31, 2007","TORONTO",537,3,179,0
"7511","2007","2270","M5V","December 31, 2007","TORONTO",2371,10,237.1,12.5
"7512","2007","2270","M6A","December 31, 2007","TORONTO",12,12,1,0
"7513","2007","2270","M6B","December 31, 2007","TORONTO",42,42,1,0
"7514","2007","2270","M6C","December 31, 2007","TORONTO",4,4,1,0
"7515","2007","2270","M6E","December 31, 2007","TORONTO",4,3,1.33333333333333,0
"7516","2007","2270","M6G","December 31, 2007","TORONTO",83,8,10.375,0.875
"7517","2007","2270","M6H","December 31, 2007","TORONTO",19,9,2.11111111111111,0
"7518","2007","2270","M6J","December 31, 2007","TORONTO",63,6,10.5,0
"7519","2007","2270","M6K","December 31, 2007","TORONTO",11,1,11,0
"7520","2007","2270","M6L","December 31, 2007","TORONTO",9,9,1,0
"7521","2007","2270","M6M","December 31, 2007","TORONTO",202,18,11.2222222222222,0
"7522","2007","2270","M6N","December 31, 2007","TORONTO",10,7,1.42857142857143,0
"7523","2007","2270","M6P","December 31, 2007","TORONTO",594,6,99,11.5
"7524","2007","2270","M6R","December 31, 2007","TORONTO",236,2,118,0
"7525","2007","2270","M6S","December 31, 2007","TORONTO",13,6,2.16666666666667,0
"7526","2007","2270","M8V","December 31, 2007","TORONTO",9,8,1.125,0
"7527","2007","2270","M8W","December 31, 2007","TORONTO",22,10,2.2,0
"7528","2007","2270","M8X","December 31, 2007","TORONTO",153,20,7.65,0.3
"7529","2007","2270","M8Y","December 31, 2007","TORONTO",44,10,4.4,0
"7530","2007","2270","M8Z","December 31, 2007","TORONTO",560,32,17.5,0.625
"7531","2007","2270","M9A","December 31, 2007","TORONTO",414,41,10.0975609756098,0.585365853658537
"7532","2007","2270","M9B","December 31, 2007","TORONTO",23,19,1.21052631578947,0
"7533","2007","2270","M9C","December 31, 2007","TORONTO",13,2,6.5,0
"7534","2007","2270","M9L","December 31, 2007","TORONTO",13,2,6.5,0
"7535","2007","2270","M9M","December 31, 2007","TORONTO",39,18,2.16666666666667,0
"7536","2007","2270","M9N","December 31, 2007","TORONTO",328,13,25.2307692307692,0
"7537","2007","2270","M9P","December 31, 2007","TORONTO",227,12,18.9166666666667,0
"7538","2007","2270","M9R","December 31, 2007","TORONTO",3,3,1,0
"7539","2007","2270","M9V","December 31, 2007","TORONTO",9,9,1,0
"7540","2007","2270","M9W","December 31, 2007","TORONTO",447,1,447,29
"7541","2007","2270","nan","December 31, 2007","TORONTO",21807,7898,2.76107875411497,0.0928083059002279
"7542","2008","2270","L0E","December 31, 2008","TORONTO",9,9,1,0
"7543","2008","2270","L0G","December 31, 2008","TORONTO",37,35,1.05714285714286,0
"7544","2008","2270","L0H","December 31, 2008","TORONTO",1,1,1,0
"7545","2008","2270","L0P","December 31, 2008","TORONTO",29,29,1,0
"7546","2008","2270","L1S","December 31, 2008","TORONTO",13,9,1.44444444444444,0
"7547","2008","2270","L1T","December 31, 2008","TORONTO",134,117,1.14529914529915,0
"7548","2008","2270","L1V","December 31, 2008","TORONTO",97,21,4.61904761904762,0
"7549","2008","2270","L1W","December 31, 2008","TORONTO",98,20,4.9,0
