"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"6940","1991","2270","nan","December 31, 1991","TORONTO",16959,5983,2.83453117165302,0.082567273942838
"6941","1992","2270",NA,"December 31, 1992","TORONTO",69,50,1.38,0
"6942","1992","2270","nan","December 31, 1992","TORONTO",15042,4930,3.05111561866126,0.086815415821501
"6943","1993","2270",NA,"December 31, 1993","TORONTO",33,6,5.5,0
"6944","1993","2270","nan","December 31, 1993","TORONTO",11043,4151,2.66032281377981,0.0650445675740785
"6945","1994","2270",NA,"December 31, 1994","TORONTO",28,8,3.5,0
"6946","1994","2270","nan","December 31, 1994",NA,12115,5887,2.05792423985052,0.074910820451843
"6947","1995","2270",NA,"December 31, 1995",NA,39,20,1.95,0
"6948","1995","2270","nan","December 31, 1995","TORONTO",12590,4551,2.76642496154691,0.0843770599868161
"6949","1996","2270",NA,"December 31, 1996",NA,24,5,4.8,0
"6950","1996","2270","nan","December 31, 1996","TORONTO",13182,6436,2.04816656308266,0.0332504661280298
"6951","1997","2270",NA,"December 31, 1997","TORONTO",18,7,2.57142857142857,0
"6952","1997","2270","L9P","December 31, 1997","TORONTO",1,1,1,0
"6953","1997","2270","nan","December 31, 1997","TORONTO",15438,8586,1.79804332634521,0.030398322851153
"6954","1998","2270",NA,"December 31, 1998","TORONTO",18,18,1,0
"6955","1998","2270","L9P","December 31, 1998","TORONTO",2,2,1,0
"6956","1998","2270","nan","December 31, 1998","TORONTO",19989,9869,2.02543317458709,0.0284729962508866
"6957","1999","2270",NA,"December 31, 1999","TORONTO",16,12,1.33333333333333,0.166666666666667
"6958","1999","2270","L9P","December 31, 1999","TORONTO",2,2,1,0
"6959","1999","2270","nan","December 31, 1999","TORONTO",24990,10527,2.37389569677971,0.0532915360501567
"6960","2000","2270",NA,"December 31, 2000","TORONTO",20,15,1.33333333333333,0.133333333333333
"6961","2000","2270","L1W","December 31, 2000","TORONTO",1,1,1,0
"6962","2000","2270","L9P","December 31, 2000","TORONTO",2,2,1,0
"6963","2000","2270","nan","December 31, 2000","TORONTO",30250,12543,2.41170373913737,0.0361954875229211
"6964","2001","2270",NA,"December 31, 2001","TORONTO",31,14,2.21428571428571,0.142857142857143
"6965","2001","2270","L1W","December 31, 2001","TORONTO",1,1,1,0
"6966","2001","2270","L4K","December 31, 2001","TORONTO",1,1,1,0
"6967","2001","2270","L9P","December 31, 2001","TORONTO",3,3,1,0
"6968","2001","2270","M2L","December 31, 2001","TORONTO",1,1,1,0
"6969","2001","2270","M3C","December 31, 2001","TORONTO",1,1,1,0
"6970","2001","2270","nan","December 31, 2001","TORONTO",34267,9687,3.53742128625994,0.0902240115618871
"6971","2002","2270",NA,"December 31, 2002","TORONTO",739,18,41.0555555555556,2.83333333333333
"6972","2002","2270","L1T","December 31, 2002","TORONTO",7,1,7,0
"6973","2002","2270","L1W","December 31, 2002","TORONTO",1,1,1,0
"6974","2002","2270","L4K","December 31, 2002","TORONTO",1,1,1,0
"6975","2002","2270","L9P","December 31, 2002","TORONTO",3,3,1,0
"6976","2002","2270","M2L","December 31, 2002","TORONTO",1,1,1,0
"6977","2002","2270","M3C","December 31, 2002","TORONTO",1,1,1,0
"6978","2002","2270","M5J","December 31, 2002","TORONTO",1,1,1,0
"6979","2002","2270","M5M","December 31, 2002","TORONTO",1,1,1,0
"6980","2002","2270","M9A","December 31, 2002","TORONTO",1,1,1,0
"6981","2002","2270","nan","December 31, 2002","TORONTO",32338,11429,2.82946889491644,0.0687724210342112
"6982","2003","2270",NA,"December 31, 2003","TORONTO",1087,27,40.2592592592593,3.22222222222222
"6983","2003","2270","L0E","December 31, 2003","TORONTO",2,2,1,0
"6984","2003","2270","L0P","December 31, 2003","TORONTO",1,1,1,0
"6985","2003","2270","L1T","December 31, 2003","TORONTO",7,1,7,0
"6986","2003","2270","L1W","December 31, 2003","TORONTO",3,3,1,0
"6987","2003","2270","L1Z","December 31, 2003","TORONTO",1,1,1,0
"6988","2003","2270","L3Y","December 31, 2003","TORONTO",5,1,5,0
"6989","2003","2270","L3Z","December 31, 2003","TORONTO",45,1,45,0
"6990","2003","2270","L4J","December 31, 2003","TORONTO",1,1,1,0
"6991","2003","2270","L4K","December 31, 2003","TORONTO",1,1,1,0
"6992","2003","2270","L4P","December 31, 2003","TORONTO",1,1,1,0
"6993","2003","2270","L5G","December 31, 2003","TORONTO",1,1,1,0
"6994","2003","2270","L5L","December 31, 2003","TORONTO",1,1,1,0
"6995","2003","2270","L6H","December 31, 2003","TORONTO",1,1,1,0
"6996","2003","2270","L6J","December 31, 2003","TORONTO",3,3,1,0
"6997","2003","2270","L7E","December 31, 2003","TORONTO",2,2,1,0
"6998","2003","2270","L7K","December 31, 2003","TORONTO",3,3,1,0
"6999","2003","2270","L9P","December 31, 2003","TORONTO",4,4,1,0
"7000","2003","2270","L9W","December 31, 2003","TORONTO",1,1,1,0
"7001","2003","2270","M2L","December 31, 2003","TORONTO",1,1,1,0
"7002","2003","2270","M2N","December 31, 2003","TORONTO",223,2,111.5,0
"7003","2003","2270","M3C","December 31, 2003","TORONTO",3,3,1,0
"7004","2003","2270","M4V","December 31, 2003","TORONTO",66,2,33,0
"7005","2003","2270","M4W","December 31, 2003","TORONTO",1,1,1,0
"7006","2003","2270","M5G","December 31, 2003","TORONTO",664,1,664,0
"7007","2003","2270","M5J","December 31, 2003","TORONTO",1,1,1,0
"7008","2003","2270","M5M","December 31, 2003","TORONTO",1,1,1,0
"7009","2003","2270","M6M","December 31, 2003","TORONTO",4,4,1,0
"7010","2003","2270","M9A","December 31, 2003","TORONTO",1,1,1,0
"7011","2003","2270","nan","December 31, 2003","TORONTO",37772,13248,2.85114734299517,0.0546497584541063
"7012","2004","2270",NA,"December 31, 2004","TORONTO",1009,12,84.0833333333333,4.25
"7013","2004","2270","L0E","December 31, 2004","TORONTO",2,2,1,0
"7014","2004","2270","L0G","December 31, 2004","TORONTO",7,7,1,0
"7015","2004","2270","L0P","December 31, 2004","TORONTO",1,1,1,0
"7016","2004","2270","L1T","December 31, 2004","TORONTO",8,2,4,0
"7017","2004","2270","L1V","December 31, 2004","TORONTO",5,5,1,0
"7018","2004","2270","L1W","December 31, 2004","TORONTO",3,3,1,0
"7019","2004","2270","L1Z","December 31, 2004","TORONTO",19,4,4.75,0
"7020","2004","2270","L3R","December 31, 2004","TORONTO",388,1,388,0
"7021","2004","2270","L3Y","December 31, 2004","TORONTO",23,9,2.55555555555556,0
"7022","2004","2270","L3Z","December 31, 2004","TORONTO",54,10,5.4,0
"7023","2004","2270","L4A","December 31, 2004","TORONTO",1,1,1,0
"7024","2004","2270","L4C","December 31, 2004","TORONTO",3,3,1,0
"7025","2004","2270","L4G","December 31, 2004","TORONTO",12,6,2,0
"7026","2004","2270","L4J","December 31, 2004","TORONTO",17,17,1,0
"7027","2004","2270","L4K","December 31, 2004","TORONTO",1,1,1,0
"7028","2004","2270","L4L","December 31, 2004","TORONTO",6,1,6,0
"7029","2004","2270","L4P","December 31, 2004","TORONTO",3,3,1,0
"7030","2004","2270","L4S","December 31, 2004","TORONTO",243,2,121.5,7.5
"7031","2004","2270","L5B","December 31, 2004","TORONTO",881,3,293.666666666667,0
"7032","2004","2270","L5C","December 31, 2004","TORONTO",1,1,1,0
"7033","2004","2270","L5G","December 31, 2004","TORONTO",2,2,1,0
"7034","2004","2270","L5H","December 31, 2004","TORONTO",4,4,1,0
"7035","2004","2270","L5L","December 31, 2004","TORONTO",21,4,5.25,0
"7036","2004","2270","L5M","December 31, 2004","TORONTO",10,10,1,0
"7037","2004","2270","L6C","December 31, 2004","TORONTO",1,1,1,0
"7038","2004","2270","L6H","December 31, 2004","TORONTO",23,9,2.55555555555556,0
"7039","2004","2270","L6J","December 31, 2004","TORONTO",11,11,1,0
"7040","2004","2270","L6K","December 31, 2004","TORONTO",1,1,1,0
"7041","2004","2270","L6L","December 31, 2004","TORONTO",3,3,1,0
"7042","2004","2270","L6P","December 31, 2004","TORONTO",2,2,1,0
"7043","2004","2270","L6R","December 31, 2004","TORONTO",53,5,10.6,0.6
"7044","2004","2270","L6S","December 31, 2004","TORONTO",1,1,1,0
"7045","2004","2270","L6X","December 31, 2004","TORONTO",1,1,1,0
"7046","2004","2270","L6Y","December 31, 2004","TORONTO",2,2,1,0
"7047","2004","2270","L7E","December 31, 2004","TORONTO",5,5,1,0
"7048","2004","2270","L7G","December 31, 2004","TORONTO",7,2,3.5,0
"7049","2004","2270","L7J","December 31, 2004","TORONTO",3,3,1,0
"7050","2004","2270","L7K","December 31, 2004","TORONTO",13,10,1.3,0
"7051","2004","2270","L9P","December 31, 2004","TORONTO",6,6,1,0
"7052","2004","2270","L9W","December 31, 2004","TORONTO",4,2,2,0
"7053","2004","2270","M1B","December 31, 2004","TORONTO",6,1,6,0
"7054","2004","2270","M1L","December 31, 2004","TORONTO",134,1,134,0
"7055","2004","2270","M1P","December 31, 2004","TORONTO",307,1,307,0
"7056","2004","2270","M2L","December 31, 2004","TORONTO",3,3,1,0
"7057","2004","2270","M2M","December 31, 2004","TORONTO",5,5,1,0
"7058","2004","2270","M2N","December 31, 2004","TORONTO",762,6,127,6.66666666666667
"7059","2004","2270","M2P","December 31, 2004","TORONTO",11,11,1,0
"7060","2004","2270","M2R","December 31, 2004","TORONTO",1,1,1,0
"7061","2004","2270","M3B","December 31, 2004","TORONTO",3,3,1,0
"7062","2004","2270","M3C","December 31, 2004","TORONTO",140,8,17.5,2
"7063","2004","2270","M3H","December 31, 2004","TORONTO",107,3,35.6666666666667,2.66666666666667
"7064","2004","2270","M3J","December 31, 2004","TORONTO",1,1,1,0
"7065","2004","2270","M3K","December 31, 2004","TORONTO",1,1,1,0
"7066","2004","2270","M4A","December 31, 2004","TORONTO",11,1,11,0
"7067","2004","2270","M4E","December 31, 2004","TORONTO",1,1,1,0
"7068","2004","2270","M4G","December 31, 2004","TORONTO",4,4,1,0
"7069","2004","2270","M4K","December 31, 2004","TORONTO",4,2,2,0
"7070","2004","2270","M4L","December 31, 2004","TORONTO",8,1,8,0
"7071","2004","2270","M4M","December 31, 2004","TORONTO",41,1,41,5
"7072","2004","2270","M4N","December 31, 2004","TORONTO",1,1,1,0
"7073","2004","2270","M4V","December 31, 2004","TORONTO",69,5,13.8,0
"7074","2004","2270","M4W","December 31, 2004","TORONTO",2,2,1,0
"7075","2004","2270","M5G","December 31, 2004","TORONTO",1190,2,595,0
"7076","2004","2270","M5J","December 31, 2004","TORONTO",1,1,1,0
"7077","2004","2270","M5M","December 31, 2004","TORONTO",5,5,1,0
"7078","2004","2270","M5N","December 31, 2004","TORONTO",2,2,1,0
"7079","2004","2270","M5P","December 31, 2004","TORONTO",4,4,1,0
"7080","2004","2270","M5T","December 31, 2004","TORONTO",131,5,26.2,0.6
"7081","2004","2270","M5V","December 31, 2004","TORONTO",482,3,160.666666666667,0
"7082","2004","2270","M6B","December 31, 2004","TORONTO",1,1,1,0
"7083","2004","2270","M6C","December 31, 2004","TORONTO",1,1,1,0
"7084","2004","2270","M6J","December 31, 2004","TORONTO",4,1,4,0
"7085","2004","2270","M6L","December 31, 2004","TORONTO",1,1,1,0
"7086","2004","2270","M6N","December 31, 2004","TORONTO",83,7,11.8571428571429,0.857142857142857
"7087","2004","2270","M8Y","December 31, 2004","TORONTO",135,1,135,8
"7088","2004","2270","M8Z","December 31, 2004","TORONTO",2,2,1,0
"7089","2004","2270","M9A","December 31, 2004","TORONTO",287,3,95.6666666666667,10.6666666666667
"7090","2004","2270","M9B","December 31, 2004","TORONTO",1,1,1,0
"7091","2004","2270","M9P","December 31, 2004","TORONTO",1,1,1,0
"7092","2004","2270","M9W","December 31, 2004","TORONTO",427,1,427,29
"7093","2004","2270","nan","December 31, 2004","TORONTO",34908,12491,2.79465214954767,0.0450724521655592
"7094","2005","2270",NA,"December 31, 2005","TORONTO",868,21,41.3333333333333,3.23809523809524
"7095","2005","2270","L0E","December 31, 2005","TORONTO",26,26,1,0
"7096","2005","2270","L0G","December 31, 2005","TORONTO",96,32,3,0
"7097","2005","2270","L0H","December 31, 2005","TORONTO",1,1,1,0
"7098","2005","2270","L0P","December 31, 2005","TORONTO",48,27,1.77777777777778,0
"7099","2005","2270","L1S","December 31, 2005","TORONTO",19,5,3.8,0
"7100","2005","2270","L1T","December 31, 2005","TORONTO",24,10,2.4,0
"7101","2005","2270","L1V","December 31, 2005","TORONTO",48,45,1.06666666666667,0
"7102","2005","2270","L1W","December 31, 2005","TORONTO",7,7,1,0
"7103","2005","2270","L1Y","December 31, 2005","TORONTO",1,1,1,0
"7104","2005","2270","L1Z","December 31, 2005","TORONTO",220,57,3.85964912280702,0
"7105","2005","2270","L3R","December 31, 2005","TORONTO",479,24,19.9583333333333,0
"7106","2005","2270","L3S","December 31, 2005","TORONTO",23,22,1.04545454545455,0
"7107","2005","2270","L3T","December 31, 2005","TORONTO",4,4,1,0
"7108","2005","2270","L3Y","December 31, 2005","TORONTO",38,21,1.80952380952381,0
"7109","2005","2270","L3Z","December 31, 2005","TORONTO",103,59,1.74576271186441,0
"7110","2005","2270","L4A","December 31, 2005","TORONTO",70,70,1,0
"7111","2005","2270","L4B","December 31, 2005","TORONTO",1,1,1,0
"7112","2005","2270","L4C","December 31, 2005","TORONTO",50,43,1.16279069767442,0
"7113","2005","2270","L4E","December 31, 2005","TORONTO",42,8,5.25,0.25
"7114","2005","2270","L4G","December 31, 2005","TORONTO",25,19,1.31578947368421,0
"7115","2005","2270","L4J","December 31, 2005","TORONTO",477,55,8.67272727272727,0
"7116","2005","2270","L4K","December 31, 2005","TORONTO",184,2,92,4
"7117","2005","2270","L4L","December 31, 2005","TORONTO",26,20,1.3,0
"7118","2005","2270","L4P","December 31, 2005","TORONTO",96,95,1.01052631578947,0
"7119","2005","2270","L4S","December 31, 2005","TORONTO",163,4,40.75,3.75
"7120","2005","2270","L4T","December 31, 2005","TORONTO",3,3,1,0
"7121","2005","2270","L4W","December 31, 2005","TORONTO",2,2,1,0
"7122","2005","2270","L4X","December 31, 2005","TORONTO",31,12,2.58333333333333,0
"7123","2005","2270","L4Z","December 31, 2005","TORONTO",107,45,2.37777777777778,0
"7124","2005","2270","L5A","December 31, 2005","TORONTO",633,6,105.5,5.16666666666667
"7125","2005","2270","L5B","December 31, 2005","TORONTO",1180,13,90.7692307692308,0
"7126","2005","2270","L5C","December 31, 2005","TORONTO",3,3,1,0
"7127","2005","2270","L5E","December 31, 2005","TORONTO",15,15,1,0
"7128","2005","2270","L5G","December 31, 2005","TORONTO",71,30,2.36666666666667,0
"7129","2005","2270","L5H","December 31, 2005","TORONTO",21,21,1,0
"7130","2005","2270","L5J","December 31, 2005","TORONTO",22,20,1.1,0
"7131","2005","2270","L5K","December 31, 2005","TORONTO",1,1,1,0
"7132","2005","2270","L5L","December 31, 2005","TORONTO",24,8,3,0
"7133","2005","2270","L5M","December 31, 2005","TORONTO",64,42,1.52380952380952,0
"7134","2005","2270","L5R","December 31, 2005","TORONTO",57,1,57,0
"7135","2005","2270","L6A","December 31, 2005","TORONTO",24,1,24,0
"7136","2005","2270","L6C","December 31, 2005","TORONTO",11,11,1,0
"7137","2005","2270","L6H","December 31, 2005","TORONTO",60,46,1.30434782608696,0
"7138","2005","2270","L6J","December 31, 2005","TORONTO",41,41,1,0
"7139","2005","2270","L6K","December 31, 2005","TORONTO",57,20,2.85,0.2
"7140","2005","2270","L6L","December 31, 2005","TORONTO",153,65,2.35384615384615,0
"7141","2005","2270","L6M","December 31, 2005","TORONTO",6,4,1.5,0
"7142","2005","2270","L6P","December 31, 2005","TORONTO",2,2,1,0
"7143","2005","2270","L6R","December 31, 2005","TORONTO",191,28,6.82142857142857,0.107142857142857
"7144","2005","2270","L6S","December 31, 2005","TORONTO",1,1,1,0
"7145","2005","2270","L6T","December 31, 2005","TORONTO",360,1,360,0
"7146","2005","2270","L6W","December 31, 2005","TORONTO",1,1,1,0
"7147","2005","2270","L6X","December 31, 2005","TORONTO",265,3,88.3333333333333,0
"7148","2005","2270","L6Y","December 31, 2005","TORONTO",100,19,5.26315789473684,0
"7149","2005","2270","L7B","December 31, 2005","TORONTO",1,1,1,0
"7150","2005","2270","L7C","December 31, 2005","TORONTO",3,3,1,0
"7151","2005","2270","L7E","December 31, 2005","TORONTO",37,27,1.37037037037037,0
"7152","2005","2270","L7G","December 31, 2005","TORONTO",27,10,2.7,0
"7153","2005","2270","L7J","December 31, 2005","TORONTO",29,20,1.45,0
"7154","2005","2270","L7K","December 31, 2005","TORONTO",61,47,1.29787234042553,0
"7155","2005","2270","L9N","December 31, 2005","TORONTO",1,1,1,0
"7156","2005","2270","L9P","December 31, 2005","TORONTO",174,80,2.175,0.0375
"7157","2005","2270","L9R","December 31, 2005","TORONTO",36,35,1.02857142857143,0
"7158","2005","2270","L9T","December 31, 2005","TORONTO",136,54,2.51851851851852,0
"7159","2005","2270","L9W","December 31, 2005","TORONTO",52,44,1.18181818181818,0
"7160","2005","2270","M1B","December 31, 2005","TORONTO",17,4,4.25,0
"7161","2005","2270","M1C","December 31, 2005","TORONTO",99,55,1.8,0
"7162","2005","2270","M1E","December 31, 2005","TORONTO",15,15,1,0
"7163","2005","2270","M1G","December 31, 2005","TORONTO",1,1,1,0
"7164","2005","2270","M1H","December 31, 2005","TORONTO",12,1,12,0
"7165","2005","2270","M1J","December 31, 2005","TORONTO",111,16,6.9375,0
"7166","2005","2270","M1K","December 31, 2005","TORONTO",1,1,1,0
"7167","2005","2270","M1L","December 31, 2005","TORONTO",135,2,67.5,0
"7168","2005","2270","M1M","December 31, 2005","TORONTO",227,3,75.6666666666667,0
"7169","2005","2270","M1N","December 31, 2005","TORONTO",11,11,1,0
"7170","2005","2270","M1P","December 31, 2005","TORONTO",308,2,154,0
"7171","2005","2270","M1R","December 31, 2005","TORONTO",2,2,1,0
"7172","2005","2270","M1S","December 31, 2005","TORONTO",2,2,1,0
"7173","2005","2270","M1T","December 31, 2005","TORONTO",1,1,1,0
"7174","2005","2270","M2J","December 31, 2005","TORONTO",233,2,116.5,0
"7175","2005","2270","M2K","December 31, 2005","TORONTO",2,2,1,0
"7176","2005","2270","M2L","December 31, 2005","TORONTO",188,22,8.54545454545454,0.636363636363636
"7177","2005","2270","M2M","December 31, 2005","TORONTO",504,15,33.6,2.06666666666667
"7178","2005","2270","M2N","December 31, 2005","TORONTO",1019,43,23.6976744186047,1.53488372093023
"7179","2005","2270","M2P","December 31, 2005","TORONTO",141,69,2.04347826086957,0
"7180","2005","2270","M2R","December 31, 2005","TORONTO",74,20,3.7,0
"7181","2005","2270","M3A","December 31, 2005","TORONTO",1,1,1,0
"7182","2005","2270","M3B","December 31, 2005","TORONTO",24,24,1,0
"7183","2005","2270","M3C","December 31, 2005","TORONTO",152,20,7.6,0.8
"7184","2005","2270","M3H","December 31, 2005","TORONTO",128,24,5.33333333333333,0.333333333333333
"7185","2005","2270","M3J","December 31, 2005","TORONTO",73,14,5.21428571428571,0
"7186","2005","2270","M3K","December 31, 2005","TORONTO",2,2,1,0
"7187","2005","2270","M3M","December 31, 2005","TORONTO",2,2,1,0
"7188","2005","2270","M4A","December 31, 2005","TORONTO",36,5,7.2,0
"7189","2005","2270","M4B","December 31, 2005","TORONTO",3,3,1,0
"7190","2005","2270","M4C","December 31, 2005","TORONTO",9,9,1,0
"7191","2005","2270","M4E","December 31, 2005","TORONTO",85,12,7.08333333333333,0
"7192","2005","2270","M4G","December 31, 2005","TORONTO",225,29,7.75862068965517,0.275862068965517
"7193","2005","2270","M4J","December 31, 2005","TORONTO",3,3,1,0
"7194","2005","2270","M4K","December 31, 2005","TORONTO",24,11,2.18181818181818,0
"7195","2005","2270","M4L","December 31, 2005","TORONTO",83,5,16.6,0
"7196","2005","2270","M4M","December 31, 2005","TORONTO",49,2,24.5,2.5
"7197","2005","2270","M4N","December 31, 2005","TORONTO",34,34,1,0
"7198","2005","2270","M4P","December 31, 2005","TORONTO",343,6,57.1666666666667,5.83333333333333
"7199","2005","2270","M4R","December 31, 2005","TORONTO",8,7,1.14285714285714,0
"7200","2005","2270","M4S","December 31, 2005","TORONTO",899,15,59.9333333333333,6
"7201","2005","2270","M4V","December 31, 2005","TORONTO",175,13,13.4615384615385,0.230769230769231
"7202","2005","2270","M4W","December 31, 2005","TORONTO",22,9,2.44444444444444,0.444444444444444
"7203","2005","2270","M4X","December 31, 2005","TORONTO",2,1,2,0
"7204","2005","2270","M4Y","December 31, 2005","TORONTO",23,1,23,0
"7205","2005","2270","M5C","December 31, 2005","TORONTO",322,1,322,0
"7206","2005","2270","M5G","December 31, 2005","TORONTO",1734,3,578,32
"7207","2005","2270","M5J","December 31, 2005","TORONTO",18,5,3.6,0
"7208","2005","2270","M5M","December 31, 2005","TORONTO",112,109,1.02752293577982,0
"7209","2005","2270","M5N","December 31, 2005","TORONTO",23,23,1,0
"7210","2005","2270","M5P","December 31, 2005","TORONTO",18,18,1,0
"7211","2005","2270","M5R","December 31, 2005","TORONTO",92,5,18.4,3.6
"7212","2005","2270","M5S","December 31, 2005","TORONTO",292,3,97.3333333333333,9.66666666666667
"7213","2005","2270","M5T","December 31, 2005","TORONTO",131,5,26.2,0.6
"7214","2005","2270","M5V","December 31, 2005","TORONTO",2106,10,210.6,12.5
"7215","2005","2270","M6A","December 31, 2005","TORONTO",2,2,1,0
"7216","2005","2270","M6B","December 31, 2005","TORONTO",36,23,1.56521739130435,0
"7217","2005","2270","M6C","December 31, 2005","TORONTO",3,3,1,0
"7218","2005","2270","M6E","December 31, 2005","TORONTO",11,7,1.57142857142857,0
"7219","2005","2270","M6G","December 31, 2005","TORONTO",62,1,62,7
"7220","2005","2270","M6H","December 31, 2005","TORONTO",133,10,13.3,1.2
"7221","2005","2270","M6J","December 31, 2005","TORONTO",122,3,40.6666666666667,0
"7222","2005","2270","M6K","December 31, 2005","TORONTO",370,13,28.4615384615385,0
"7223","2005","2270","M6L","December 31, 2005","TORONTO",10,10,1,0
"7224","2005","2270","M6M","December 31, 2005","TORONTO",192,8,24,0
"7225","2005","2270","M6N","December 31, 2005","TORONTO",144,23,6.26086956521739,0.434782608695652
"7226","2005","2270","M6P","December 31, 2005","TORONTO",3,2,1.5,0
"7227","2005","2270","M6R","December 31, 2005","TORONTO",342,2,171,7.5
"7228","2005","2270","M6S","December 31, 2005","TORONTO",1,1,1,0
"7229","2005","2270","M8V","December 31, 2005","TORONTO",195,4,48.75,0
"7230","2005","2270","M8W","December 31, 2005","TORONTO",16,12,1.33333333333333,0
"7231","2005","2270","M8X","December 31, 2005","TORONTO",124,7,17.7142857142857,0.857142857142857
"7232","2005","2270","M8Y","December 31, 2005","TORONTO",153,11,13.9090909090909,0.727272727272727
"7233","2005","2270","M8Z","December 31, 2005","TORONTO",538,16,33.625,1.25
"7234","2005","2270","M9A","December 31, 2005","TORONTO",533,47,11.3404255319149,1
"7235","2005","2270","M9B","December 31, 2005","TORONTO",24,23,1.04347826086957,0
"7236","2005","2270","M9C","December 31, 2005","TORONTO",14,1,14,0
"7237","2005","2270","M9M","December 31, 2005","TORONTO",74,9,8.22222222222222,0
"7238","2005","2270","M9N","December 31, 2005","TORONTO",206,4,51.5,0
"7239","2005","2270","M9P","December 31, 2005","TORONTO",12,12,1,0
"7240","2005","2270","M9V","December 31, 2005","TORONTO",2,2,1,0
"7241","2005","2270","M9W","December 31, 2005","TORONTO",896,2,448,29
"7242","2005","2270","nan","December 31, 2005","TORONTO",22529,9268,2.43083728959862,0.061178247734139
"7243","2006","2270",NA,"December 31, 2006","TORONTO",19,13,1.46153846153846,0
"7244","2006","2270","L0E","December 31, 2006","TORONTO",14,14,1,0
"7245","2006","2270","L0G","December 31, 2006","TORONTO",77,69,1.11594202898551,0
"7246","2006","2270","L0H","December 31, 2006","TORONTO",4,4,1,0
"7247","2006","2270","L0P","December 31, 2006","TORONTO",11,11,1,0
"7248","2006","2270","L1S","December 31, 2006","TORONTO",133,20,6.65,0
"7249","2006","2270","L1T","December 31, 2006","TORONTO",60,11,5.45454545454545,0.363636363636364
"7250","2006","2270","L1V","December 31, 2006","TORONTO",51,47,1.08510638297872,0
"7251","2006","2270","L1W","December 31, 2006","TORONTO",10,10,1,0
"7252","2006","2270","L1Z","December 31, 2006","TORONTO",156,42,3.71428571428571,0
"7253","2006","2270","L3P","December 31, 2006","TORONTO",12,11,1.09090909090909,0
"7254","2006","2270","L3R","December 31, 2006","TORONTO",11,11,1,0
"7255","2006","2270","L3T","December 31, 2006","TORONTO",516,29,17.7931034482759,0.827586206896552
"7256","2006","2270","L3Y","December 31, 2006","TORONTO",11,11,1,0
"7257","2006","2270","L3Z","December 31, 2006","TORONTO",101,57,1.7719298245614,0
"7258","2006","2270","L4A","December 31, 2006","TORONTO",67,67,1,0
"7259","2006","2270","L4B","December 31, 2006","TORONTO",3,3,1,0
"7260","2006","2270","L4C","December 31, 2006","TORONTO",62,54,1.14814814814815,0.0555555555555556
"7261","2006","2270","L4E","December 31, 2006","TORONTO",42,8,5.25,0.25
"7262","2006","2270","L4G","December 31, 2006","TORONTO",12,12,1,0
"7263","2006","2270","L4J","December 31, 2006","TORONTO",476,54,8.81481481481481,0
"7264","2006","2270","L4K","December 31, 2006","TORONTO",183,1,183,8
"7265","2006","2270","L4L","December 31, 2006","TORONTO",207,93,2.2258064516129,0.043010752688172
"7266","2006","2270","L4P","December 31, 2006","TORONTO",54,54,1,0
"7267","2006","2270","L4S","December 31, 2006","TORONTO",2,2,1,0
"7268","2006","2270","L4T","December 31, 2006","TORONTO",6,6,1,0
"7269","2006","2270","L4W","December 31, 2006","TORONTO",13,13,1,0
"7270","2006","2270","L4Z","December 31, 2006","TORONTO",246,6,41,0
"7271","2006","2270","L5A","December 31, 2006","TORONTO",974,5,194.8,11.6
"7272","2006","2270","L5B","December 31, 2006","TORONTO",715,17,42.0588235294118,0
"7273","2006","2270","L5C","December 31, 2006","TORONTO",6,6,1,0
"7274","2006","2270","L5E","December 31, 2006","TORONTO",10,10,1,0
"7275","2006","2270","L5G","December 31, 2006","TORONTO",74,39,1.8974358974359,0
"7276","2006","2270","L5H","December 31, 2006","TORONTO",25,25,1,0
"7277","2006","2270","L5J","December 31, 2006","TORONTO",16,16,1,0
"7278","2006","2270","L5K","December 31, 2006","TORONTO",3,3,1,0
"7279","2006","2270","L5L","December 31, 2006","TORONTO",21,7,3,0
"7280","2006","2270","L5M","December 31, 2006","TORONTO",54,13,4.15384615384615,0
"7281","2006","2270","L5R","December 31, 2006","TORONTO",183,127,1.44094488188976,0
"7282","2006","2270","L6A","December 31, 2006","TORONTO",24,1,24,0
"7283","2006","2270","L6C","December 31, 2006","TORONTO",3,3,1,0
"7284","2006","2270","L6H","December 31, 2006","TORONTO",111,80,1.3875,0
"7285","2006","2270","L6J","December 31, 2006","TORONTO",57,57,1,0
"7286","2006","2270","L6K","December 31, 2006","TORONTO",81,11,7.36363636363636,1.09090909090909
"7287","2006","2270","L6L","December 31, 2006","TORONTO",189,109,1.73394495412844,0
"7288","2006","2270","L6M","December 31, 2006","TORONTO",9,2,4.5,0
"7289","2006","2270","L6P","December 31, 2006","TORONTO",2,2,1,0
"7290","2006","2270","L6R","December 31, 2006","TORONTO",83,48,1.72916666666667,0
"7291","2006","2270","L6S","December 31, 2006","TORONTO",4,4,1,0
"7292","2006","2270","L6T","December 31, 2006","TORONTO",360,1,360,0
"7293","2006","2270","L6X","December 31, 2006","TORONTO",265,3,88.3333333333333,0
"7294","2006","2270","L6Y","December 31, 2006","TORONTO",2,1,2,0
"7295","2006","2270","L7B","December 31, 2006","TORONTO",2,2,1,0
"7296","2006","2270","L7C","December 31, 2006","TORONTO",3,3,1,0
