"ref_yy","CSDuid","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2005","2473010","1060","MONTRÉAL","SAINTE-JULIE V",5,100,0,0,0,0,0.6
"2007","4811064","0340","EDMONTON","GIBBONS T",1,100,0,0,0,0,0
"2013","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2013","2470022","1060","MONTRÉAL","BEAUHARNOIS V",2,100,0,0,0,0,2
"2017","2457010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,3
"2017","3521010","2270","TORONTO","BRAMPTON CY",27,100,0,0,0,0,2.51851851851852
"2019","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",3,33.333333333333,66.666666666667,0,0,0,4
"2019","2458227","1060","MONTRÉAL","LONGUEUIL V",25,80,20,0,0,0,2.6
"1988","2465700","1060",NA,NA,2,100,0,0,0,0,0
"1989","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",5,100,0,0,0,0,0
"1990","2462310","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","3518005","2270","TORONTO","TORONTO C",3,33.333333333333,33.333333333333,33.333333333333,0,0,3.66666666666667
"1990","5915034","2410","VANCOUVER","COQUITLAM CY",12,58.333333333333,16.666666666667,25,0,0,5.41666666666667
"1991","2464500","1060",NA,NA,29,100,0,0,0,0,0.275862068965517
"1992","2466500","1060",NA,NA,8,100,0,0,0,0,2.625
"1992","3520004","2270",NA,NA,9,77.777777777778,0,22.222222222222,0,0,1.77777777777778
"1994","2464015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"1997","3520001","2270","TORONTO","PICKERING CY",2,100,0,0,0,0,0
"1998","2464015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,0
"2000","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,0
"2005","3521005","2270","TORONTO","TORONTO C",3,100,0,0,0,0,0
"2006","2466087","1060","MONTRÉAL","DORVAL V",1,100,0,0,0,0,0
"2007","3524009","2270","TORONTO","MILTON T",2,100,0,0,0,0,0
"2009","3519036","2270","TORONTO","MARKHAM CY",3,100,0,0,0,0,0
"2010","2473020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2458007","1060","MONTRÉAL","BROSSARD V",19,89.473684210526,10.526315789474,0,0,0,2.36842105263158
"2013","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1988","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,100,0,0,0,0,0
"1989","2456500","1060",NA,NA,2,100,0,0,0,0,1.5
"1991","3520019","2270",NA,NA,1,0,100,0,0,0,6
"1994","5915063","2410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","2458025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1999","3506014","1265",NA,NA,5,100,0,0,0,0,0
"2000","2464015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,0
"2001","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,0
"2004","5915022","2410","VANCOUVER","VANCOUVER CY",31,22.58064516129,41.935483870968,19.354838709677,12.903225806452,3.225806451613,9.16129032258065
"2011","2465005","1060","MONTRÉAL","LAVAL V",49,91.836734693878,6.122448979592,2.040816326531,0,0,0.612244897959184
"2011","2472015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2011","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,4
"2012","2466058","1060","MONTRÉAL","CÔTE-SAINT-LUC V",2,100,0,0,0,0,0
"2012","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",6,100,0,0,0,0,2
"2013","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2014","2460028","1060","MONTRÉAL","L'ASSOMPTION V",2,100,0,0,0,0,1.5
"2020","2459010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,2
"1989","2465500","1060",NA,NA,2,100,0,0,0,0,0
"1992","5915018","2410",NA,NA,1,100,0,0,0,0,3
"1997","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,100,0,0,0,0,0
"2003","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,2.25
"2004","5915015","2410","VANCOUVER","RICHMOND CY",7,0,85.714285714286,14.285714285714,0,0,5.85714285714286
"2006","5915002","2410","VANCOUVER","LANGLEY CY",3,0,33.333333333333,66.666666666667,0,0,8.66666666666667
"2015","4811049","0340","EDMONTON","SPRUCE GROVE CY",4,100,0,0,0,0,2
"2018","2463048","1060","MONTRÉAL","SAINT-LIN-LAURENTIDES V",3,100,0,0,0,0,3
"2021","2466032","1060","MONTRÉAL","WESTMOUNT V",1,0,100,0,0,0,5
"2022","2452007","1060","MONTRÉAL","BROSSARD V",3,100,0,0,0,0,2
"2022","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",3,100,0,0,0,0,2
"1990","2472230","1060",NA,NA,6,100,0,0,0,0,0
"1995","2472010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1999","2459005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2010","2459025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2010","2472010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"2012","3524009","2270","TORONTO","MILTON T",NA,NA,NA,NA,NA,NA,NA
"2013","2460013","1060","MONTRÉAL","REPENTIGNY V",5,100,0,0,0,0,1.2
"2014","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2015","2459010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,3
"2018","2472005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,2.5
"2020","2474005","1060","MONTRÉAL","LAVAL V",7,100,0,0,0,0,2.42857142857143
"1990","2466380","1060",NA,NA,1,100,0,0,0,0,0
"1991","2473200","1060",NA,NA,2,100,0,0,0,0,0
"1999","2464005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,0
"2000","4811061","0340","EDMONTON","EDMONTON CY",12,100,0,0,0,0,0
"2001","2475010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2002","2460028","1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2002","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2003","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2005","2472005","1060","MONTRÉAL","LAVAL V",12,100,0,0,0,0,0
"2006","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,100,0,0,11.5
"2008","4806016","0140","CALGARY","CALGARY CY",38,73.684210526316,7.894736842105,2.631578947368,10.526315789474,5.263157894737,5.55263157894737
"2009","3506008","1265","OTTAWA","OTTAWA CV",15,100,0,0,0,0,0
"2011","3518001","2270","TORONTO","PICKERING CY",1,0,0,100,0,0,16
"2012","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2020","5915075","2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2021","5915038","2410","VANCOUVER","ANMORE VL",NA,NA,NA,NA,NA,NA,NA
"2022","3519028","2270","TORONTO","VAUGHAN CY",1,0,100,0,0,0,6
"1991","2452700","1060",NA,NA,2,100,0,0,0,0,1.5
"1992","2465180","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","3519046","2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"1993","5915015","2410","VANCOUVER","RICHMOND CY",3,100,0,0,0,0,0
"2005","2472043","1060","MONTRÉAL","SAINT-PLACIDE MÉ",1,100,0,0,0,0,0
"2008","2473020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2473005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,0
"2012","5915034","2410","VANCOUVER","COQUITLAM CY",7,14.285714285714,71.428571428571,0,14.285714285714,0,6.28571428571429
"2018","2460040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,2
"2019","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,4
"2020","2460013","1060","MONTRÉAL","REPENTIGNY V",9,88.888888888889,11.111111111111,0,0,0,3.11111111111111
"2021","5915001","2410","VANCOUVER","LANGLEY DM",6,0,100,0,0,0,5.66666666666667
"2022","2460020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"1990","2457150","1060",NA,NA,1,100,0,0,0,0,3
"1990","2465260","1060",NA,NA,92,100,0,0,0,0,0
"1990","2465720","1060",NA,NA,2,100,0,0,0,0,0
"1991","2462200","1060",NA,NA,11,100,0,0,0,0,0
"1993","2462200","1060",NA,NA,4,100,0,0,0,0,0
"1994","2458020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,2.25
"1994","3524001","2270","TORONTO","PICKERING CY",1,0,100,0,0,0,4
"1996","5915025","2410","VANCOUVER","BURNABY CY",4,75,25,0,0,0,2.5
"2001","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,0
"2006","2474005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2007","2466087","1060","MONTRÉAL","DORVAL V",1,100,0,0,0,0,0
"2008","2460005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2009","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",7,100,0,0,0,0,0
"2010","5915025","2410","VANCOUVER","BURNABY CY",4,25,50,0,25,0,8.5
"2011","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",7,100,0,0,0,0,2.14285714285714
"2011","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2013","3506008","1265","OTTAWA","OTTAWA CV",26,76.923076923077,3.846153846154,15.384615384615,3.846153846154,0,3.92307692307692
"2014","2464015","1060","MONTRÉAL","BLAINVILLE V",12,100,0,0,0,0,0.666666666666667
"2015","2472010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,2.5
"2015","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,100,0,0,0,0,3
"2017","4811062","0340","EDMONTON","ST. ALBERT CY",1,0,0,100,0,0,7
"2018","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,100,0,23
"2019","2464008","1060","MONTRÉAL","TERREBONNE V",12,75,25,0,0,0,3.08333333333333
"2019","2472032","1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2021","3506008","1265","OTTAWA","OTTAWA CV",40,62.5,17.5,17.5,2.5,0,5.625
"1988","5911025","2410","VANCOUVER","BURNABY CY",1,100,0,0,0,0,0
"1989","5915034","2410","VANCOUVER","COQUITLAM CY",3,66.666666666667,0,33.333333333333,0,0,7.66666666666667
"1998","2466010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2003","3521005","2270","TORONTO","TORONTO C",4,75,0,0,0,25,7.75
"2008","2472010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,0
"2008","2473015","1060","MONTRÉAL","BLAINVILLE V",11,100,0,0,0,0,0
"2009","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2009","5915034","2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2011","3519028","2270","TORONTO","VAUGHAN CY",4,0,50,50,0,0,10.75
"2013","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",16,100,0,0,0,0,1.125
"2017","3524001","2270","TORONTO","PICKERING CY",4,0,75,25,0,0,7.5
"2020","2471105","1060","MONTRÉAL","SAINT-LAZARE V",3,100,0,0,0,0,2
"2022","3521010","2270","TORONTO","BRAMPTON CY",8,62.5,37.5,0,0,0,3.375
"1993","2473180","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2008","2458227","1060","MONTRÉAL","LONGUEUIL V",19,100,0,0,0,0,0
"2011","2457040","1060","MONTRÉAL","BELOEIL V",5,100,0,0,0,0,1.4
"2012","2459015","1060","MONTRÉAL","BLAINVILLE V",6,100,0,0,0,0,2.33333333333333
"2016","2472005","1060","MONTRÉAL","LAVAL V",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2016","5915075","2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2020","2459015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2020","2473005","1060","MONTRÉAL","LAVAL V",1,0,100,0,0,0,6
"1990","2465400","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2465480","1060",NA,NA,1,100,0,0,0,0,0
"1997","5915018","2410",NA,NA,1,0,100,0,0,0,4
"2001","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2001","3506008","1265","OTTAWA","OTTAWA CV",11,90.909090909091,9.090909090909,0,0,0,0.545454545454545
"2003","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2003","2473025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2010","5915011","2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,4
"2021","4806014","0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","5915007","2410","VANCOUVER","WHITE ROCK CY",3,100,0,0,0,0,0
"1993","3521005","2270","TORONTO","TORONTO C",5,60,40,0,0,0,2.8
"1993","5915018","2410",NA,NA,2,100,0,0,0,0,0
"1993","5915039","2410","VANCOUVER","PORT COQUITLAM CY",11,90.909090909091,9.090909090909,0,0,0,2.18181818181818
"1994","2466150","1060",NA,NA,8,100,0,0,0,0,3
"1998","5915025","2410","VANCOUVER","BURNABY CY",10,40,20,20,10,10,10.3
"1999","2459010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"1999","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2001","2459005","1060","MONTRÉAL","LAVAL V",6,100,0,0,0,0,0
"2004","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",5,100,0,0,0,0,0
"2007","5915015","2410","VANCOUVER","RICHMOND CY",10,20,20,60,0,0,9.9
"2010","2472005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,1
"2015","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,2
"2019","5915001","2410","VANCOUVER","LANGLEY DM",9,0,100,0,0,0,5.66666666666667
"2019","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",NA,NA,NA,NA,NA,NA,NA
"2020","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,2.66666666666667
"1988","2473500","1060",NA,NA,1,100,0,0,0,0,0
"1993","2465260","1060",NA,NA,38,100,0,0,0,0,0.210526315789474
"1994","2473015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"1997","2459005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1998","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,0,100,0,0,0,4
"2003","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2005","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,100,0,0,0,0,0
"2006","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",3,100,0,0,0,0,0
"2006","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",10,100,0,0,0,0,0.4
"2010","5915002","2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"2021","2467040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,2
"2022","2460037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",NA,NA,NA,NA,NA,NA,NA
"1989","2452440","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2456280","1060",NA,NA,1,100,0,0,0,0,0
"1991","2463190","1060",NA,NA,3,100,0,0,0,0,0
"1992","2472400","1060",NA,NA,1,100,0,0,0,0,0
"1997","5915001","2410","VANCOUVER","LANGLEY DM",6,50,50,0,0,0,2
"1997","5915034","2410","VANCOUVER","COQUITLAM CY",7,28.571428571429,57.142857142857,14.285714285714,0,0,5.57142857142857
"2000","5915034","2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2001","2473010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,0
"2005","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2005","5915015","2410","VANCOUVER","RICHMOND CY",12,33.333333333333,50,16.666666666667,0,0,5.58333333333333
"2009","5915004","2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2011","2466032","1060","MONTRÉAL","WESTMOUNT V",1,100,0,0,0,0,0
"2011","5915015","2410","VANCOUVER","RICHMOND CY",10,30,30,40,0,0,6.9
"2013","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",4,100,0,0,0,0,2
"2015","4806021","0140","CALGARY","AIRDRIE CY",4,25,75,0,0,0,3.5
"2018","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,3
"2019","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,2
"1992","2456280","1060",NA,NA,1,100,0,0,0,0,0
"1993","2466380","1060",NA,NA,1,100,0,0,0,0,3
"1993","2466420","1060",NA,NA,5,100,0,0,0,0,2.4
"1994","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2000","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",7,100,0,0,0,0,0
"2006","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,9
"2010","2473015","1060","MONTRÉAL","BLAINVILLE V",7,100,0,0,0,0,0.857142857142857
"2010","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2011","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,100,0,0,0,0,0
"2015","2460028","1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2016","5915015","2410","VANCOUVER","RICHMOND CY",8,0,37.5,62.5,0,0,10.5
"2017","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,15
"2019","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",7,100,0,0,0,0,3
"2021","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,4
"2022","2464008","1060","MONTRÉAL","TERREBONNE V",11,27.272727272727,63.636363636364,9.090909090909,0,0,5.54545454545455
"2022","2472015","1060","MONTRÉAL","BLAINVILLE V",13,100,0,0,0,0,2.38461538461538
"1989","2466380","1060",NA,NA,3,100,0,0,0,0,1
"1990","2463150","1060",NA,NA,8,100,0,0,0,0,0
"1990","2466500","1060",NA,NA,5,100,0,0,0,0,1.8
"1992","2456450","1060",NA,NA,2,100,0,0,0,0,3
"1992","2473240","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2457015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,0
"1994","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",3,100,0,0,0,0,0
"2001","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2001","2474005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2004","4811061","0340","EDMONTON","EDMONTON CY",26,88.461538461538,3.846153846154,7.692307692308,0,0,1.38461538461538
"2004","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,0,100,0,23
"2005","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2006","2457040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,1.5
"2008","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2018","5915004","2410","VANCOUVER","SURREY CY",3,0,100,0,0,0,4.66666666666667
"2021","2467055","1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"2022","2459010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,2
"2022","4806019","0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"1988","2462200","1060",NA,NA,2,100,0,0,0,0,0
"1988","2466380","1060",NA,NA,1,100,0,0,0,0,0
"1992","2463150","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2473120","1060",NA,NA,9,100,0,0,0,0,0.444444444444444
"1992","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,100,0,0,0,0,0
"1992","5915011","2410","VANCOUVER","DELTA DM",2,100,0,0,0,0,1.5
"1993","2463150","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","2458020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"1995","4806016","0140","CALGARY","CALGARY CY",4,100,0,0,0,0,0
"1997","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,100,0,0,0,0,0
"1999","3521005","2270","TORONTO","TORONTO C",1,0,0,0,0,100,34
"2003","4811048","0340","EDMONTON","STONY PLAIN T",2,100,0,0,0,0,0
"2004","3524001","2270","TORONTO","PICKERING CY",2,100,0,0,0,0,0
"2005","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2013","2466087","1060","MONTRÉAL","DORVAL V",1,0,100,0,0,0,4
"2015","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,4
"2019","4811019","0340","EDMONTON","CALMAR T",NA,NA,NA,NA,NA,NA,NA
"2019","5915007","2410","VANCOUVER","WHITE ROCK CY",3,0,33.333333333333,66.666666666667,0,0,11.3333333333333
"2020","2458007","1060","MONTRÉAL","BROSSARD V",3,33.333333333333,0,66.666666666667,0,0,8.66666666666667
"2020","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",6,16.666666666667,83.333333333333,0,0,0,4
"2021","2472020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2022","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1990","5913018","2410",NA,NA,12,100,0,0,0,0,0.666666666666667
"1991","2462240","1060",NA,NA,7,100,0,0,0,0,0
"1991","2466700","1060",NA,NA,2,100,0,0,0,0,1.5
"1993","5913018","2410",NA,NA,1,100,0,0,0,0,3
"1995","2474005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2471075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2001","2475015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2003","2459010","1060","MONTRÉAL","SAINTE-JULIE V",12,100,0,0,0,0,1.66666666666667
"2003","2472005","1060","MONTRÉAL","LAVAL V",5,100,0,0,0,0,0
"2005","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,100,0,0,0,0,0
"2008","2471070","1060","MONTRÉAL","PINCOURT V",7,100,0,0,0,0,0
"2011","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",5,80,20,0,0,0,2
"2012","3521005","2270","TORONTO","TORONTO C",5,100,0,0,0,0,0.4
"2013","2459010","1060","MONTRÉAL","SAINTE-JULIE V",4,100,0,0,0,0,0.75
"2014","5915015","2410","VANCOUVER","RICHMOND CY",7,0,28.571428571429,71.428571428571,0,0,11.2857142857143
"2016","5915039","2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"1989","2457280","1060",NA,NA,6,100,0,0,0,0,0
"1993","2463220","1060",NA,NA,8,100,0,0,0,0,0.25
"1996","2466025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",32,100,0,0,0,0,0.21875
"1998","2464010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"1998","2466025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",44,97.727272727273,2.272727272727,0,0,0,0.159090909090909
"1998","5915070","2410","VANCOUVER","PITT MEADOWS CY",1,0,100,0,0,0,4
"2000","2464010","1060","MONTRÉAL","SAINTE-JULIE V",5,100,0,0,0,0,0
"2001","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,50,0,0,7
"2004","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",9,100,0,0,0,0,0
"2012","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",3,100,0,0,0,0,1
"2014","2457040","1060","MONTRÉAL","BELOEIL V",4,100,0,0,0,0,2
"2016","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"2017","2472005","1060","MONTRÉAL","LAVAL V",3,100,0,0,0,0,3
"2017","5915039","2410","VANCOUVER","PORT COQUITLAM CY",2,0,50,0,50,0,16
"1988","2473300","1060",NA,NA,1,100,0,0,0,0,0
"1991","2472230","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",4,75,0,25,0,0,3.5
"1993","2465320","1060",NA,NA,3,100,0,0,0,0,0
"2001","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",8,100,0,0,0,0,0
"2005","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2010","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",6,100,0,0,0,0,0
"2016","2464008","1060","MONTRÉAL","TERREBONNE V",12,83.333333333333,16.666666666667,0,0,0,2.91666666666667
"2019","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2020","5915043","2410","VANCOUVER","PORT MOODY CY",3,0,100,0,0,0,5.33333333333333
"2022","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,5
"1989","2473650","1060",NA,NA,3,100,0,0,0,0,0
"1995","3506014","1265",NA,NA,6,83.333333333333,16.666666666667,0,0,0,0.666666666666667
"1995","3520001","2270","TORONTO","PICKERING CY",3,100,0,0,0,0,0
"1996","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,9
