"ref_yy","CSDuid","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"1989","2466700","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"1999","3506012","1265",NA,NA,1,100,0,0,0,0,0
"2000","2466080","1060",NA,NA,8,100,0,0,0,0,0
"2005","4811062","0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2008","5915022","2410","VANCOUVER","VANCOUVER CY",25,28,20,32,8,12,11.24
"2012","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",7,100,0,0,0,0,0.857142857142857
"2015","2457005","1060","MONTRÉAL","LAVAL V",16,100,0,0,0,0,2.0625
"2021","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,100,0,0,0,6
"1991","2466600","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","3506014","1265",NA,NA,27,100,0,0,0,0,0
"1995","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,3
"1999","2458005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"1999","5915015","2410","VANCOUVER","RICHMOND CY",1,100,0,0,0,0,0
"2002","4806016","0140","CALGARY","CALGARY CY",26,100,0,0,0,0,0.115384615384615
"2006","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,0
"2010","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",5,100,0,0,0,0,2.4
"2015","2458007","1060","MONTRÉAL","BROSSARD V",9,66.666666666667,22.222222222222,11.111111111111,0,0,4.22222222222222
"2015","2474005","1060","MONTRÉAL","LAVAL V",9,88.888888888889,11.111111111111,0,0,0,2.55555555555556
"2015","3543007","2270","TORONTO","NEW TECUMSETH T",1,0,100,0,0,0,4
"2022","2459015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,3
"1991","2456310","1060",NA,NA,1,100,0,0,0,0,0
"1995","2464010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1996","3520004","2270",NA,NA,8,100,0,0,0,0,0
"2000","2457015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,0
"2000","5915002","2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"2003","5915015","2410","VANCOUVER","RICHMOND CY",7,0,100,0,0,0,4
"2007","2458227","1060","MONTRÉAL","LONGUEUIL V",19,100,0,0,0,0,0.526315789473684
"2011","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",1,100,0,0,0,0,0
"2011","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2013","2467010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,3
"2014","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2018","2458227","1060","MONTRÉAL","LONGUEUIL V",37,75.675675675676,16.216216216216,8.108108108108,0,0,3.18918918918919
"1989","2466500","1060",NA,NA,1,100,0,0,0,0,3
"1989","3506012","1265",NA,NA,1,100,0,0,0,0,0
"1992","4806014","0140","CALGARY","ROCKY VIEW COUNTY MD",1,100,0,0,0,0,0
"1993","3519028","2270","TORONTO","VAUGHAN CY",2,100,0,0,0,0,0
"1995","5915002","2410","VANCOUVER","LANGLEY CY",2,50,50,0,0,0,2
"1997","2457040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,0
"1999","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,1.5
"2002","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",8,100,0,0,0,0,0.25
"2011","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2012","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2020","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,100,0,0,0,4
"1988","5915025","2410","VANCOUVER","BURNABY CY",2,100,0,0,0,0,0
"1989","2463200","1060",NA,NA,3,100,0,0,0,0,0
"1992","2472150","1060",NA,NA,1,100,0,0,0,0,0
"1994","2459010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,0
"2000","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",8,100,0,0,0,0,0
"2008","2472005","1060","MONTRÉAL","LAVAL V",7,100,0,0,0,0,0
"2013","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",6,83.333333333333,16.666666666667,0,0,0,2.5
"2017","5915043","2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"2022","3519046","2270","TORONTO","AURORA T",1,0,0,100,0,0,7
"2022","4806014","0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","2463250","1060",NA,NA,3,100,0,0,0,0,0
"1991","2470460","1060",NA,NA,1,100,0,0,0,0,2
"1994","3520004","2270",NA,NA,10,80,20,0,0,0,1.2
"1995","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"1995","5915001","2410","VANCOUVER","LANGLEY DM",3,100,0,0,0,0,2
"1997","2466040","1060","MONTRÉAL","BELOEIL V",6,100,0,0,0,0,0
"2001","2472015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,0
"2003","4811062","0340","EDMONTON","ST. ALBERT CY",2,100,0,0,0,0,0
"2004","2472005","1060","MONTRÉAL","LAVAL V",9,100,0,0,0,0,0
"2005","3520005","2270","TORONTO","TORONTO C",55,61.818181818182,10.909090909091,16.363636363636,7.272727272727,3.636363636364,5.89090909090909
"2014","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,3
"2015","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2017","3520005","2270","TORONTO","TORONTO C",45,33.333333333333,26.666666666667,13.333333333333,6.666666666667,20,14.1111111111111
"2017","5915001","2410","VANCOUVER","LANGLEY DM",4,0,100,0,0,0,5
"2020","3521005","2270","TORONTO","TORONTO C",1,0,0,100,0,0,12
"1992","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,100,0,0,0,0,1
"1994","2464010","1060","MONTRÉAL","SAINTE-JULIE V",5,100,0,0,0,0,0.4
"1995","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",5,20,40,20,20,0,10.4
"2002","2471070","1060","MONTRÉAL","PINCOURT V",2,100,0,0,0,0,0
"2004","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,0
"2008","2452007","1060","MONTRÉAL","BROSSARD V",2,100,0,0,0,0,0
"2008","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,0
"2011","2467015","1060","MONTRÉAL","BLAINVILLE V",3,0,100,0,0,0,4
"2011","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,0
"2013","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2013","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,3
"2018","2457010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,2.5
"2022","2465005","1060","MONTRÉAL","LAVAL V",33,72.727272727273,9.090909090909,18.181818181818,0,0,4.75757575757576
"1988","2456650","1060",NA,NA,1,100,0,0,0,0,0
"1989","2465320","1060",NA,NA,3,100,0,0,0,0,0
"1989","3524015","2270","TORONTO","HALTON HILLS T",2,100,0,0,0,0,0
"1990","2463220","1060",NA,NA,4,100,0,0,0,0,0
"1991","2462510","1060",NA,NA,1,100,0,0,0,0,0
"1991","2463250","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","5915007","2410","VANCOUVER","WHITE ROCK CY",3,100,0,0,0,0,1
"1995","2473015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2000","2466025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",37,100,0,0,0,0,0.0810810810810811
"2005","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2007","2457005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2008","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,0
"2008","2471055","1060","MONTRÉAL","LÉRY V",1,100,0,0,0,0,0
"2008","2474005","1060","MONTRÉAL","LAVAL V",5,100,0,0,0,0,0.6
"2012","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",1,0,100,0,0,0,5
"2018","3524001","2270","TORONTO","PICKERING CY",4,50,25,25,0,0,4.5
"2021","2472032","1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2022","2457005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1988","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1991","2472400","1060",NA,NA,1,100,0,0,0,0,0
"1994","2466130","1060",NA,NA,1,100,0,0,0,0,0
"1995","3519036","2270","TORONTO","MARKHAM CY",2,100,0,0,0,0,1.5
"2001","2466020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2001","4811049","0340","EDMONTON","SPRUCE GROVE CY",2,100,0,0,0,0,0
"2007","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",7,100,0,0,0,0,0.857142857142857
"2012","2472020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","5915055","2410","VANCOUVER","WEST VANCOUVER DM",4,75,0,25,0,0,1.75
"2017","3518005","2270","TORONTO","TORONTO C",1,0,0,0,100,0,25
"2018","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",3,100,0,0,0,0,2.33333333333333
"2019","5915034","2410","VANCOUVER","COQUITLAM CY",6,0,16.666666666667,16.666666666667,50,16.666666666667,22.3333333333333
"2022","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,50,50,0,0,0,4.5
"2022","3506008","1265","OTTAWA","OTTAWA CV",23,43.478260869565,17.391304347826,26.086956521739,13.04347826087,0,8.04347826086956
"1991","3519048","2270","TORONTO","NEWMARKET T",2,0,50,50,0,0,7.5
"1992","5911025","2410","VANCOUVER","BURNABY CY",8,100,0,0,0,0,0
"1993","2462510","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","5915025","2410","VANCOUVER","BURNABY CY",8,100,0,0,0,0,0.375
"1994","2472005","1060","MONTRÉAL","LAVAL V",5,100,0,0,0,0,0
"1995","3521005","2270","TORONTO","TORONTO C",6,83.333333333333,0,16.666666666667,0,0,2.16666666666667
"2003","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,0
"2006","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",1,100,0,0,0,0,0
"2006","2466107","1060","MONTRÉAL","BEACONSFIELD V",1,100,0,0,0,0,0
"2010","2465005","1060","MONTRÉAL","LAVAL V",37,94.594594594595,2.702702702703,2.702702702703,0,0,0.891891891891892
"2011","2460013","1060","MONTRÉAL","REPENTIGNY V",13,92.307692307692,0,7.692307692308,0,0,0.538461538461538
"2011","5915004","2410","VANCOUVER","SURREY CY",8,0,100,0,0,0,4.25
"2012","5915025","2410","VANCOUVER","BURNABY CY",4,0,25,25,0,50,26
"2018","2472015","1060","MONTRÉAL","BLAINVILLE V",5,100,0,0,0,0,2.2
"2020","3524015","2270","TORONTO","HALTON HILLS T",1,0,100,0,0,0,6
"1989","2456580","1060",NA,NA,1,100,0,0,0,0,0
"1994","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",4,100,0,0,0,0,0
"1997","5915022","2410","VANCOUVER","VANCOUVER CY",40,32.5,40,15,12.5,0,6.875
"1998","2458005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1998","2472020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2007","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2007","3521005","2270","TORONTO","TORONTO C",2,50,0,50,0,0,3.5
"2009","2472020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2015","5915039","2410","VANCOUVER","PORT COQUITLAM CY",2,0,100,0,0,0,4.5
"2018","2473005","1060","MONTRÉAL","LAVAL V",3,33.333333333333,0,66.666666666667,0,0,5.33333333333333
"2021","2460037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",1,100,0,0,0,0,2
"2022","3543007","2270","TORONTO","NEW TECUMSETH T",1,0,100,0,0,0,6
"1988","2465340","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","4811061","0340","EDMONTON","EDMONTON CY",4,100,0,0,0,0,0
"1992","5915022","2410","VANCOUVER","VANCOUVER CY",28,82.142857142857,10.714285714286,3.571428571429,3.571428571429,0,1.78571428571429
"1995","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,50,0,0,7.5
"2001","2464010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,0
"2008","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,100,0,0,0,0,3
"2012","3520005","2270","TORONTO","TORONTO C",43,20.93023255814,11.627906976744,30.232558139535,18.604651162791,18.604651162791,17.4418604651163
"2013","2458227","1060","MONTRÉAL","LONGUEUIL V",31,87.096774193548,12.903225806452,0,0,0,2.74193548387097
"2013","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",7,0,85.714285714286,14.285714285714,0,0,5.85714285714286
"2016","3502048","1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,4
"2018","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",11,18.181818181818,36.363636363636,45.454545454545,0,0,7.63636363636364
"2020","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1990","3521010","2270","TORONTO","BRAMPTON CY",2,100,0,0,0,0,0
"1994","2458025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1994","2467015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"1994","5913018","2410",NA,NA,3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"1997","2464015","1060","MONTRÉAL","BLAINVILLE V",5,100,0,0,0,0,0.8
"1997","5915004","2410","VANCOUVER","SURREY CY",4,50,50,0,0,0,2.75
"1998","2458020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,0
"2005","2466023","1060","MONTRÉAL","MONTRÉAL V",145,98.620689655172,0,1.379310344828,0,0,0.303448275862069
"2012","5915015","2410","VANCOUVER","RICHMOND CY",8,37.5,37.5,25,0,0,5.875
"2014","2457005","1060","MONTRÉAL","LAVAL V",19,100,0,0,0,0,1.73684210526316
"2016","2473015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,3
"2017","5915002","2410","VANCOUVER","LANGLEY CY",1,100,0,0,0,0,0
"2019","2460005","1060","MONTRÉAL","LAVAL V",3,100,0,0,0,0,2.33333333333333
"2019","2474005","1060","MONTRÉAL","LAVAL V",25,88,8,4,0,0,3.48
"2022","3521005","2270","TORONTO","TORONTO C",21,4.761904761905,61.904761904762,19.047619047619,4.761904761905,9.52380952381,10.1904761904762
"1991","2465700","1060",NA,NA,10,100,0,0,0,0,0
"1991","2473650","1060",NA,NA,1,100,0,0,0,0,0
"1992","2465200","1060",NA,NA,2,100,0,0,0,0,1.5
"1994","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,100,0,0,0,0,0.857142857142857
"1994","2460015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,1.75
"1994","5915007","2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,0
"1997","3506014","1265",NA,NA,3,100,0,0,0,0,0
"1999","2466040","1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,0
"2004","4806016","0140","CALGARY","CALGARY CY",32,100,0,0,0,0,0
"2007","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2007","2473005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,2
"2009","5915002","2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"2016","2464015","1060","MONTRÉAL","BLAINVILLE V",9,100,0,0,0,0,2.33333333333333
"2016","3519048","2270","TORONTO","NEWMARKET T",2,50,0,50,0,0,8.5
"2019","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,66.666666666667,0,33.333333333333,0,0,4.33333333333333
"1989","2456750","1060",NA,NA,1,100,0,0,0,0,0
"1994","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",2,100,0,0,0,0,0
"1995","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,0
"1997","2465005","1060","MONTRÉAL","LAVAL V",19,100,0,0,0,0,0.210526315789474
"1999","2460015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,1.5
"2000","2458020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,0
"2012","4806019","0140","CALGARY","COCHRANE T",1,100,0,0,0,0,0
"2014","2467010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,3
"2018","2460005","1060","MONTRÉAL","LAVAL V",3,100,0,0,0,0,3
"2018","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",4,100,0,0,0,0,3
"2021","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,2
"2021","2473015","1060","MONTRÉAL","BLAINVILLE V",2,0,100,0,0,0,4.5
"2021","5915002","2410","VANCOUVER","LANGLEY CY",2,0,50,50,0,0,6
"2021","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",3,0,0,0,0,100,36
"1990","2465200","1060",NA,NA,6,100,0,0,0,0,0
"1990","5915022","2410","VANCOUVER","VANCOUVER CY",46,91.304347826087,2.173913043478,4.347826086957,2.173913043478,0,1.19565217391304
"1992","2466700","1060",NA,NA,2,100,0,0,0,0,1.5
"1998","5915034","2410","VANCOUVER","COQUITLAM CY",1,100,0,0,0,0,0
"2004","3520005","2270","TORONTO","TORONTO C",24,87.5,0,12.5,0,0,2
"2011","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,3
"2016","3524009","2270","TORONTO","MILTON T",1,0,100,0,0,0,6
"2019","2459010","1060","MONTRÉAL","SAINTE-JULIE V",2,0,0,100,0,0,8.5
"2019","2472015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,3
"2021","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"1989","2465720","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2457030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"1995","2460015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,1
"1995","5915004","2410","VANCOUVER","SURREY CY",13,38.461538461538,61.538461538462,0,0,0,3.46153846153846
"2004","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2007","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2007","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",12,100,0,0,0,0,0
"2017","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,100,0,0,7
"2022","2467040","1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,2
"2022","5915070","2410","VANCOUVER","PITT MEADOWS CY",NA,NA,NA,NA,NA,NA,NA
"1989","2465200","1060",NA,NA,4,100,0,0,0,0,0
"1990","5915025","2410","VANCOUVER","BURNABY CY",13,92.307692307692,0,7.692307692308,0,0,1.07692307692308
"1992","2452700","1060",NA,NA,2,100,0,0,0,0,0
"1996","3519036","2270","TORONTO","MARKHAM CY",1,0,100,0,0,0,6
"2007","2464008","1060","MONTRÉAL","TERREBONNE V",24,100,0,0,0,0,1.29166666666667
"2008","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",6,100,0,0,0,0,0
"2009","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",1,100,0,0,0,0,0
"2014","2457010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,2.66666666666667
"2017","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2018","2460013","1060","MONTRÉAL","REPENTIGNY V",4,75,0,25,0,0,4
"2019","2466023","1060","MONTRÉAL","MONTRÉAL V",58,36.206896551724,24.137931034483,31.034482758621,5.172413793103,3.448275862069,7.89655172413793
"2019","2466117","1060","MONTRÉAL","SAINTE-ANNE-DE-BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2020","5915055","2410","VANCOUVER","WEST VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"1992","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"2005","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,14
"2007","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,0
"2008","4811061","0340","EDMONTON","EDMONTON CY",20,70,30,0,0,0,1.3
"2009","3521010","2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"2010","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2014","5915001","2410","VANCOUVER","LANGLEY DM",3,100,0,0,0,0,0.666666666666667
"2016","2457045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,100,0,0,0,0,3
"2017","2460028","1060","MONTRÉAL","L'ASSOMPTION V",2,50,50,0,0,0,3.5
"2020","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",8,75,25,0,0,0,2.875
"2021","2460013","1060","MONTRÉAL","REPENTIGNY V",6,83.333333333333,16.666666666667,0,0,0,3.16666666666667
"2022","2473015","1060","MONTRÉAL","BLAINVILLE V",5,100,0,0,0,0,3
"1988","2465260","1060",NA,NA,9,100,0,0,0,0,0
"1990","2469600","1060",NA,NA,6,100,0,0,0,0,1.5
"1992","2456650","1060",NA,NA,2,100,0,0,0,0,2.5
"1993","5913011","2410","VANCOUVER","DELTA DM",2,100,0,0,0,0,1
"1994","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"1997","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,4
"2001","4811016","0340","EDMONTON","LEDUC CY",4,75,25,0,0,0,1.25
"2005","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,0
"2009","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2013","2472015","1060","MONTRÉAL","BLAINVILLE V",5,100,0,0,0,0,1.2
"2014","2459010","1060","MONTRÉAL","SAINTE-JULIE V",4,100,0,0,0,0,1.5
"2016","5915011","2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2018","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"1990","2462280","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2456500","1060",NA,NA,1,100,0,0,0,0,0
"1993","2462280","1060",NA,NA,1,100,0,0,0,0,3
"1994","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,0
"1999","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2000","2465005","1060","MONTRÉAL","LAVAL V",27,100,0,0,0,0,0
"2001","2466057","1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2001","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",6,100,0,0,0,0,0
"2010","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",9,100,0,0,0,0,2
"2013","4811062","0340","EDMONTON","ST. ALBERT CY",8,12.5,87.5,0,0,0,3.5
"2016","2455057","1060","MONTRÉAL","RICHELIEU V",3,100,0,0,0,0,3
"1990","2452780","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1995","2458005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",4,100,0,0,0,0,0.75
"1997","2464010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,0
"2003","4806016","0140","CALGARY","CALGARY CY",31,100,0,0,0,0,0
"2006","2471070","1060","MONTRÉAL","PINCOURT V",2,100,0,0,0,0,0
"2007","5915004","2410","VANCOUVER","SURREY CY",8,25,75,0,0,0,3.75
"2010","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",15,100,0,0,0,0,0.6
"2012","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,0
"2015","2467015","1060","MONTRÉAL","BLAINVILLE V",7,85.714285714286,14.285714285714,0,0,0,2.28571428571429
"2018","2457040","1060","MONTRÉAL","BELOEIL V",6,33.333333333333,66.666666666667,0,0,0,4.33333333333333
"2020","4811048","0340","EDMONTON","STONY PLAIN T",1,0,0,100,0,0,12
"2021","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",NA,NA,NA,NA,NA,NA,NA
"1995","5913011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1999","5915022","2410","VANCOUVER","VANCOUVER CY",19,47.368421052632,31.578947368421,21.052631578947,0,0,4.84210526315789
"2002","4811061","0340","EDMONTON","EDMONTON CY",27,100,0,0,0,0,0
"2005","4806016","0140","CALGARY","CALGARY CY",24,100,0,0,0,0,0
"2009","2457005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2012","2460013","1060","MONTRÉAL","REPENTIGNY V",3,100,0,0,0,0,0
"2015","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,100,0,0,0,0,2
"2019","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,100,0,0,0,0,2
"2019","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",7,71.428571428571,28.571428571429,0,0,0,3.28571428571429
"2020","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",2,0,50,50,0,0,7
"2021","4806016","0140","CALGARY","CALGARY CY",44,52.272727272727,45.454545454545,2.272727272727,0,0,3.63636363636364
"2022","3519054","2270","TORONTO","EAST GWILLIMBURY T",1,0,100,0,0,0,4
"1988","2465280","1060",NA,NA,1,100,0,0,0,0,0
"1993","2462110","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2465500","1060",NA,NA,1,100,0,0,0,0,0
"1993","3520001","2270","TORONTO","PICKERING CY",3,100,0,0,0,0,0
"1997","4811061","0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"2001","5915043","2410","VANCOUVER","PORT MOODY CY",4,100,0,0,0,0,3
"2005","2458227","1060","MONTRÉAL","LONGUEUIL V",29,100,0,0,0,0,0
