"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2003","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2003","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",2,50,50,0,0,0,2
"2005","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,0,100,0,22
"2010","2464008",3,"1060","MONTRÉAL","TERREBONNE V",8,100,0,0,0,0,0.75
"2011","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2011","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",1,100,0,0,0,0,0
"2012","2465005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2012","2467010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,1
"2013","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2014","2458007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2015","3519044",1,"2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,100,0,0,0,0,2
"2016","5915022",1,"2410","VANCOUVER","VANCOUVER CY",1,0,100,0,0,0,4
"2017","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",2,50,50,0,0,0,4
"2017","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",7,100,0,0,0,0,2.85714285714286
"2018","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",10,90,10,0,0,0,2.8
"2018","5915046",1,"2410","VANCOUVER","NORTH VANCOUVER DM",1,100,0,0,0,0,2
"2020","2457045",1,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2000","5915015",3,"2410","VANCOUVER","RICHMOND CY",5,0,80,0,20,0,8.8
"2001","4811052",2,"0340","EDMONTON","STRATHCONA COUNTY SM",3,100,0,0,0,0,0
"2002","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,100,0,0,0,0,0
"2008","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2008","2471033",1,"1060","MONTRÉAL","BOUCHERVILLE V",NA,NA,NA,NA,NA,NA,NA
"2014","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,5
"2015","5915001",2,"2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,4
"2016","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,2.25
"2020","2457010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2020","3518001",1,"2270","TORONTO","PICKERING CY",1,0,100,0,0,0,5
"2020","3519038",3,"2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,15
"2021","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,50,50,0,0,0,3
"2021","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",5,80,0,20,0,0,3.6
"1989","2456120",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2466380",2,"1060",NA,NA,3,100,0,0,0,0,1
"1990","2472230",3,"1060",NA,NA,3,100,0,0,0,0,0
"1990","2473650",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2466300",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","5915022",3,"2410","VANCOUVER","VANCOUVER CY",25,84,8,4,4,0,1.84
"1993","2466700",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2473650",2,"1060",NA,NA,1,100,0,0,0,0,2
"1994","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2005","3519028",3,"2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"2006","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,0
"2008","5915015",3,"2410","VANCOUVER","RICHMOND CY",7,0,42.857142857143,57.142857142857,0,0,7.85714285714286
"2010","2466087",3,"1060","MONTRÉAL","DORVAL V",2,100,0,0,0,0,1.5
"2011","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2012","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2014","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2015","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,2
"2016","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,3
"2016","3506008",3,"1265","OTTAWA","OTTAWA CV",7,57.142857142857,0,28.571428571429,14.285714285714,0,7
"2016","5915001",3,"2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,4
"2017","3518001",3,"2270","TORONTO","PICKERING CY",8,100,0,0,0,0,3
"2018","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,3
"2020","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1989","2463200",2,"1060",NA,NA,3,100,0,0,0,0,0
"1989","2473120",3,"1060",NA,NA,3,100,0,0,0,0,0
"1989","3521005",3,"2270","TORONTO","AJAX T",10,40,0,40,20,0,11.5
"1991","2473120",3,"1060",NA,NA,2,100,0,0,0,0,0
"1992","2466380",3,"1060",NA,NA,3,100,0,0,0,0,1
"1998","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2001","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2455057",2,"1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2003","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2003","3506008",3,"1265","OTTAWA","OTTAWA CV",6,100,0,0,0,0,0
"2004","4806016",2,"0140","CALGARY","CALGARY CY",4,100,0,0,0,0,0
"2004","5915022",3,"2410","VANCOUVER","VANCOUVER CY",26,23.076923076923,34.615384615385,23.076923076923,15.384615384615,3.846153846154,10.1923076923077
"2007","2457040",1,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2009","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"2010","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,3
"2010","5915034",2,"2410","VANCOUVER","COQUITLAM CY",1,100,0,0,0,0,3
"2011","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2012","2460035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2012","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",4,0,50,50,0,0,10.75
"2013","4806016",3,"0140","CALGARY","CALGARY CY",32,87.5,6.25,6.25,0,0,1.1875
"2013","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,100,0,0,0,4
"2014","2467045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,3
"2014","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2015","2471050",1,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2016","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"2017","3520005",3,"2270","TORONTO","AJAX T",40,35,27.5,12.5,2.5,22.5,14.2
"2020","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2021","2457035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,4
"2021","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,2.33333333333333
"1989","2452780",1,"1060",NA,NA,1,100,0,0,0,0,0
"1989","3521005",2,"2270","TORONTO","AJAX T",1,100,0,0,0,0,0
"1990","2463110",2,"1060",NA,NA,1,100,0,0,0,0,0
"1990","2465740",2,"1060",NA,NA,2,100,0,0,0,0,0
"1991","3520014",2,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"1992","2457320",4,"1060",NA,NA,1,100,0,0,0,0,0
"1992","2464500",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","5915022",2,"2410","VANCOUVER","VANCOUVER CY",5,80,20,0,0,0,2.4
"1997","2464005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1997","2464005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,1.5
"1999","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1999","4811061",3,"0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"2004","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,0
"2005","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2006","4811056",3,"0340","EDMONTON","FORT SASKATCHEWAN CY",2,100,0,0,0,0,0
"2008","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",6,100,0,0,0,0,0
"2011","2466032",3,"1060","MONTRÉAL","WESTMOUNT V",1,100,0,0,0,0,0
"2011","5915015",3,"2410","VANCOUVER","RICHMOND CY",8,37.5,12.5,50,0,0,7.5
"2013","5915034",3,"2410","VANCOUVER","COQUITLAM CY",2,0,50,50,0,0,11.5
"2017","2471033",3,"1060","MONTRÉAL","BOUCHERVILLE V",2,100,0,0,0,0,2
"2019","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2020","5915025",2,"2410","VANCOUVER","BURNABY CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,16.6666666666667
"2021","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2022","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,50,50,0,0,0,4.5
"1988","2456400",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465740",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2466300",2,"1060",NA,NA,7,71.428571428571,28.571428571429,0,0,0,3.28571428571429
"1990","2470110",2,"1060",NA,NA,1,100,0,0,0,0,0
"1991","2472230",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2462110",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2464500",2,"1060",NA,NA,4,100,0,0,0,0,0.75
"2003","4806016",2,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,0
"2004","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",36,100,0,0,0,0,0
"2004","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2004","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,100,0,0,0,0,0
"2006","5915004",3,"2410","VANCOUVER","SURREY CY",8,12.5,75,0,0,12.5,7.875
"2006","5915034",3,"2410","VANCOUVER","COQUITLAM CY",2,0,0,50,0,50,25.5
"2007","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,2
"2008","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"2012","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2012","3519036",3,"2270","TORONTO","MARKHAM CY",12,66.666666666667,0,33.333333333333,0,0,4.41666666666667
"2013","5915022",2,"2410","VANCOUVER","VANCOUVER CY",8,25,37.5,37.5,0,0,5.875
"2015","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,3
"2016","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2018","2471105",3,"1060","MONTRÉAL","SAINT-LAZARE V",3,100,0,0,0,0,2
"2020","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",4,100,0,0,0,0,3
"2022","2471040",1,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"1992","2472400",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2463110",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","4806016",3,"0140","CALGARY","CALGARY CY",5,100,0,0,0,0,0
"2002","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,0
"2003","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2004","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",106,100,0,0,0,0,0.0849056603773585
"2006","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2006","5915004",1,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2007","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,0
"2009","2465005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2010","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,3
"2010","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2010","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2012","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",1,100,0,0,0,0,0
"2012","3506008",2,"1265","OTTAWA","OTTAWA CV",5,60,0,40,0,0,4.8
"2013","3519028",3,"2270","TORONTO","VAUGHAN CY",4,50,25,25,0,0,7.25
"2015","4811016",2,"0340","EDMONTON","LEDUC CY",1,100,0,0,0,0,3
"2017","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2017","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",4,100,0,0,0,0,3
"2019","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",2,0,0,100,0,0,7
"2019","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,100,0,0,7
"2020","3519044",3,"2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,0,100,0,0,8
"1989","5915011",3,"2410","VANCOUVER","DELTA DM",3,100,0,0,0,0,0
"1991","2452700",2,"1060",NA,NA,1,100,0,0,0,0,3
"1992","2472150",3,"1060",NA,NA,1,100,0,0,0,0,0
"1993","2465280",3,"1060",NA,NA,2,100,0,0,0,0,0
"1995","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1998","2466010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"1999","2458010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,4
"2005","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"2007","2457035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2007","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2008","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"2014","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",4,100,0,0,0,0,2.75
"2016","2457035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,2
"2018","2471040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,3
"2018","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2019","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",5,100,0,0,0,0,2.2
"2022","2472015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",13,100,0,0,0,0,2.38461538461538
"1989","5915015",2,"2410","VANCOUVER","RICHMOND CY",1,100,0,0,0,0,0
"1991","2473180",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","4806016",3,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,0
"1991","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",1,100,0,0,0,0,0
"1994","3520006",2,"2270",NA,NA,1,100,0,0,0,0,0
"1996","4806016",2,"0140","CALGARY","CALGARY CY",1,100,0,0,0,0,0
"2000","2457030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2000","5915001",3,"2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,4
"2004","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",5,100,0,0,0,0,0
"2006","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2007","5915025",3,"2410","VANCOUVER","BURNABY CY",12,0,66.666666666667,16.666666666667,16.666666666667,0,9.58333333333333
"2008","5915025",3,"2410","VANCOUVER","BURNABY CY",5,0,40,20,40,0,14.6
"2009","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2009","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","5915004",1,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2014","5915015",3,"2410","VANCOUVER","RICHMOND CY",6,0,33.333333333333,66.666666666667,0,0,10.5
"2015","3506008",3,"1265","OTTAWA","OTTAWA CV",16,81.25,6.25,6.25,6.25,0,5.375
"2019","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2019","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2019","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",2,0,100,0,0,0,5
"2020","3524001",3,"2270","TORONTO","PICKERING CY",4,0,25,75,0,0,12.25
"2021","2460037",2,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",1,100,0,0,0,0,2
"1991","2473120",2,"1060",NA,NA,4,100,0,0,0,0,0
"1995","2458010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,1.5
"1999","2464005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2002","3502048",1,"1265","OTTAWA","RUSSELL TP",NA,NA,NA,NA,NA,NA,NA
"2006","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",5,100,0,0,0,0,0
"2006","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",6,100,0,0,0,0,1.33333333333333
"2007","2458227",4,"1060","MONTRÉAL","LONGUEUIL V",1,100,0,0,0,0,0
"2007","2471055",1,"1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"2009","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2011","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",13,100,0,0,0,0,0
"2013","3519036",2,"2270","TORONTO","MARKHAM CY",NA,NA,NA,NA,NA,NA,NA
"2014","3520005",2,"2270","TORONTO","AJAX T",5,60,0,20,20,0,6.8
"2018","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",12,58.333333333333,25,16.666666666667,0,0,4.91666666666667
"2018","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,3
"2019","2464008",1,"1060","MONTRÉAL","TERREBONNE V",1,100,0,0,0,0,3
"2019","2475005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1991","2465420",2,"1060",NA,NA,3,100,0,0,0,0,0
"1993","3520019",2,"2270",NA,NA,1,0,0,100,0,0,11
"1994","2470025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"1998","2458030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,0
"2000","2466140",3,"1060",NA,NA,1,100,0,0,0,0,0
"2001","3519028",3,"2270","TORONTO","VAUGHAN CY",2,50,50,0,0,0,2
"2003","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2006","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2007","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",15,93.333333333333,0,6.666666666667,0,0,1.86666666666667
"2007","5915004",3,"2410","VANCOUVER","SURREY CY",7,28.571428571429,71.428571428571,0,0,0,3.71428571428571
"2008","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",6,100,0,0,0,0,0
"2009","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2009","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2012","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2013","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",9,100,0,0,0,0,0.666666666666667
"2015","2460040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,2
"2016","2459015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,3
"2020","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",1,100,0,0,0,0,2
"2021","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,2
"2022","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,5
"1994","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,3
"1995","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,4.66666666666667
"1997","5915018",3,"2410",NA,NA,1,0,100,0,0,0,4
"1998","3520005",2,"2270","TORONTO","AJAX T",2,100,0,0,0,0,0
"1999","5915015",3,"2410","VANCOUVER","RICHMOND CY",1,100,0,0,0,0,0
"2001","2466140",3,"1060",NA,NA,1,100,0,0,0,0,0
"2006","2466097",2,"1060","MONTRÉAL","POINTE-CLAIRE V",1,100,0,0,0,0,0
"2006","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",4,75,0,25,0,0,3.25
"2010","4806021",3,"0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,0
"2012","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",3,66.666666666667,0,33.333333333333,0,0,5.66666666666667
"2017","2455057",2,"1060","MONTRÉAL","RICHELIEU V",1,100,0,0,0,0,3
"2018","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,0,100,0,0,12.5
"2020","5915001",3,"2410","VANCOUVER","LANGLEY DM",13,0,84.615384615385,15.384615384615,0,0,6.46153846153846
"2021","3502048",2,"1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,2
"1990","5913011",2,"2410","VANCOUVER","DELTA DM",2,100,0,0,0,0,2.5
"1994","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"1996","3520004",3,"2270",NA,NA,3,100,0,0,0,0,0
"1998","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1999","2464005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,0
"2000","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",6,100,0,0,0,0,0
"2001","3521005",3,"2270","TORONTO","AJAX T",2,50,0,50,0,0,4
"2006","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2007","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2011","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,0
"2012","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2016","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2017","4806019",2,"0140","CALGARY","COCHRANE T",1,0,100,0,0,0,5
"2018","3522014",3,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",NA,NA,NA,NA,NA,NA,NA
"2019","2464008",3,"1060","MONTRÉAL","TERREBONNE V",5,60,40,0,0,0,3.4
"2019","4811068",2,"0340","EDMONTON","MORINVILLE T",NA,NA,NA,NA,NA,NA,NA
"2021","4811016",2,"0340","EDMONTON","LEDUC CY",NA,NA,NA,NA,NA,NA,NA
"2022","4811048",2,"0340","EDMONTON","STONY PLAIN T",NA,NA,NA,NA,NA,NA,NA
"2022","5915002",3,"2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"1989","2463190",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","5915011",4,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1990","2463220",2,"1060",NA,NA,4,100,0,0,0,0,0
"1992","2456400",3,"1060",NA,NA,2,0,100,0,0,0,4
"1995","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"1996","2458010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1999","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,1.5
"2000","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",36,100,0,0,0,0,0.0833333333333333
"2001","2458005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,0
"2003","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2007","3520005",3,"2270","TORONTO","AJAX T",7,57.142857142857,0,28.571428571429,14.285714285714,0,7.57142857142857
"2008","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",6,100,0,0,0,0,0
"2008","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",9,100,0,0,0,0,0
"2010","2458012",3,"1060","MONTRÉAL","SAINT-LAMBERT V",1,100,0,0,0,0,0
"2010","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",12,100,0,0,0,0,0.5
"2012","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,100,0,0,17
"2013","3519038",2,"2270","TORONTO","RICHMOND HILL T",1,100,0,0,0,0,0
"2018","2471025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
