"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"1995","5913011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"2000","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",1,100,0,0,0,0,0
"2005","5915055",2,"2410","VANCOUVER","WEST VANCOUVER DM",2,50,50,0,0,0,3.5
"2007","2472020",1,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2008","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,100,0,0,0,0,0
"2009","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"2009","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2011","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",16,87.5,12.5,0,0,0,2.625
"2012","5915022",2,"2410","VANCOUVER","VANCOUVER CY",2,0,100,0,0,0,5
"2013","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",10,90,10,0,0,0,3.2
"2014","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,100,0,0,0,6
"2014","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2015","4806021",2,"0140","CALGARY","AIRDRIE CY",2,0,100,0,0,0,4
"2016","3519036",1,"2270","TORONTO","MARKHAM CY",1,0,0,0,100,0,28
"2018","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,100,0,0,0,0,2
"2018","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2020","2457040",3,"1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,5
"2020","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2021","2456083",1,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"2022","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,50,0,50,0,0,6
"2022","4811013",2,"0340","EDMONTON","BEAUMONT CY",NA,NA,NA,NA,NA,NA,NA
"1989","2465500",3,"1060",NA,NA,2,100,0,0,0,0,0
"1995","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",1,100,0,0,0,0,0
"1996","3520004",4,"2270",NA,NA,3,100,0,0,0,0,0
"1997","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,0
"2000","5915043",2,"2410","VANCOUVER","PORT MOODY CY",1,0,100,0,0,0,4
"2004","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"2004","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,50,50,0,0,7
"2005","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,100,0,0,0,0,0
"2009","2457005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2012","3506008",3,"1265","OTTAWA","OTTAWA CV",31,77.41935483871,6.451612903226,12.903225806452,3.225806451613,0,3.09677419354839
"2014","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",2,0,100,0,0,0,4.5
"2015","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,60,40,0,0,0,3.2
"2017","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND C",4,100,0,0,0,0,2.5
"2017","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,0,50,0,50,0,16
"2022","4811061",3,"0340","EDMONTON","EDMONTON CY",10,70,10,0,20,0,8.4
"1989","2469600",2,"1060",NA,NA,5,80,20,0,0,0,1.2
"1991","2456650",2,"1060",NA,NA,4,100,0,0,0,0,0.75
"1992","3519046",2,"2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"1994","2455055",2,"1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"1994","2460020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"1996","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",6,100,0,0,0,0,0
"1996","2460010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"1997","2466080",3,"1060",NA,NA,4,100,0,0,0,0,0
"1999","2466025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1999","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2001","2471050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,0
"2002","5915022",3,"2410","VANCOUVER","VANCOUVER CY",12,25,16.666666666667,16.666666666667,33.333333333333,8.333333333333,16.0833333333333
"2002","5915029",1,"2410","VANCOUVER","NEW WESTMINSTER CY",NA,NA,NA,NA,NA,NA,NA
"2003","3520005",2,"2270","TORONTO","AJAX T",10,100,0,0,0,0,0
"2004","4811061",2,"0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"2008","4811016",3,"0340","EDMONTON","LEDUC CY",2,100,0,0,0,0,0
"2009","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,100,0,0,0,0,0
"2010","3520005",3,"2270","TORONTO","AJAX T",27,55.555555555556,7.407407407407,22.222222222222,3.703703703704,11.111111111111,8.66666666666667
"2013","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,2
"2016","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"2016","2457045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,100,0,0,0,0,3
"2018","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2019","2458033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,100,0,0,0,0,3
"2019","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"2020","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",8,87.5,12.5,0,0,0,3.25
"1989","2473650",3,"1060",NA,NA,1,100,0,0,0,0,0
"1991","2463250",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2456750",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3520008",3,"2270",NA,NA,1,0,100,0,0,0,6
"1994","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",10,100,0,0,0,0,0.8
"1997","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1998","4806016",1,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,0
"2002","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2005","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",27,100,0,0,0,0,0
"2009","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2009","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",5,100,0,0,0,0,0
"2009","4806019",3,"0140","CALGARY","COCHRANE T",2,100,0,0,0,0,0
"2010","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",6,100,0,0,0,0,0
"2010","4811016",3,"0340","EDMONTON","LEDUC CY",1,100,0,0,0,0,0
"2012","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2015","4806019",3,"0140","CALGARY","COCHRANE T",3,33.333333333333,66.666666666667,0,0,0,3.33333333333333
"2018","2466007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2018","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,3
"2018","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2020","2473035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1989","2472260",3,"1060",NA,NA,4,100,0,0,0,0,0
"1991","2466700",2,"1060",NA,NA,2,100,0,0,0,0,1.5
"1992","3506014",4,"1265",NA,NA,1,100,0,0,0,0,0
"1992","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,75,0,25,0,0,3.5
"2001","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,100,0,0,10
"2003","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2003","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,100,0,0,0,0,0
"2007","4811061",3,"0340","EDMONTON","EDMONTON CY",23,91.304347826087,8.695652173913,0,0,0,0.347826086956522
"2009","3506008",3,"1265","OTTAWA","OTTAWA CV",13,100,0,0,0,0,0
"2010","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",9,100,0,0,0,0,2
"2014","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,3
"2014","4811061",3,"0340","EDMONTON","EDMONTON CY",26,73.076923076923,23.076923076923,0,0,3.846153846154,3.11538461538462
"2015","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",8,100,0,0,0,0,2.125
"2021","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2021","3519038",3,"2270","TORONTO","RICHMOND HILL T",5,60,0,20,0,20,11
"2021","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",2,0,100,0,0,0,6
"2022","3543007",3,"2270","TORONTO","NEW TECUMSETH T",1,0,100,0,0,0,6
"2022","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,100,0,0,10
"1989","2472400",2,"1060",NA,NA,1,100,0,0,0,0,0
"1991","2465260",2,"1060",NA,NA,31,96.774193548387,3.225806451613,0,0,0,0.193548387096774
"1992","5915011",2,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1997","3520019",2,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2001","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2002","5915004",2,"2410","VANCOUVER","SURREY CY",1,0,100,0,0,0,4
"2004","3506008",2,"1265","OTTAWA","OTTAWA CV",2,100,0,0,0,0,0
"2005","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",3,100,0,0,0,0,0
"2006","5915002",3,"2410","VANCOUVER","LANGLEY CY",3,0,33.333333333333,66.666666666667,0,0,8.66666666666667
"2006","5915070",3,"2410","VANCOUVER","PITT MEADOWS CY",2,0,100,0,0,0,5
"2007","2465005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",7,100,0,0,0,0,0
"2009","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",4,100,0,0,0,0,0
"2010","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,3
"2011","2471025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2011","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,100,0,0,0,0,0
"2011","5915075",2,"2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,4
"2012","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,100,0,0,0,0,0
"2016","4811061",2,"0340","EDMONTON","EDMONTON CY",5,20,80,0,0,0,3.6
"2017","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,4
"2018","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,2.5
"2019","2467045",1,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",5,100,0,0,0,0,3
"1990","3519028",3,"2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"1990","4811061",3,"0340","EDMONTON","EDMONTON CY",6,100,0,0,0,0,0.5
"1991","2463150",2,"1060",NA,NA,5,100,0,0,0,0,0
"1996","2458010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"1996","5915002",3,"2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"1997","2457040",3,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"1998","3521005",3,"2270","TORONTO","AJAX T",1,100,0,0,0,0,3
"2000","2471060",2,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2002","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,100,0,0,0,0,0
"2002","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2002","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,4
"2003","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,2
"2003","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,50,0,50,0,0,7
"2007","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2008","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,4
"2009","2458007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2010","4811018",2,"0340","EDMONTON","DEVON T",1,0,100,0,0,0,4
"2011","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,4
"2013","2471070",3,"1060","MONTRÉAL","PINCOURT V",1,100,0,0,0,0,3
"2014","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,100,0,0,0,0,2.4
"2016","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2017","2460005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",9,100,0,0,0,0,2.22222222222222
"2022","3520005",3,"2270","TORONTO","AJAX T",25,0,24,44,4,28,22.72
"1990","2462510",2,"1060",NA,NA,2,100,0,0,0,0,0
"1995","5913018",3,"2410",NA,NA,1,0,100,0,0,0,4
"1995","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"1995","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,3
"1998","2458015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,0
"1998","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"1998","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",44,97.727272727273,2.272727272727,0,0,0,0.159090909090909
"1999","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2466015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,0
"2000","3520005",2,"2270","TORONTO","AJAX T",2,100,0,0,0,0,1.5
"2008","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2009","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",2,100,0,0,0,0,0
"2012","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2015","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",1,100,0,0,0,0,3
"2016","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,4
"2017","2467025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,4
"2019","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",26,46.153846153846,19.230769230769,26.923076923077,7.692307692308,0,6.61538461538461
"1991","2456450",3,"1060",NA,NA,1,100,0,0,0,0,3
"1993","2465340",2,"1060",NA,NA,1,100,0,0,0,0,0
"1995","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,1
"1997","2458005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"1997","3506014",2,"1265",NA,NA,1,100,0,0,0,0,0
"1997","3506014",3,"1265",NA,NA,1,100,0,0,0,0,0
"1998","2457040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2002","3520005",3,"2270","TORONTO","AJAX T",17,88.235294117647,0,11.764705882353,0,0,2.05882352941176
"2007","3519028",3,"2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"2010","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,100,0,0,0,0,0.857142857142857
"2011","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2013","3521005",3,"2270","TORONTO","AJAX T",2,0,0,0,100,0,26
"2015","3502048",3,"1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,4
"2017","2466072",3,"1060","MONTRÉAL","MONT-ROYAL V",1,0,0,100,0,0,7
"2017","5915015",2,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"2018","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,100,0,0,7
"2022","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,20,20,60,0,0,6.4
"1989","2462240",2,"1060",NA,NA,7,100,0,0,0,0,0
"1989","2472150",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2472260",2,"1060",NA,NA,6,100,0,0,0,0,0
"1990","2463200",2,"1060",NA,NA,2,100,0,0,0,0,0
"1990","2472150",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2473120",3,"1060",NA,NA,1,100,0,0,0,0,0
"1991","2452780",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","5913011",3,"2410","VANCOUVER","DELTA DM",8,100,0,0,0,0,2
"1992","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"1993","4811061",3,"0340","EDMONTON","EDMONTON CY",10,100,0,0,0,0,0
"1995","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",7,100,0,0,0,0,1.28571428571429
"2000","3506030",1,"1265",NA,NA,2,100,0,0,0,0,0
"2003","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",6,100,0,0,0,0,0
"2004","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2006","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",3,100,0,0,0,0,0
"2006","3520005",3,"2270","TORONTO","AJAX T",50,68,2,18,8,4,5.8
"2009","3519028",3,"2270","TORONTO","VAUGHAN CY",3,66.666666666667,33.333333333333,0,0,0,2.66666666666667
"2010","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",7,85.714285714286,0,14.285714285714,0,0,2.42857142857143
"2010","2470022",1,"1060","MONTRÉAL","BEAUHARNOIS V",NA,NA,NA,NA,NA,NA,NA
"2011","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"2012","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",6,100,0,0,0,0,2.33333333333333
"2015","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,2.66666666666667
"2015","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2016","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,100,0,0,0,4
"2017","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2022","3519048",3,"2270","TORONTO","NEWMARKET T",1,0,0,100,0,0,15
"1993","2473180",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","5913011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,1
"1999","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"2001","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,100,0,0,0,5
"2004","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","5915015",3,"2410","VANCOUVER","RICHMOND CY",7,0,85.714285714286,14.285714285714,0,0,5.85714285714286
"2005","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2005","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,0
"2006","3519036",2,"2270","TORONTO","MARKHAM CY",NA,NA,NA,NA,NA,NA,NA
"2007","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","3519036",2,"2270","TORONTO","MARKHAM CY",3,100,0,0,0,0,0
"2010","2467040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2018","4811061",3,"0340","EDMONTON","EDMONTON CY",13,46.153846153846,53.846153846154,0,0,0,3.69230769230769
"2018","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",8,12.5,25,62.5,0,0,9
"2020","3506008",2,"1265","OTTAWA","OTTAWA CV",7,57.142857142857,28.571428571429,14.285714285714,0,0,4.71428571428571
"2021","2464008",2,"1060","MONTRÉAL","TERREBONNE V",5,60,20,20,0,0,4.6
"2021","3519028",2,"2270","TORONTO","VAUGHAN CY",3,0,66.666666666667,0,0,33.333333333333,14.6666666666667
"2022","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,33.333333333333,66.666666666667,0,0,0,3.66666666666667
"2022","4806014",2,"0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","3520004",4,"2270",NA,NA,2,100,0,0,0,0,0
"1989","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",2,50,0,50,0,0,9.5
"1991","2465340",2,"1060",NA,NA,2,100,0,0,0,0,0
"1991","5915022",3,"2410","VANCOUVER","VANCOUVER CY",18,94.444444444444,5.555555555556,0,0,0,0.222222222222222
"1992","5915034",3,"2410","VANCOUVER","COQUITLAM CY",5,60,20,20,0,0,5.2
"1993","2465500",2,"1060",NA,NA,1,100,0,0,0,0,0
"1994","2464005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"1994","4811018",2,"0340","EDMONTON","DEVON T",1,100,0,0,0,0,0
"1996","3524015",2,"2270","TORONTO","HALTON HILLS T",1,100,0,0,0,0,0
"2001","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",24,100,0,0,0,0,0
"2008","5915001",1,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2011","2464008",3,"1060","MONTRÉAL","TERREBONNE V",7,100,0,0,0,0,0
"2012","2466058",3,"1060","MONTRÉAL","CÔTE-SAINT-LUC V",2,100,0,0,0,0,0
"2018","5915001",3,"2410","VANCOUVER","LANGLEY DM",6,16.666666666667,83.333333333333,0,0,0,5.33333333333333
"2020","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2021","2457010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1990","2462240",2,"1060",NA,NA,2,100,0,0,0,0,0
"1991","2472400",2,"1060",NA,NA,1,100,0,0,0,0,0
"1996","2458030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"1997","2457035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,0
"1997","2466040",2,"1060","MONTRÉAL","BELOEIL V",3,100,0,0,0,0,0
"2003","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2004","3502036",3,"1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,0
"2007","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2007","5915043",3,"2410","VANCOUVER","PORT MOODY CY",4,0,50,0,50,0,15
"2010","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2011","2471070",1,"1060","MONTRÉAL","PINCOURT V",NA,NA,NA,NA,NA,NA,NA
"2012","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2014","3520005",1,"2270","TORONTO","AJAX T",1,100,0,0,0,0,0
"2016","4811062",3,"0340","EDMONTON","ST. ALBERT CY",5,0,60,40,0,0,6.6
"2020","5915025",3,"2410","VANCOUVER","BURNABY CY",8,25,37.5,25,0,12.5,11
"2021","3518001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,100,0,27
"2022","3524001",3,"2270","TORONTO","PICKERING CY",8,0,25,75,0,0,10.125
"1988","2473500",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","5915004",2,"2410","VANCOUVER","SURREY CY",1,100,0,0,0,0,0
"1990","2473240",2,"1060",NA,NA,1,100,0,0,0,0,0
"1991","2456400",3,"1060",NA,NA,3,100,0,0,0,0,2
"1991","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,4
"1993","3519036",2,"2270","TORONTO","MARKHAM CY",1,100,0,0,0,0,0
"1994","3518001",3,"2270","TORONTO","PICKERING CY",5,100,0,0,0,0,0
"1996","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1997","4811061",3,"0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"1997","5915011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1999","2457015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2001","4811056",2,"0340","EDMONTON","FORT SASKATCHEWAN CY",6,100,0,0,0,0,0
"2001","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,100,0,0,0,5
"2002","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",85,78.823529411765,16.470588235294,4.705882352941,0,0,1.74117647058824
"2003","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",87,96.551724137931,3.448275862069,0,0,0,0.206896551724138
"2003","3524001",3,"2270","TORONTO","PICKERING CY",3,100,0,0,0,0,0
"2010","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2458033",3,"1060","MONTRÉAL","BOUCHERVILLE V",7,100,0,0,0,0,2.14285714285714
"2012","5915015",1,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
