"ref_yy","CSDuid","mkttycd","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2000","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",26,0,100,0,0,0,11.2307692307692
"2000","2466080",3,"1060",NA,NA,8,0,100,0,0,0,7.125
"2000","4811062",3,"0340","EDMONTON","ST. ALBERT CY",1,0,100,0,0,0,18
"2003","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",3,0,100,0,0,0,6.66666666666667
"2005","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",3,0,0,33.333333333333,66.666666666667,0,66.6666666666667
"2008","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,0,0,100,0,0,22
"2008","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2010","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2011","2464008",2,"1060","MONTRÉAL","TERREBONNE V",2,100,0,0,0,0,4
"2011","2466072",3,"1060","MONTRÉAL","MONT-ROYAL V",1,0,100,0,0,0,8
"2012","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2012","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,0,0,0,100,212
"2015","2464008",3,"1060","MONTRÉAL","TERREBONNE V",1,0,100,0,0,0,10
"2017","2471065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,100,0,0,0,0,4
"2019","2466117",2,"1060","MONTRÉAL","SAINTE-ANNE DE BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2019","3519046",3,"2270","TORONTO","AURORA T",1,0,0,0,0,100,110
"2022","2467005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,0,100,0,0,0,6
"1989","4811048",2,"0340","EDMONTON","STONY PLAIN T",1,0,0,100,0,0,36
"1989","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,0,0,50,0,50,74.5
"1997","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,100,0,0,0,0,4
"2001","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,7.5
"2005","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2005","4811056",3,"0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,100,0,0,47
"2006","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",3,0,33.333333333333,33.333333333333,33.333333333333,0,45
"2008","3502048",3,"1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,8
"2010","2471083",2,"1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,100,0,0,0,6
"2011","4811061",3,"0340","EDMONTON","EDMONTON CY",6,0,0,66.666666666667,33.333333333333,0,54
"2013","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2015","5915001",3,"2410","VANCOUVER","LANGLEY DM",3,0,33.333333333333,0,66.666666666667,0,55.3333333333333
"2016","2457030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,4
"2016","2471083",2,"1060","MONTRÉAL","VAUDREUIL-DORION V",3,0,100,0,0,0,14
"2022","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,0,0,100,0,0,24
"2022","5915015",3,"2410","VANCOUVER","RICHMOND CY",2,0,50,0,0,50,178.5
"1993","2463200",3,"1060",NA,NA,6,0,100,0,0,0,6
"1994","2457040",3,"1060","MONTRÉAL","BELOEIL V",2,0,100,0,0,0,6
"1994","2464010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,50,50,0,0,0,5
"1994","2471085",3,"1060",NA,NA,1,0,100,0,0,0,12
"1995","5915022",2,"2410","VANCOUVER","VANCOUVER CY",6,16.666666666667,16.666666666667,50,16.666666666667,0,29.5
"1996","5915034",3,"2410","VANCOUVER","COQUITLAM CY",2,0,0,50,50,0,60
"1999","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",10,40,60,0,0,0,8.2
"1999","2466150",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","5915025",3,"2410","VANCOUVER","BURNABY CY",3,0,0,66.666666666667,33.333333333333,0,55.3333333333333
"2002","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",4,0,75,25,0,0,19
"2002","4811062",3,"0340","EDMONTON","ST. ALBERT CY",2,0,0,50,0,50,86
"2005","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2005","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,0,100,0,0,0,6.4
"2006","3524001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,138
"2013","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",1,0,100,0,0,0,8
"2017","2470022",3,"1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,4
"2017","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,100,0,0,60
"2017","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,0,100,0,95
"2020","3506008",3,"1265","OTTAWA","OTTAWA CV",26,3.846153846154,76.923076923077,3.846153846154,0,15.384615384615,34.0769230769231
"2020","3522014",2,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,0,0,100,122
"2021","2466007",2,"1060","MONTRÉAL","LAVALTRIE V",5,0,100,0,0,0,8
"2021","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,0,0,100,135
"2021","3519036",3,"2270","TORONTO","MARKHAM CY",3,0,0,0,0,100,345.666666666667
"2022","2466007",2,"1060","MONTRÉAL","LAVALTRIE V",1,0,100,0,0,0,6
"1992","2463130",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2462200",3,"1060",NA,NA,4,25,50,25,0,0,15
"1993","5915034",3,"2410","VANCOUVER","COQUITLAM CY",9,0,22.222222222222,33.333333333333,44.444444444444,0,46.7777777777778
"1996","2458005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6
"1996","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",9,0,100,0,0,0,6
"1999","5915022",2,"2410","VANCOUVER","VANCOUVER CY",7,0,14.285714285714,28.571428571429,42.857142857143,14.285714285714,82.2857142857143
"2003","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,4
"2004","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",4,0,100,0,0,0,8.25
"2005","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,6
"2005","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",3,66.666666666667,33.333333333333,0,0,0,6.66666666666667
"2005","3506008",2,"1265","OTTAWA","OTTAWA CV",1,0,100,0,0,0,8
"2008","3506008",3,"1265","OTTAWA","OTTAWA CV",28,0,89.285714285714,3.571428571429,3.571428571429,3.571428571429,24.6785714285714
"2010","2472010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2011","3502048",3,"1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,6
"2012","2471033",1,"1060","MONTRÉAL","BOUCHERVILLE V",NA,NA,NA,NA,NA,NA,NA
"2013","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,75,25,0,0,22.25
"2013","4806021",3,"0140","CALGARY","AIRDRIE CY",8,0,75,12.5,12.5,0,22.75
"2014","2464008",2,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2016","2458033",4,"1060","MONTRÉAL","BOUCHERVILLE V",1,0,0,0,100,0,80
"2016","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",8,0,75,12.5,0,12.5,40.5
"2018","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,50,25,25,0,0,12.25
"2018","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",6,0,100,0,0,0,11.5
"2020","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,50,50,0,0,23.5
"2021","3524001",3,"2270","TORONTO","PICKERING CY",4,0,0,0,0,100,222.75
"2022","2467015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1989","2456400",0,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",3,0,66.666666666667,33.333333333333,0,0,26.6666666666667
"1993","2452780",3,"1060",NA,NA,3,0,100,0,0,0,7.33333333333333
"1993","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",2,0,100,0,0,0,8
"1994","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,50,50,0,0,0,6.25
"1994","2466010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",5,0,60,40,0,0,24.2
"1995","2464010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1995","2466040",3,"1060","MONTRÉAL","BELOEIL V",5,0,80,20,0,0,11.2
"2001","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2004","5915001",2,"2410","VANCOUVER","LANGLEY DM",1,0,0,0,0,100,110
"2006","2455065",1,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2007","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",37,0,97.297297297297,0,2.702702702703,0,9.21621621621622
"2009","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,14.3333333333333
"2011","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2467045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,0,100,0,0,0,16
"2012","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",6,0,83.333333333333,16.666666666667,0,0,18.3333333333333
"2014","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2017","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,6
"2021","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",27,3.703703703704,22.222222222222,25.925925925926,14.814814814815,33.333333333333,123.518518518519
"2021","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,33.333333333333,66.666666666667,0,0,18
"2021","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,0,100,178
"2022","2460020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"1988","4806016",1,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,4
"1990","2462200",2,"1060",NA,NA,11,27.272727272727,72.727272727273,0,0,0,6.54545454545455
"1990","2465700",2,"1060",NA,NA,14,21.428571428571,64.285714285714,14.285714285714,0,0,12.3571428571429
"1991","2456400",2,"1060",NA,NA,2,0,100,0,0,0,10
"1991","2465200",3,"1060",NA,NA,1,0,0,0,100,0,87
"1991","5915004",2,"2410","VANCOUVER","SURREY CY",1,0,0,100,0,0,27
"1992","2473240",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2473650",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3506006",3,"1265",NA,NA,3,0,100,0,0,0,12
"1998","2466040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"1998","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",3,0,0,33.333333333333,66.666666666667,0,69.6666666666667
"2001","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",8,25,62.5,12.5,0,0,10.75
"2005","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",68,17.647058823529,54.411764705882,23.529411764706,1.470588235294,2.941176470588,19.9264705882353
"2005","4811061",2,"0340","EDMONTON","EDMONTON CY",6,0,33.333333333333,0,50,16.666666666667,67.6666666666667
"2006","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",80,17.5,68.75,10,1.25,2.5,18.2
"2006","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",8,0,100,0,0,0,8
"2006","4806016",3,"0140","CALGARY","CALGARY CY",33,15.151515151515,18.181818181818,33.333333333333,12.121212121212,21.212121212121,64.0909090909091
"2009","2464008",2,"1060","MONTRÉAL","TERREBONNE V",5,60,40,0,0,0,4.8
"2009","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,4
"2010","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,0,100,0,0,0,6
"2012","2457040",3,"1060","MONTRÉAL","BELOEIL V",2,50,0,0,0,50,82.5
"2012","2466117",3,"1060","MONTRÉAL","SAINTE-ANNE DE BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2012","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2015","5915011",3,"2410","VANCOUVER","DELTA DM",2,0,100,0,0,0,16.5
"2016","2470022",1,"1060","MONTRÉAL","BEAUHARNOIS V",NA,NA,NA,NA,NA,NA,NA
"2017","2471065",3,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,100,0,0,0,0,4
"2017","2472015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2019","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",19,5.263157894737,84.210526315789,5.263157894737,5.263157894737,0,14.1578947368421
"2019","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2020","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1990","3543006",2,"2270",NA,NA,1,0,100,0,0,0,8
"1994","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,0,0,75,0,25,57.5
"1995","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,42
"1996","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,4
"2002","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2003","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2005","2471070",3,"1060","MONTRÉAL","PINCOURT V",3,0,100,0,0,0,7
"2005","3521005",3,"2270","TORONTO","AJAX T",3,0,0,33.333333333333,0,66.666666666667,199.666666666667
"2007","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,8
"2008","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,176
"2009","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2009","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2009","5915002",3,"2410","VANCOUVER","LANGLEY CY",1,0,0,0,100,0,98
"2010","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,0,100,0,0,0,8
"2011","2466087",3,"1060","MONTRÉAL","DORVAL V",1,0,100,0,0,0,18
"2014","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",19,68.421052631579,31.578947368421,0,0,0,4.84210526315789
"2014","5915004",3,"2410","VANCOUVER","SURREY CY",5,0,0,80,20,0,50.4
"2015","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",15,86.666666666667,13.333333333333,0,0,0,4.26666666666667
"2015","2471095",2,"1060","MONTRÉAL","L'ÎLE-CADIEUX V",NA,NA,NA,NA,NA,NA,NA
"2015","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2015","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",5,0,0,20,20,60,114.4
"2016","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2016","5915004",3,"2410","VANCOUVER","SURREY CY",2,0,0,50,50,0,69
"2016","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2019","5915075",2,"2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2020","3519036",3,"2270","TORONTO","MARKHAM CY",2,0,0,0,0,100,173.5
"2020","5915022",3,"2410","VANCOUVER","VANCOUVER CY",12,0,50,16.666666666667,8.333333333333,25,83.75
"2021","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"1989","2452550",2,"1060",NA,NA,1,0,100,0,0,0,6
"1989","2462110",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465700",2,"1060",NA,NA,12,8.333333333333,83.333333333333,0,8.333333333333,0,12.4166666666667
"1990","2452780",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,100,0,0,39
"1992","2462200",3,"1060",NA,NA,1,0,100,0,0,0,8
"1992","3521005",2,"2270","TORONTO","AJAX T",2,0,0,0,0,100,154
"1995","4811061",3,"0340","EDMONTON","EDMONTON CY",7,0,0,57.142857142857,42.857142857143,0,60.7142857142857
"1996","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,50,0,0,15.5
"1998","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"1998","5915025",2,"2410","VANCOUVER","BURNABY CY",4,0,75,25,0,0,21.25
"2001","3502048",2,"1265","OTTAWA","RUSSELL TP",2,0,100,0,0,0,9
"2007","2473030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",3,33.333333333333,66.666666666667,0,0,0,5.66666666666667
"2007","4811049",3,"0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,0,100,123
"2008","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2010","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,0,100,0,0,0,6
"2011","2467025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2466142",3,"1060","MONTRÉAL","DOLLARD DES ORMEAUX V",2,0,0,100,0,0,44
"2014","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,0,100,0,0,24
"2015","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",2,0,100,0,0,0,16
"2016","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2019","5915025",3,"2410","VANCOUVER","BURNABY CY",10,10,0,10,0,80,247.1
"2020","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2020","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,4
"2020","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6.5
"2020","5915999",3,"2410","VANCOUVER","INDIAN RESERVES",1,0,0,0,0,100,108
"2022","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,8
"2022","2473030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1989","2466420",2,"1060",NA,NA,1,100,0,0,0,0,4
"1990","5915004",3,"2410","VANCOUVER","SURREY CY",11,0,36.363636363636,45.454545454545,18.181818181818,0,39.1818181818182
"1991","5915055",2,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,0,100,0,85
"1992","2464500",3,"1060",NA,NA,17,41.176470588235,52.941176470588,5.882352941176,0,0,8.94117647058824
"1993","2473120",3,"1060",NA,NA,1,0,100,0,0,0,6
"1994","2464010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,4
"1995","5913011",3,"2410","VANCOUVER","DELTA DM",1,0,0,0,100,0,63
"2000","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",1,0,100,0,0,0,6
"2005","5915055",2,"2410","VANCOUVER","WEST VANCOUVER DM",2,0,0,100,0,0,34
"2007","2472020",1,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2008","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,0,100,0,0,0,6
"2009","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2009","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2011","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",16,37.5,50,12.5,0,0,9.25
"2012","5915022",2,"2410","VANCOUVER","VANCOUVER CY",2,0,0,0,50,50,100
"2013","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",10,0,90,10,0,0,12
"2014","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,53
"2014","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2015","4806021",2,"0140","CALGARY","AIRDRIE CY",2,0,0,0,100,0,71
"2016","3519036",1,"2270","TORONTO","MARKHAM CY",1,0,0,0,0,100,207
"2018","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,0,100,0,0,0,6
"2018","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2020","2457040",3,"1060","MONTRÉAL","BELOEIL V",1,0,0,100,0,0,36
"2020","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,0,0,100,0,90
"2021","2456083",1,"1060","MONTRÉAL","VAUDREUIL-DORION V",NA,NA,NA,NA,NA,NA,NA
"2022","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,0,0,50,69.5
"2022","4811013",2,"0340","EDMONTON","BEAUMONT CY",NA,NA,NA,NA,NA,NA,NA
"1989","2465500",3,"1060",NA,NA,2,0,100,0,0,0,6
"1995","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",1,0,0,100,0,0,27
"1996","3520004",4,"2270",NA,NA,3,0,0,0,0,100,148
"1997","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,33.333333333333,66.666666666667,0,0,0,10
"2000","5915043",2,"2410","VANCOUVER","PORT MOODY CY",1,0,100,0,0,0,20
"2004","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"2004","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,0,50,50,0,59.5
"2005","2472005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",11,18.181818181818,81.818181818182,0,0,0,6.45454545454545
"2009","2457005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2012","3506008",3,"1265","OTTAWA","OTTAWA CV",31,0,58.064516129032,9.677419354839,6.451612903226,25.806451612903,63.4838709677419
"2014","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,50,0,50,69
"2015","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,0,60,40,0,0,20.8
"2017","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND CY",4,0,100,0,0,0,6
"2017","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,0,0,50,0,50,158
"2022","4811061",3,"0340","EDMONTON","EDMONTON CY",10,50,10,10,0,30,66.6
"1989","2469600",2,"1060",NA,NA,5,40,60,0,0,0,7.6
"1991","2456650",2,"1060",NA,NA,4,25,25,50,0,0,20.5
"1992","3519046",2,"2270","TORONTO","AURORA T",1,0,0,0,100,0,80
"1994","2455055",2,"1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"1994","2460020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,0,100,0,0,24
"1996","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",6,0,100,0,0,0,6.33333333333333
"1996","2460010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"1997","2466080",3,"1060",NA,NA,4,0,100,0,0,0,8
"1999","2466025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"1999","3524001",3,"2270","TORONTO","PICKERING CY",1,0,0,100,0,0,40
"2001","2471050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,100,0,0,0,6
"2002","5915022",3,"2410","VANCOUVER","VANCOUVER CY",12,16.666666666667,8.333333333333,16.666666666667,16.666666666667,41.666666666667,86.5833333333333
"2002","5915029",1,"2410","VANCOUVER","NEW WESTMINSTER CY",NA,NA,NA,NA,NA,NA,NA
"2003","3520005",2,"2270","TORONTO","AJAX T",10,0,40,10,0,50,103.2
"2004","4811061",2,"0340","EDMONTON","EDMONTON CY",7,28.571428571429,0,42.857142857143,14.285714285714,14.285714285714,50.4285714285714
"2008","4811016",3,"0340","EDMONTON","LEDUC CY",2,0,0,50,0,50,79
"2009","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,23
"2010","3520005",3,"2270","TORONTO","AJAX T",27,0,25.925925925926,7.407407407407,7.407407407407,59.259259259259,180.777777777778
"2013","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,100,0,0,0,6
"2016","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,9
"2016","2457045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,0,100,0,0,0,12
"2018","2459010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,45
"2019","2458033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,0,0,100,0,0,57
"2019","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,6
"2020","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",8,12.5,75,12.5,0,0,13.25
"1989","2473650",3,"1060",NA,NA,1,0,100,0,0,0,6
"1991","2463250",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
