reference_period,ref_qq,metro,metcode,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2011-03-01,1,Victoria,2440,1.0,1.0,518.0,518,1.0,0.0,14.7
2011-03-01,1,Victoria,2440,1.0,2.0,4.0,4,1.0,0.0,0.11
2011-03-01,1,Victoria,2440,2.0,1.0,64.0,34,1.88,0.0,1.82
2011-03-01,1,Victoria,2440,5.0,2.0,182.0,27,6.74,0.26,5.17
2011-03-01,1,Victoria,2440,4.0,3.0,133.0,31,4.29,0.0,3.77
2011-03-01,1,Victoria,2440,5.0,3.0,831.0,24,34.63,2.08,23.59
2011-03-01,1,Victoria,2440,2.0,3.0,24.0,12,2.0,0.0,0.68
2011-03-01,1,Victoria,2440,1.0,3.0,6.0,6,1.0,0.0,0.17
2011-03-01,1,Victoria,2440,2.0,2.0,27.0,26,1.04,0.0,0.77
2011-06-01,2,Victoria,2440,5.0,2.0,178.0,27,6.59,0.11,5.03
2011-06-01,2,Victoria,2440,1.0,2.0,13.0,13,1.0,0.0,0.37
2011-06-01,2,Victoria,2440,1.0,1.0,527.0,527,1.0,0.0,14.9
2011-06-01,2,Victoria,2440,4.0,3.0,165.0,35,4.71,0.0,4.67
2011-06-01,2,Victoria,2440,2.0,3.0,22.0,11,2.0,0.0,0.62
2011-06-01,2,Victoria,2440,2.0,2.0,20.0,19,1.05,0.0,0.57
2011-06-01,2,Victoria,2440,2.0,1.0,70.0,37,1.89,0.0,1.98
2011-06-01,2,Victoria,2440,5.0,3.0,832.0,25,33.28,1.84,23.53
2011-06-01,2,Victoria,2440,1.0,3.0,3.0,3,1.0,0.0,0.08
2011-09-01,3,Victoria,2440,1.0,3.0,7.0,7,1.0,0.0,0.2
2011-09-01,3,Victoria,2440,2.0,2.0,13.0,12,1.08,0.0,0.37
2011-09-01,3,Victoria,2440,2.0,1.0,62.0,31,2.0,0.0,1.74
2011-09-01,3,Victoria,2440,1.0,2.0,12.0,12,1.0,0.0,0.34
2011-09-01,3,Victoria,2440,1.0,1.0,442.0,442,1.0,0.0,12.41
2011-09-01,3,Victoria,2440,5.0,2.0,209.0,38,5.5,0.0,5.87
2011-09-01,3,Victoria,2440,4.0,2.0,14.0,2,7.0,0.0,0.39
2011-09-01,3,Victoria,2440,4.0,3.0,187.0,38,4.92,0.0,5.25
2011-09-01,3,Victoria,2440,5.0,3.0,922.0,29,31.79,1.59,25.9
2011-09-01,3,Victoria,2440,2.0,3.0,26.0,13,2.0,0.0,0.73
2011-12-01,4,Victoria,2440,4.0,2.0,22.0,3,7.33,0.0,0.62
2011-12-01,4,Victoria,2440,1.0,3.0,12.0,12,1.0,0.0,0.34
2011-12-01,4,Victoria,2440,4.0,3.0,167.0,36,4.64,0.0,4.67
2011-12-01,4,Victoria,2440,5.0,2.0,208.0,37,5.62,0.0,5.82
2011-12-01,4,Victoria,2440,2.0,2.0,10.0,9,1.11,0.0,0.28
2011-12-01,4,Victoria,2440,2.0,1.0,58.0,29,2.0,0.0,1.62
2011-12-01,4,Victoria,2440,5.0,3.0,943.0,32,29.47,1.38,26.37
2011-12-01,4,Victoria,2440,2.0,3.0,22.0,11,2.0,0.0,0.62
2011-12-01,4,Victoria,2440,1.0,1.0,431.0,431,1.0,0.0,12.05
2011-12-01,4,Victoria,2440,1.0,2.0,7.0,7,1.0,0.0,0.2
2012-03-01,1,Victoria,2440,5.0,3.0,807.0,28,28.82,1.32,22.47
2012-03-01,1,Victoria,2440,1.0,2.0,5.0,5,1.0,0.0,0.14
2012-03-01,1,Victoria,2440,4.0,3.0,152.0,34,4.47,0.0,4.23
2012-03-01,1,Victoria,2440,2.0,1.0,64.0,32,2.0,0.0,1.78
2012-03-01,1,Victoria,2440,1.0,3.0,9.0,9,1.0,0.0,0.25
2012-03-01,1,Victoria,2440,5.0,2.0,223.0,52,4.29,0.0,6.21
2012-03-01,1,Victoria,2440,4.0,2.0,22.0,3,7.33,0.0,0.61
2012-03-01,1,Victoria,2440,1.0,1.0,415.0,415,1.0,0.0,11.55
2012-03-01,1,Victoria,2440,2.0,3.0,24.0,12,2.0,0.0,0.67
2012-03-01,1,Victoria,2440,2.0,2.0,8.0,7,1.14,0.0,0.22
2012-06-01,2,Victoria,2440,4.0,2.0,8.0,1,8.0,0.0,0.22
2012-06-01,2,Victoria,2440,1.0,1.0,450.0,450,1.0,0.0,12.47
2012-06-01,2,Victoria,2440,5.0,3.0,841.0,26,32.35,1.42,23.31
2012-06-01,2,Victoria,2440,1.0,2.0,14.0,14,1.0,0.0,0.39
2012-06-01,2,Victoria,2440,2.0,2.0,6.0,6,1.0,0.0,0.17
2012-06-01,2,Victoria,2440,2.0,3.0,24.0,12,2.0,0.0,0.67
2012-06-01,2,Victoria,2440,4.0,3.0,172.0,39,4.41,0.0,4.77
2012-06-01,2,Victoria,2440,1.0,3.0,7.0,7,1.0,0.0,0.19
2012-06-01,2,Victoria,2440,2.0,1.0,80.0,40,2.0,0.0,2.22
2012-06-01,2,Victoria,2440,5.0,2.0,186.0,65,2.86,0.0,5.15
2012-09-01,3,Victoria,2440,2.0,2.0,5.0,5,1.0,0.0,0.14
2012-09-01,3,Victoria,2440,4.0,2.0,8.0,1,8.0,0.0,0.22
2012-09-01,3,Victoria,2440,5.0,2.0,124.0,78,1.59,0.28,3.42
2012-09-01,3,Victoria,2440,1.0,3.0,6.0,6,1.0,0.0,0.17
2012-09-01,3,Victoria,2440,1.0,1.0,470.0,470,1.0,0.0,12.96
2012-09-01,3,Victoria,2440,2.0,1.0,76.0,38,2.0,0.0,2.1
2012-09-01,3,Victoria,2440,4.0,1.0,7.0,2,3.5,0.0,0.19
2012-09-01,3,Victoria,2440,2.0,3.0,28.0,14,2.0,0.0,0.77
2012-09-01,3,Victoria,2440,1.0,2.0,14.0,14,1.0,0.0,0.39
2012-09-01,3,Victoria,2440,5.0,3.0,845.0,22,38.41,0.95,23.3
2012-09-01,3,Victoria,2440,4.0,3.0,160.0,37,4.32,0.0,4.41
2012-12-01,4,Victoria,2440,4.0,3.0,141.0,31,4.55,0.0,3.87
2012-12-01,4,Victoria,2440,2.0,2.0,5.0,5,1.0,0.0,0.14
2012-12-01,4,Victoria,2440,1.0,1.0,416.0,416,1.0,0.0,11.42
2012-12-01,4,Victoria,2440,1.0,3.0,7.0,7,1.0,0.0,0.19
2012-12-01,4,Victoria,2440,4.0,1.0,4.0,1,4.0,0.0,0.11
2012-12-01,4,Victoria,2440,2.0,1.0,72.0,36,2.0,0.0,1.98
2012-12-01,4,Victoria,2440,4.0,2.0,7.0,2,3.5,0.0,0.19
2012-12-01,4,Victoria,2440,5.0,2.0,296.0,78,3.79,0.74,8.13
2012-12-01,4,Victoria,2440,1.0,2.0,5.0,5,1.0,0.0,0.14
2012-12-01,4,Victoria,2440,2.0,3.0,20.0,10,2.0,0.0,0.55
2012-12-01,4,Victoria,2440,5.0,3.0,837.0,24,34.88,0.88,22.99
2013-03-01,1,Victoria,2440,1.0,1.0,337.0,337,1.0,0.0,9.22
2013-03-01,1,Victoria,2440,2.0,3.0,18.0,9,2.0,0.0,0.49
2013-03-01,1,Victoria,2440,5.0,3.0,683.0,19,35.95,1.11,18.68
2013-03-01,1,Victoria,2440,2.0,1.0,65.0,33,1.97,0.0,1.78
2013-03-01,1,Victoria,2440,2.0,2.0,3.0,3,1.0,0.0,0.08
2013-03-01,1,Victoria,2440,4.0,3.0,125.0,29,4.31,0.0,3.42
2013-03-01,1,Victoria,2440,5.0,2.0,319.0,52,6.13,1.23,8.73
2013-03-01,1,Victoria,2440,1.0,3.0,4.0,4,1.0,0.0,0.11
2013-03-01,1,Victoria,2440,1.0,2.0,5.0,5,1.0,0.0,0.14
2013-06-01,2,Victoria,2440,1.0,2.0,8.0,8,1.0,0.0,0.22
2013-06-01,2,Victoria,2440,5.0,2.0,392.0,64,6.13,1.67,10.68
2013-06-01,2,Victoria,2440,1.0,3.0,9.0,9,1.0,0.0,0.25
2013-06-01,2,Victoria,2440,4.0,3.0,89.0,21,4.24,0.0,2.42
2013-06-01,2,Victoria,2440,2.0,2.0,2.0,2,1.0,0.0,0.05
2013-06-01,2,Victoria,2440,5.0,3.0,679.0,19,35.74,3.0,18.5
2013-06-01,2,Victoria,2440,2.0,1.0,56.0,28,2.0,0.0,1.53
2013-06-01,2,Victoria,2440,2.0,3.0,16.0,8,2.0,0.0,0.44
2013-06-01,2,Victoria,2440,1.0,1.0,346.0,346,1.0,0.0,9.43
2013-09-01,3,Victoria,2440,1.0,1.0,367.0,367,1.0,0.0,9.97
2013-09-01,3,Victoria,2440,1.0,2.0,9.0,9,1.0,0.0,0.24
2013-09-01,3,Victoria,2440,5.0,3.0,878.0,17,51.65,4.53,23.85
2013-09-01,3,Victoria,2440,1.0,3.0,13.0,13,1.0,0.0,0.35
2013-09-01,3,Victoria,2440,4.0,3.0,88.0,22,4.0,0.0,2.39
2013-09-01,3,Victoria,2440,2.0,1.0,52.0,26,2.0,0.0,1.41
2013-09-01,3,Victoria,2440,2.0,3.0,22.0,11,2.0,0.0,0.6
2013-09-01,3,Victoria,2440,5.0,2.0,429.0,73,5.88,1.81,11.65
2013-09-01,3,Victoria,2440,4.0,2.0,5.0,1,5.0,0.0,0.14
2013-12-01,4,Victoria,2440,4.0,2.0,5.0,1,5.0,0.0,0.14
2013-12-01,4,Victoria,2440,1.0,3.0,8.0,8,1.0,0.0,0.22
2013-12-01,4,Victoria,2440,4.0,3.0,105.0,25,4.2,0.0,2.84
2013-12-01,4,Victoria,2440,5.0,2.0,430.0,72,5.97,2.1,11.64
2013-12-01,4,Victoria,2440,1.0,2.0,7.0,7,1.0,0.0,0.19
2013-12-01,4,Victoria,2440,2.0,3.0,20.0,10,2.0,0.0,0.54
2013-12-01,4,Victoria,2440,1.0,1.0,383.0,383,1.0,0.0,10.36
2013-12-01,4,Victoria,2440,5.0,3.0,1023.0,22,46.5,5.0,27.68
2013-12-01,4,Victoria,2440,2.0,1.0,50.0,25,2.0,0.0,1.35
2014-03-01,1,Victoria,2440,1.0,1.0,360.0,360,1.0,0.0,9.71
2014-03-01,1,Victoria,2440,4.0,3.0,79.0,20,3.95,0.0,2.13
2014-03-01,1,Victoria,2440,1.0,2.0,20.0,20,1.0,0.0,0.54
2014-03-01,1,Victoria,2440,5.0,3.0,999.0,21,47.57,5.43,26.93
2014-03-01,1,Victoria,2440,4.0,2.0,5.0,1,5.0,0.0,0.13
2014-03-01,1,Victoria,2440,2.0,1.0,52.0,26,2.0,0.0,1.4
2014-03-01,1,Victoria,2440,2.0,3.0,6.0,3,2.0,0.0,0.16
2014-03-01,1,Victoria,2440,1.0,3.0,5.0,5,1.0,0.0,0.13
2014-03-01,1,Victoria,2440,5.0,2.0,357.0,66,5.41,2.29,9.62
2014-06-01,2,Victoria,2440,1.0,2.0,11.0,11,1.0,0.0,0.3
2014-06-01,2,Victoria,2440,4.0,3.0,77.0,19,4.05,0.0,2.07
2014-06-01,2,Victoria,2440,2.0,1.0,46.0,23,2.0,0.0,1.24
2014-06-01,2,Victoria,2440,5.0,3.0,780.0,18,43.33,5.33,20.95
2014-06-01,2,Victoria,2440,4.0,2.0,5.0,1,5.0,0.0,0.13
2014-06-01,2,Victoria,2440,2.0,3.0,10.0,5,2.0,0.0,0.27
2014-06-01,2,Victoria,2440,1.0,1.0,340.0,340,1.0,0.0,9.13
2014-06-01,2,Victoria,2440,1.0,3.0,2.0,2,1.0,0.0,0.05
2014-06-01,2,Victoria,2440,5.0,2.0,297.0,60,4.95,0.47,7.98
2014-09-01,3,Victoria,2440,5.0,2.0,308.0,68,4.53,0.46,8.25
2014-09-01,3,Victoria,2440,4.0,3.0,71.0,17,4.18,0.0,1.9
2014-09-01,3,Victoria,2440,1.0,2.0,11.0,11,1.0,0.0,0.29
2014-09-01,3,Victoria,2440,1.0,3.0,7.0,7,1.0,0.0,0.19
2014-09-01,3,Victoria,2440,2.0,1.0,40.0,20,2.0,0.0,1.07
2014-09-01,3,Victoria,2440,2.0,3.0,14.0,7,2.0,0.0,0.37
2014-09-01,3,Victoria,2440,5.0,3.0,849.0,21,40.43,5.19,22.74
2014-09-01,3,Victoria,2440,1.0,1.0,361.0,361,1.0,0.0,9.67
2014-12-01,4,Victoria,2440,1.0,3.0,14.0,14,1.0,0.0,0.37
2014-12-01,4,Victoria,2440,2.0,3.0,16.0,8,2.0,0.0,0.43
2014-12-01,4,Victoria,2440,1.0,1.0,361.0,361,1.0,0.0,9.63
2014-12-01,4,Victoria,2440,2.0,1.0,44.0,22,2.0,0.0,1.17
2014-12-01,4,Victoria,2440,1.0,2.0,10.0,10,1.0,0.0,0.27
2014-12-01,4,Victoria,2440,4.0,3.0,97.0,24,4.04,0.0,2.59
2014-12-01,4,Victoria,2440,5.0,2.0,322.0,68,4.74,0.43,8.59
2014-12-01,4,Victoria,2440,5.0,3.0,586.0,17,34.47,4.35,15.62
2015-03-01,1,Victoria,2440,2.0,1.0,42.0,21,2.0,0.0,1.11
2015-03-01,1,Victoria,2440,1.0,3.0,9.0,9,1.0,0.0,0.24
2015-03-01,1,Victoria,2440,5.0,3.0,784.0,23,34.09,4.3,20.8
2015-03-01,1,Victoria,2440,1.0,1.0,369.0,369,1.0,0.0,9.79
2015-03-01,1,Victoria,2440,2.0,3.0,20.0,10,2.0,0.0,0.53
2015-03-01,1,Victoria,2440,5.0,2.0,318.0,82,3.88,0.29,8.44
2015-03-01,1,Victoria,2440,1.0,2.0,8.0,8,1.0,0.0,0.21
2015-03-01,1,Victoria,2440,4.0,3.0,137.0,31,4.42,0.0,3.64
2015-06-01,2,Victoria,2440,1.0,2.0,6.0,6,1.0,0.0,0.16
2015-06-01,2,Victoria,2440,2.0,1.0,56.0,28,2.0,0.0,1.48
2015-06-01,2,Victoria,2440,5.0,2.0,512.0,101,5.07,0.5,13.52
2015-06-01,2,Victoria,2440,5.0,3.0,470.0,19,24.74,3.84,12.41
2015-06-01,2,Victoria,2440,1.0,3.0,8.0,8,1.0,0.0,0.21
2015-06-01,2,Victoria,2440,1.0,1.0,401.0,401,1.0,0.0,10.59
2015-06-01,2,Victoria,2440,4.0,3.0,127.0,29,4.38,0.0,3.35
2015-06-01,2,Victoria,2440,2.0,3.0,20.0,10,2.0,0.0,0.53
2015-09-01,3,Victoria,2440,1.0,3.0,9.0,9,1.0,0.0,0.24
2015-09-01,3,Victoria,2440,5.0,2.0,608.0,135,4.5,0.39,15.92
2015-09-01,3,Victoria,2440,2.0,3.0,24.0,12,2.0,0.0,0.63
2015-09-01,3,Victoria,2440,1.0,2.0,9.0,9,1.0,0.0,0.24
2015-09-01,3,Victoria,2440,1.0,1.0,489.0,489,1.0,0.0,12.81
2015-09-01,3,Victoria,2440,5.0,3.0,400.0,16,25.0,4.0,10.48
2015-09-01,3,Victoria,2440,2.0,1.0,55.0,28,1.96,0.0,1.44
2015-09-01,3,Victoria,2440,4.0,3.0,133.0,32,4.16,0.0,3.48
2015-12-01,4,Victoria,2440,5.0,2.0,603.0,125,4.82,0.38,15.71
2015-12-01,4,Victoria,2440,1.0,3.0,7.0,7,1.0,0.0,0.18
2015-12-01,4,Victoria,2440,2.0,1.0,37.0,19,1.95,0.0,0.96
2015-12-01,4,Victoria,2440,2.0,3.0,8.0,4,2.0,0.0,0.21
2015-12-01,4,Victoria,2440,4.0,3.0,112.0,26,4.31,0.0,2.92
2015-12-01,4,Victoria,2440,1.0,1.0,481.0,481,1.0,0.0,12.53
2015-12-01,4,Victoria,2440,1.0,2.0,8.0,8,1.0,0.0,0.21
2015-12-01,4,Victoria,2440,5.0,3.0,436.0,16,27.25,4.25,11.36
2016-03-01,1,Victoria,2440,4.0,3.0,92.0,21,4.38,0.0,2.39
2016-03-01,1,Victoria,2440,1.0,1.0,574.0,574,1.0,0.0,14.88
2016-03-01,1,Victoria,2440,5.0,2.0,855.0,156,5.48,0.44,22.17
2016-03-01,1,Victoria,2440,2.0,3.0,10.0,5,2.0,0.0,0.26
2016-03-01,1,Victoria,2440,2.0,1.0,38.0,19,2.0,0.0,0.99
2016-03-01,1,Victoria,2440,1.0,3.0,4.0,4,1.0,0.0,0.1
2016-03-01,1,Victoria,2440,5.0,3.0,332.0,11,30.18,4.55,8.61
2016-03-01,1,Victoria,2440,1.0,2.0,14.0,14,1.0,0.0,0.36
2016-06-01,2,Victoria,2440,2.0,1.0,56.0,28,2.0,0.0,1.45
2016-06-01,2,Victoria,2440,5.0,2.0,1352.0,207,6.53,0.54,34.91
2016-06-01,2,Victoria,2440,1.0,1.0,632.0,632,1.0,0.0,16.32
2016-06-01,2,Victoria,2440,1.0,2.0,19.0,19,1.0,0.0,0.49
2016-06-01,2,Victoria,2440,4.0,2.0,8.0,2,4.0,0.0,0.21
2016-06-01,2,Victoria,2440,4.0,3.0,91.0,20,4.55,0.0,2.35
2016-06-01,2,Victoria,2440,1.0,3.0,5.0,5,1.0,0.0,0.13
2016-06-01,2,Victoria,2440,2.0,3.0,16.0,8,2.0,0.0,0.41
2016-06-01,2,Victoria,2440,5.0,3.0,468.0,14,33.43,4.64,12.08
2016-09-01,3,Victoria,2440,5.0,3.0,644.0,19,33.89,5.26,16.58
2016-09-01,3,Victoria,2440,1.0,3.0,5.0,5,1.0,0.0,0.13
2016-09-01,3,Victoria,2440,2.0,3.0,30.0,15,2.0,0.0,0.77
2016-09-01,3,Victoria,2440,4.0,2.0,8.0,2,4.0,0.0,0.21
2016-09-01,3,Victoria,2440,1.0,1.0,669.0,669,1.0,0.0,17.23
2016-09-01,3,Victoria,2440,5.0,2.0,1093.0,213,5.13,0.41,28.14
2016-09-01,3,Victoria,2440,1.0,2.0,19.0,19,1.0,0.0,0.49
2016-09-01,3,Victoria,2440,2.0,1.0,60.0,30,2.0,0.0,1.54
2016-09-01,3,Victoria,2440,5.0,1.0,1.0,1,1.0,0.0,0.03
2016-09-01,3,Victoria,2440,4.0,3.0,138.0,30,4.6,0.0,3.55
2016-12-01,4,Victoria,2440,2.0,3.0,24.0,12,2.0,0.0,0.62
2016-12-01,4,Victoria,2440,2.0,2.0,4.0,2,2.0,0.0,0.1
2016-12-01,4,Victoria,2440,5.0,1.0,1.0,1,1.0,0.0,0.03
2016-12-01,4,Victoria,2440,5.0,3.0,776.0,23,33.74,5.61,19.9
2016-12-01,4,Victoria,2440,1.0,2.0,15.0,15,1.0,0.0,0.38
2016-12-01,4,Victoria,2440,4.0,2.0,22.0,6,3.67,0.0,0.56
2016-12-01,4,Victoria,2440,1.0,1.0,635.0,635,1.0,0.0,16.29
2016-12-01,4,Victoria,2440,4.0,3.0,125.0,30,4.17,0.0,3.21
2016-12-01,4,Victoria,2440,1.0,3.0,10.0,10,1.0,0.0,0.26
2016-12-01,4,Victoria,2440,2.0,1.0,70.0,35,2.0,0.0,1.8
2016-12-01,4,Victoria,2440,5.0,2.0,1152.0,221,5.21,0.43,29.55
2017-03-01,1,Victoria,2440,2.0,3.0,18.0,9,2.0,0.0,0.46
2017-03-01,1,Victoria,2440,1.0,2.0,20.0,20,1.0,0.0,0.51
2017-03-01,1,Victoria,2440,4.0,2.0,45.0,12,3.75,0.0,1.15
2017-03-01,1,Victoria,2440,4.0,3.0,138.0,36,3.83,0.0,3.53
2017-03-01,1,Victoria,2440,1.0,3.0,15.0,15,1.0,0.0,0.38
2017-03-01,1,Victoria,2440,1.0,1.0,667.0,667,1.0,0.0,17.04
2017-03-01,1,Victoria,2440,2.0,1.0,56.0,28,2.0,0.0,1.43
2017-03-01,1,Victoria,2440,5.0,1.0,1.0,1,1.0,0.0,0.03
2017-03-01,1,Victoria,2440,5.0,3.0,889.0,30,29.63,5.03,22.71
2017-03-01,1,Victoria,2440,5.0,2.0,1062.0,241,4.41,0.35,27.13
2017-06-01,2,Victoria,2440,1.0,1.0,687.0,687,1.0,0.0,17.48
2017-06-01,2,Victoria,2440,5.0,2.0,983.0,239,4.11,0.3,25.02
2017-06-01,2,Victoria,2440,2.0,1.0,54.0,27,2.0,0.0,1.37
2017-06-01,2,Victoria,2440,1.0,2.0,21.0,21,1.0,0.0,0.53
2017-06-01,2,Victoria,2440,5.0,3.0,715.0,28,25.54,4.96,18.2
2017-06-01,2,Victoria,2440,4.0,2.0,44.0,12,3.67,0.0,1.12
2017-06-01,2,Victoria,2440,1.0,3.0,17.0,17,1.0,0.0,0.43
2017-06-01,2,Victoria,2440,2.0,3.0,26.0,13,2.0,0.0,0.66
2017-06-01,2,Victoria,2440,4.0,3.0,160.0,41,3.9,0.0,4.07
2017-06-01,2,Victoria,2440,5.0,1.0,1.0,1,1.0,0.0,0.03
2017-09-01,3,Victoria,2440,4.0,3.0,196.0,50,3.92,0.0,4.97
2017-09-01,3,Victoria,2440,5.0,1.0,1.0,1,1.0,0.0,0.03
2017-09-01,3,Victoria,2440,1.0,3.0,5.0,5,1.0,0.0,0.13
2017-09-01,3,Victoria,2440,1.0,1.0,685.0,685,1.0,0.0,17.37
2017-09-01,3,Victoria,2440,5.0,2.0,1391.0,216,6.44,0.42,35.26
2017-09-01,3,Victoria,2440,5.0,3.0,1166.0,35,33.31,5.09,29.56
2017-09-01,3,Victoria,2440,1.0,2.0,18.0,18,1.0,0.0,0.46
2017-09-01,3,Victoria,2440,2.0,1.0,66.0,33,2.0,0.0,1.67
2017-09-01,3,Victoria,2440,2.0,3.0,52.0,26,2.0,0.0,1.32
2017-09-01,3,Victoria,2440,4.0,2.0,35.0,10,3.5,0.0,0.89
2017-12-01,4,Victoria,2440,2.0,1.0,76.0,38,2.0,0.0,1.92
2017-12-01,4,Victoria,2440,5.0,2.0,1803.0,204,8.84,0.64,45.53
2017-12-01,4,Victoria,2440,5.0,3.0,1336.0,30,44.53,5.8,33.74
2017-12-01,4,Victoria,2440,1.0,3.0,12.0,12,1.0,0.0,0.3
2017-12-01,4,Victoria,2440,1.0,1.0,627.0,627,1.0,0.0,15.83
2017-12-01,4,Victoria,2440,4.0,3.0,190.0,48,3.96,0.0,4.8
2017-12-01,4,Victoria,2440,1.0,2.0,12.0,12,1.0,0.0,0.3
2017-12-01,4,Victoria,2440,4.0,2.0,54.0,15,3.6,0.0,1.36
2017-12-01,4,Victoria,2440,2.0,3.0,66.0,33,2.0,0.0,1.67
2018-03-01,1,Victoria,2440,1.0,1.0,586.0,586,1.0,0.0,14.74
2018-03-01,1,Victoria,2440,1.0,3.0,21.0,21,1.0,0.0,0.53
2018-03-01,1,Victoria,2440,2.0,3.0,60.0,30,2.0,0.0,1.51
2018-03-01,1,Victoria,2440,4.0,3.0,172.0,46,3.74,0.0,4.33
2018-03-01,1,Victoria,2440,2.0,1.0,78.0,39,2.0,0.0,1.96
2018-03-01,1,Victoria,2440,5.0,2.0,1918.0,188,10.2,0.79,48.24
2018-03-01,1,Victoria,2440,5.0,3.0,1427.0,29,49.21,6.21,35.89
2018-03-01,1,Victoria,2440,4.0,2.0,50.0,14,3.57,0.0,1.26
2018-03-01,1,Victoria,2440,1.0,2.0,17.0,17,1.0,0.0,0.43
2018-06-01,2,Victoria,2440,2.0,1.0,74.0,37,2.0,0.0,1.85
2018-06-01,2,Victoria,2440,4.0,3.0,196.0,52,3.77,0.0,4.91
2018-06-01,2,Victoria,2440,1.0,2.0,27.0,27,1.0,0.0,0.68
2018-06-01,2,Victoria,2440,5.0,2.0,1967.0,250,7.87,0.58,49.27
2018-06-01,2,Victoria,2440,5.0,3.0,1521.0,32,47.53,6.06,38.1
2018-06-01,2,Victoria,2440,1.0,1.0,726.0,726,1.0,0.0,18.18
2018-06-01,2,Victoria,2440,1.0,3.0,29.0,29,1.0,0.0,0.73
2018-06-01,2,Victoria,2440,4.0,2.0,29.0,6,4.83,0.0,0.73
2018-06-01,2,Victoria,2440,2.0,3.0,60.0,30,2.0,0.0,1.5
2018-09-01,3,Victoria,2440,1.0,2.0,32.0,32,1.0,0.0,0.8
2018-09-01,3,Victoria,2440,4.0,3.0,209.0,55,3.8,0.0,5.21
2018-09-01,3,Victoria,2440,2.0,3.0,44.0,22,2.0,0.0,1.1
2018-09-01,3,Victoria,2440,5.0,3.0,1546.0,35,44.17,5.71,38.55
2018-09-01,3,Victoria,2440,1.0,1.0,736.0,736,1.0,0.0,18.35
2018-09-01,3,Victoria,2440,1.0,3.0,27.0,27,1.0,0.0,0.67
2018-09-01,3,Victoria,2440,2.0,1.0,58.0,29,2.0,0.0,1.45
2018-09-01,3,Victoria,2440,4.0,2.0,9.0,1,9.0,0.0,0.22
2018-09-01,3,Victoria,2440,5.0,2.0,2534.0,275,9.21,0.62,63.18
2018-12-01,4,Victoria,2440,5.0,2.0,2618.0,298,8.79,0.58,65.01
2018-12-01,4,Victoria,2440,2.0,1.0,48.0,24,2.0,0.0,1.19
2018-12-01,4,Victoria,2440,2.0,3.0,50.0,25,2.0,0.0,1.24
2018-12-01,4,Victoria,2440,1.0,2.0,30.0,30,1.0,0.0,0.74
2018-12-01,4,Victoria,2440,4.0,3.0,263.0,69,3.81,0.0,6.53
2018-12-01,4,Victoria,2440,1.0,1.0,708.0,708,1.0,0.0,17.58
2018-12-01,4,Victoria,2440,5.0,3.0,2018.0,37,54.54,6.89,50.11
2018-12-01,4,Victoria,2440,4.0,2.0,9.0,1,9.0,0.0,0.22
2018-12-01,4,Victoria,2440,1.0,3.0,32.0,32,1.0,0.0,0.79
2019-03-01,1,Victoria,2440,2.0,2.0,6.0,3,2.0,0.0,0.15
2019-03-01,1,Victoria,2440,1.0,2.0,24.0,24,1.0,0.0,0.59
2019-03-01,1,Victoria,2440,1.0,1.0,602.0,602,1.0,0.0,14.89
2019-03-01,1,Victoria,2440,4.0,2.0,20.0,4,5.0,0.0,0.49
2019-03-01,1,Victoria,2440,1.0,3.0,26.0,26,1.0,0.0,0.64
2019-03-01,1,Victoria,2440,5.0,3.0,2322.0,39,59.54,7.15,57.44
2019-03-01,1,Victoria,2440,2.0,3.0,48.0,24,2.0,0.0,1.19
2019-03-01,1,Victoria,2440,2.0,1.0,46.0,23,2.0,0.0,1.14
2019-03-01,1,Victoria,2440,4.0,3.0,290.0,74,3.92,0.0,7.17
2019-03-01,1,Victoria,2440,5.0,2.0,2651.0,252,10.52,0.74,65.57
2019-06-01,2,Victoria,2440,4.0,3.0,296.0,73,4.05,0.0,7.29
2019-06-01,2,Victoria,2440,2.0,3.0,48.0,24,2.0,0.0,1.18
2019-06-01,2,Victoria,2440,1.0,1.0,598.0,598,1.0,0.0,14.74
2019-06-01,2,Victoria,2440,5.0,3.0,2474.0,41,60.34,6.88,60.97
2019-06-01,2,Victoria,2440,1.0,2.0,22.0,22,1.0,0.0,0.54
2019-06-01,2,Victoria,2440,2.0,1.0,58.0,29,2.0,0.0,1.43
2019-06-01,2,Victoria,2440,5.0,1.0,3.0,1,3.0,2.0,0.07
2019-06-01,2,Victoria,2440,4.0,2.0,11.0,3,3.67,0.0,0.27
2019-06-01,2,Victoria,2440,2.0,2.0,6.0,3,2.0,0.0,0.15
2019-06-01,2,Victoria,2440,1.0,3.0,19.0,19,1.0,0.0,0.47
2019-06-01,2,Victoria,2440,5.0,2.0,2268.0,231,9.82,0.63,55.89
2019-09-01,3,Victoria,2440,2.0,1.0,72.0,36,2.0,0.0,1.77
2019-09-01,3,Victoria,2440,5.0,3.0,2125.0,37,57.43,7.08,52.16
2019-09-01,3,Victoria,2440,1.0,3.0,21.0,21,1.0,0.0,0.52
2019-09-01,3,Victoria,2440,5.0,2.0,2516.0,220,11.44,0.78,61.76
2019-09-01,3,Victoria,2440,4.0,3.0,260.0,64,4.06,0.0,6.38
2019-09-01,3,Victoria,2440,1.0,2.0,27.0,27,1.0,0.0,0.66
2019-09-01,3,Victoria,2440,1.0,1.0,585.0,585,1.0,0.0,14.36
