reference_period,metro,stcan_cmacode,censustr,metcode,dweltype,mkttycd,inventory,structures,unitsperstructure,avgstorycount
2021,Vancouver,933,0017.01,2410,5.0,3.0,4.0,1,4.0,4.0
2021,Vancouver,933,0017.02,2410,5.0,3.0,6.0,1,6.0,12.0
2021,Vancouver,933,0019.00,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0037.02,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0052.01,2410,2.0,1.0,2.0,1,2.0,0.0
2021,Vancouver,933,0054.02,2410,2.0,1.0,2.0,1,2.0,0.0
2021,Vancouver,933,0151.08,2410,4.0,3.0,4.0,1,4.0,0.0
2021,Vancouver,933,0160.02,2410,1.0,1.0,2.0,2,1.0,0.0
2021,Vancouver,933,0181.12,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0183.08,2410,1.0,1.0,6.0,6,1.0,0.0
2021,Vancouver,933,0201.00,2410,5.0,3.0,14.0,1,14.0,4.0
2021,Vancouver,933,0221.01,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0221.04,2410,1.0,1.0,3.0,3,1.0,0.0
2021,Vancouver,933,0286.01,2410,1.0,1.0,2.0,2,1.0,0.0
2021,Vancouver,933,0504.11,2410,1.0,1.0,3.0,3,1.0,0.0
2021,Vancouver,933,9013.00,2410,1.0,1.0,2.0,2,1.0,0.0
2021,Vancouver,933,0004.01,2410,5.0,3.0,55.0,5,11.0,4.0
2021,Vancouver,933,0017.01,2410,1.0,3.0,3.0,3,1.0,0.0
2021,Vancouver,933,0024.00,2410,1.0,1.0,2.0,2,1.0,0.0
2021,Vancouver,933,0032.00,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0032.00,2410,2.0,1.0,3.0,2,1.5,0.0
2021,Vancouver,933,0035.01,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0043.02,2410,1.0,1.0,3.0,3,1.0,0.0
2021,Vancouver,933,0059.10,2410,5.0,3.0,170.0,1,170.0,35.0
2021,Vancouver,933,0103.00,2410,1.0,1.0,2.0,2,1.0,0.0
2021,Vancouver,933,0135.00,2410,1.0,1.0,13.0,13,1.0,0.0
2021,Vancouver,933,0143.03,2410,1.0,1.0,2.0,2,1.0,0.0
2021,Vancouver,933,0149.09,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0151.05,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0238.02,2410,2.0,1.0,2.0,1,2.0,0.0
2021,Vancouver,933,0240.01,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0287.02,2410,2.0,3.0,2.0,1,2.0,0.0
2021,Vancouver,933,0502.02,2410,1.0,1.0,1.0,1,1.0,0.0
2021,Vancouver,933,0503.08,2410,4.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0013.04,2410,2.0,1.0,6.0,3,2.0,0.0
2022,Vancouver,933,0016.05,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0017.01,2410,2.0,1.0,6.0,4,1.5,0.0
2022,Vancouver,933,0020.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0032.00,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0033.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0036.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0039.02,2410,2.0,3.0,2.0,1,2.0,0.0
2022,Vancouver,933,0049.01,2410,5.0,3.0,8.0,1,8.0,6.0
2022,Vancouver,933,0050.03,2410,5.0,3.0,1.0,1,1.0,3.0
2022,Vancouver,933,0055.01,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0130.03,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0160.04,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0183.07,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0188.01,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0188.05,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0238.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0404.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0502.06,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0504.09,2410,4.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0023.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0035.01,2410,5.0,3.0,9.0,1,9.0,2.0
2022,Vancouver,933,0038.00,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0046.00,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0053.01,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0053.02,2410,2.0,1.0,7.0,4,1.75,0.0
2022,Vancouver,933,0057.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0100.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0118.00,2410,5.0,3.0,47.0,3,15.67,2.0
2022,Vancouver,933,0141.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0148.00,2410,5.0,3.0,9.0,1,9.0,15.0
2022,Vancouver,933,0149.09,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0230.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0290.02,2410,4.0,3.0,5.0,1,5.0,0.0
2022,Vancouver,933,0007.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0013.03,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0016.05,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0046.00,2410,5.0,3.0,7.0,1,7.0,4.0
2022,Vancouver,933,0050.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0052.02,2410,2.0,1.0,12.0,7,1.71,0.0
2022,Vancouver,933,0100.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0133.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0161.06,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0170.07,2410,5.0,3.0,35.0,1,35.0,12.0
2022,Vancouver,933,0181.08,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0181.16,2410,4.0,3.0,2.0,2,1.0,0.0
2022,Vancouver,933,0182.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0185.07,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0188.06,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0226.02,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0230.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0283.00,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0287.02,2410,2.0,3.0,2.0,1,2.0,0.0
2022,Vancouver,933,0017.02,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0018.02,2410,1.0,1.0,6.0,6,1.0,0.0
2022,Vancouver,933,0019.00,2410,5.0,3.0,7.0,1,7.0,6.0
2022,Vancouver,933,0027.02,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0030.00,2410,5.0,3.0,4.0,4,1.0,3.0
2022,Vancouver,933,0033.01,2410,2.0,1.0,5.0,4,1.25,0.0
2022,Vancouver,933,0037.02,2410,2.0,1.0,4.0,3,1.33,0.0
2022,Vancouver,933,0043.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0054.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0059.10,2410,5.0,3.0,15.0,1,15.0,35.0
2022,Vancouver,933,0145.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0147.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0163.08,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0227.01,2410,5.0,3.0,35.0,2,17.5,29.0
2022,Vancouver,933,0233.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0240.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0402.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0504.11,2410,4.0,3.0,13.0,6,2.17,0.0
2022,Vancouver,933,0016.01,2410,5.0,3.0,10.0,1,10.0,4.0
2022,Vancouver,933,0018.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0022.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0025.00,2410,1.0,1.0,5.0,5,1.0,0.0
2022,Vancouver,933,0031.02,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0035.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0035.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0101.05,2410,2.0,1.0,4.0,2,2.0,0.0
2022,Vancouver,933,0103.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0130.03,2410,4.0,3.0,6.0,1,6.0,0.0
2022,Vancouver,933,0144.06,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0208.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0401.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0504.09,2410,2.0,3.0,2.0,1,2.0,0.0
2022,Vancouver,933,0504.11,2410,5.0,3.0,11.0,1,11.0,6.0
2022,Vancouver,933,0505.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0014.01,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0015.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0024.00,2410,2.0,1.0,4.0,2,2.0,0.0
2022,Vancouver,933,0029.00,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0045.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0144.04,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0151.06,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0151.08,2410,5.0,3.0,62.0,1,62.0,14.0
2022,Vancouver,933,0161.08,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0180.03,2410,4.0,3.0,3.0,1,3.0,0.0
2022,Vancouver,933,0183.09,2410,4.0,3.0,2.0,2,1.0,0.0
2022,Vancouver,933,0184.13,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0188.08,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0402.04,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0403.04,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0011.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0015.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0027.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0031.01,2410,5.0,3.0,2.0,1,2.0,3.0
2022,Vancouver,933,0032.00,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0034.02,2410,2.0,1.0,12.0,7,1.71,0.0
2022,Vancouver,933,0037.02,2410,1.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0039.02,2410,4.0,3.0,2.0,1,2.0,0.0
2022,Vancouver,933,0044.00,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0121.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0142.03,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0144.04,2410,4.0,3.0,5.0,2,2.5,0.0
2022,Vancouver,933,0160.02,2410,1.0,3.0,3.0,3,1.0,0.0
2022,Vancouver,933,0182.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0182.03,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0183.09,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0184.12,2410,1.0,1.0,5.0,5,1.0,0.0
2022,Vancouver,933,0190.01,2410,5.0,3.0,10.0,1,10.0,30.0
2022,Vancouver,933,0236.00,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0238.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0239.01,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0243.01,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0260.06,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0282.02,2410,4.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0286.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0504.09,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0006.02,2410,5.0,3.0,81.0,2,40.5,26.0
2022,Vancouver,933,0012.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0017.01,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0019.00,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0050.03,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0051.01,2410,2.0,1.0,10.0,6,1.67,0.0
2022,Vancouver,933,0131.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0149.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0151.07,2410,5.0,3.0,37.0,4,9.25,10.0
2022,Vancouver,933,0163.04,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0185.07,2410,4.0,3.0,4.0,1,4.0,0.0
2022,Vancouver,933,0188.04,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0238.02,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0260.12,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0287.02,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0004.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0016.04,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0017.02,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0024.00,2410,1.0,1.0,5.0,5,1.0,0.0
2022,Vancouver,933,0032.00,2410,5.0,3.0,2.0,1,2.0,3.0
2022,Vancouver,933,0033.01,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0037.01,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0039.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0051.02,2410,2.0,1.0,3.0,2,1.5,0.0
2022,Vancouver,933,0059.09,2410,5.0,3.0,49.0,2,24.5,40.0
2022,Vancouver,933,0118.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0134.00,2410,1.0,1.0,5.0,5,1.0,0.0
2022,Vancouver,933,0144.03,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0183.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0184.09,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0220.00,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0224.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0237.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0401.02,2410,4.0,3.0,4.0,1,4.0,0.0
2022,Vancouver,933,0008.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0015.01,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0016.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0021.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0030.00,2410,1.0,1.0,5.0,5,1.0,0.0
2022,Vancouver,933,0036.02,2410,2.0,1.0,3.0,2,1.5,0.0
2022,Vancouver,933,0039.01,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0054.01,2410,2.0,1.0,5.0,3,1.67,0.0
2022,Vancouver,933,0064.00,2410,5.0,3.0,1.0,1,1.0,18.0
2022,Vancouver,933,0104.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0142.01,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0142.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0147.01,2410,4.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0200.00,2410,4.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0225.01,2410,2.0,1.0,4.0,2,2.0,0.0
2022,Vancouver,933,0226.02,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0234.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0241.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0243.01,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0291.01,2410,2.0,3.0,2.0,1,2.0,0.0
2022,Vancouver,933,0400.04,2410,1.0,1.0,5.0,5,1.0,0.0
2022,Vancouver,933,0404.02,2410,4.0,3.0,16.0,4,4.0,0.0
2022,Vancouver,933,0001.01,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0002.01,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0002.04,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0004.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0004.02,2410,2.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0007.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0009.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0010.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0013.03,2410,2.0,1.0,3.0,2,1.5,0.0
2022,Vancouver,933,0014.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0014.02,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0019.00,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0026.00,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0031.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0035.02,2410,2.0,1.0,7.0,5,1.4,0.0
2022,Vancouver,933,0051.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0053.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0143.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0149.07,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0160.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0170.07,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0180.03,2410,1.0,1.0,11.0,11,1.0,0.0
2022,Vancouver,933,0183.08,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0221.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0403.04,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0410.05,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0501.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0503.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0006.01,2410,2.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0017.02,2410,5.0,3.0,10.0,2,5.0,4.0
2022,Vancouver,933,0032.00,2410,4.0,3.0,3.0,1,3.0,0.0
2022,Vancouver,933,0034.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0036.01,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0053.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0140.03,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0144.04,2410,2.0,3.0,1.0,1,1.0,0.0
2022,Vancouver,933,0161.08,2410,1.0,3.0,3.0,3,1.0,0.0
2022,Vancouver,933,0163.05,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0181.05,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0221.04,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0222.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0222.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0283.00,2410,5.0,3.0,36.0,1,36.0,25.0
2022,Vancouver,933,0285.02,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0290.04,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0400.09,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0502.02,2410,1.0,1.0,6.0,6,1.0,0.0
2022,Vancouver,933,0504.05,2410,5.0,3.0,1.0,1,1.0,6.0
2022,Vancouver,933,0006.02,2410,2.0,1.0,3.0,2,1.5,0.0
2022,Vancouver,933,0014.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0026.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0028.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0114.01,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0132.00,2410,1.0,1.0,3.0,3,1.0,0.0
2022,Vancouver,933,0141.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0160.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0181.12,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0184.14,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0190.04,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0225.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0229.00,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0282.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0284.02,2410,5.0,3.0,2.0,1,2.0,3.0
2022,Vancouver,933,0401.02,2410,2.0,3.0,2.0,1,2.0,0.0
2022,Vancouver,933,0403.07,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0002.04,2410,2.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0003.01,2410,2.0,1.0,2.0,1,2.0,0.0
2022,Vancouver,933,0042.00,2410,2.0,1.0,4.0,2,2.0,0.0
2022,Vancouver,933,0051.01,2410,5.0,3.0,3.0,1,3.0,3.0
2022,Vancouver,933,0052.01,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0052.02,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0102.02,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0135.00,2410,1.0,1.0,4.0,4,1.0,0.0
2022,Vancouver,933,0146.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0221.04,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0240.01,2410,5.0,3.0,1.0,1,1.0,23.0
2022,Vancouver,933,0242.00,2410,1.0,1.0,2.0,2,1.0,0.0
2022,Vancouver,933,0404.02,2410,1.0,1.0,6.0,6,1.0,0.0
2022,Vancouver,933,0503.03,2410,1.0,1.0,1.0,1,1.0,0.0
2022,Vancouver,933,0504.09,2410,1.0,1.0,6.0,6,1.0,0.0
2022,Vancouver,933,0504.11,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0002.01,2410,2.0,1.0,3.0,2,1.5,0.0
2023,Vancouver,933,0013.03,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0017.04,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0019.00,2410,2.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0021.00,2410,2.0,1.0,2.0,1,2.0,0.0
2023,Vancouver,933,0027.01,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0028.00,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0035.02,2410,2.0,1.0,4.0,3,1.33,0.0
2023,Vancouver,933,0036.01,2410,2.0,1.0,7.0,5,1.4,0.0
2023,Vancouver,933,0042.00,2410,2.0,1.0,6.0,3,2.0,0.0
2023,Vancouver,933,0057.02,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0059.10,2410,5.0,3.0,3.0,1,3.0,35.0
2023,Vancouver,933,0103.02,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0115.00,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0143.03,2410,1.0,1.0,4.0,4,1.0,0.0
2023,Vancouver,933,0145.01,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0148.01,2410,5.0,3.0,9.0,1,9.0,13.0
2023,Vancouver,933,0182.02,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0183.01,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0190.05,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0221.04,2410,2.0,1.0,6.0,3,2.0,0.0
2023,Vancouver,933,0232.00,2410,2.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0235.03,2410,5.0,3.0,88.0,1,88.0,37.0
2023,Vancouver,933,0238.02,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0281.01,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0282.02,2410,4.0,3.0,15.0,4,3.75,0.0
2023,Vancouver,933,0286.01,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0286.02,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0015.02,2410,2.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0019.00,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0032.02,2410,2.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0035.01,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0045.02,2410,2.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0054.02,2410,2.0,1.0,4.0,3,1.33,0.0
2023,Vancouver,933,0056.02,2410,2.0,1.0,2.0,1,2.0,0.0
2023,Vancouver,933,0142.03,2410,1.0,1.0,2.0,2,1.0,0.0
2023,Vancouver,933,0144.06,2410,1.0,1.0,1.0,1,1.0,0.0
2023,Vancouver,933,0250.01,2410,1.0,1.0,3.0,3,1.0,0.0
2023,Vancouver,933,0282.02,2410,2.0,3.0,2.0,1,2.0,0.0
2023,Vancouver,933,0282.02,2410,5.0,3.0,16.0,4,4.0,3.0
2023,Vancouver,933,0283.00,2410,5.0,3.0,36.0,1,36.0,25.0
