reference_period,metro,stcan_cmacode,censustr,metcode,inventory,structures,unitsperstructure,avgstorycount,inventory_per_10kpop
1995,Toronto,535,0180.00,2270,5.0,9,0.56,0.0,0.01
1995,Toronto,535,0275.00,2270,19.0,29,0.66,0.0,0.04
1995,Toronto,535,0484.00,2270,4.0,1,4.0,3.0,0.01
1995,Toronto,535,0010.00,2270,3.0,1,3.0,0.0,0.01
1995,Toronto,535,0024.00,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0136.00,2270,3.0,1,3.0,3.0,0.01
1995,Toronto,535,0289.00,2270,0.0,5,0.0,0.0,0.0
1995,Toronto,535,0332.00,2270,6.0,2,3.0,0.0,0.01
1995,Toronto,535,0378.03,2270,2.0,1,2.0,0.0,0.0
1995,Toronto,535,0460.00,2270,2.0,4,0.5,0.0,0.0
1995,Toronto,535,0804.02,2270,4.0,2,2.0,0.0,0.01
1995,Toronto,535,0167.00,2270,6.0,1,6.0,10.0,0.01
1995,Toronto,535,0263.01,2270,24.0,1,24.0,10.0,0.05
1995,Toronto,535,0274.00,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0278.00,2270,2.0,2,1.0,0.0,0.0
1995,Toronto,535,0346.02,2270,1.0,1,1.0,20.0,0.0
1995,Toronto,535,0410.01,2270,153.0,5,30.6,11.0,0.35
1995,Toronto,535,0480.00,2270,18.0,18,1.0,0.0,0.04
1995,Toronto,535,0516.11,2270,4.0,3,1.33,2.0,0.01
1995,Toronto,535,0585.00,2270,12.0,31,0.39,0.0,0.03
1995,Toronto,535,0410.00,2270,57.0,75,0.76,0.0,0.13
1995,Toronto,535,0560.00,2270,6.0,23,0.26,0.0,0.01
1995,Toronto,535,0804.03,2270,3.0,3,1.0,0.0,0.01
1995,Toronto,535,0400.00,2270,11.0,99,0.11,0.0,0.03
1995,Toronto,535,0516.10,2270,21.0,6,3.5,2.0,0.05
1995,Toronto,535,0630.00,2270,4.0,31,0.13,0.0,0.01
1995,Toronto,535,0810.00,2270,98.0,104,0.94,0.0,0.22
1995,Toronto,535,0033.00,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0288.00,2270,11.0,13,0.85,0.0,0.03
1995,Toronto,535,0307.00,2270,23.0,6,3.83,6.0,0.05
1995,Toronto,535,0570.00,2270,2.0,25,0.08,0.0,0.0
1995,Toronto,535,0620.00,2270,0.0,1,0.0,0.0,0.0
1995,Toronto,535,0032.00,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0150.00,2270,8.0,8,1.0,0.0,0.02
1995,Toronto,535,0264.00,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0300.00,2270,28.0,31,0.9,0.0,0.06
1995,Toronto,535,0516.01,2270,2.0,2,1.0,2.0,0.0
1995,Toronto,535,0600.00,2270,6.0,39,0.15,0.0,0.01
1995,Toronto,535,0800.00,2270,80.0,97,0.82,0.0,0.18
1995,Toronto,535,0015.00,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0050.01,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0200.00,2270,3.0,5,0.6,0.0,0.01
1995,Toronto,535,0244.00,2270,2.0,6,0.33,0.0,0.0
1995,Toronto,535,0374.00,2270,6.0,9,0.67,0.0,0.01
1995,Toronto,535,0402.08,2270,92.0,2,46.0,0.0,0.21
1995,Toronto,535,0517.00,2270,32.0,67,0.48,0.0,0.07
1995,Toronto,535,0573.01,2270,0.0,2,0.0,0.0,0.0
1995,Toronto,535,0803.02,2270,5.0,1,5.0,0.0,0.01
1995,Toronto,535,0117.00,2270,23.0,24,0.96,0.0,0.05
1995,Toronto,535,0221.00,2270,6.0,10,0.6,0.0,0.01
1995,Toronto,535,0592.00,2270,1.0,9,0.11,0.0,0.0
1995,Toronto,535,0000.00,2270,24.0,33,0.73,0.0,0.05
1995,Toronto,535,0079.00,2270,8.0,2,4.0,0.0,0.02
1995,Toronto,535,0334.00,2270,1.0,3,0.33,0.0,0.0
1995,Toronto,535,0351.00,2270,3.0,1,3.0,18.0,0.01
1995,Toronto,535,0002.00,2270,3.0,2,1.5,0.0,0.01
1995,Toronto,535,0323.01,2270,19.0,1,19.0,0.0,0.04
1995,Toronto,535,0297.02,2270,1.0,1,1.0,0.0,0.0
1995,Toronto,535,0440.00,2270,19.0,39,0.49,0.0,0.04
1995,Toronto,535,0516.00,2270,40.0,96,0.42,0.0,0.09
1995,Toronto,535,0035.00,2270,207.0,1,207.0,0.0,0.47
1995,Toronto,535,0305.00,2270,12.0,1,12.0,6.0,0.03
1995,Toronto,535,0330.00,2270,7.0,8,0.88,0.0,0.02
1995,Toronto,535,0470.00,2270,0.0,7,0.0,0.0,0.0
1995,Toronto,535,0830.00,2270,5.0,12,0.42,0.0,0.01
1996,Toronto,535,0127.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0378.04,2270,5.0,1,5.0,0.0,0.01
1996,Toronto,535,0420.00,2270,44.0,70,0.63,0.0,0.1
1996,Toronto,535,0150.00,2270,9.0,7,1.29,0.0,0.02
1996,Toronto,535,0289.00,2270,1.0,2,0.5,0.0,0.0
1996,Toronto,535,0410.03,2270,15.0,2,7.5,0.0,0.03
1996,Toronto,535,0570.00,2270,5.0,68,0.07,0.0,0.01
1996,Toronto,535,0800.00,2270,48.0,100,0.48,0.0,0.11
1996,Toronto,535,0035.00,2270,48.0,1,48.0,0.0,0.11
1996,Toronto,535,0138.00,2270,16.0,1,16.0,0.0,0.04
1996,Toronto,535,0284.00,2270,4.0,1,4.0,0.0,0.01
1996,Toronto,535,0330.00,2270,4.0,15,0.27,0.0,0.01
1996,Toronto,535,0332.00,2270,2.0,1,2.0,0.0,0.0
1996,Toronto,535,0483.00,2270,45.0,56,0.8,0.0,0.1
1996,Toronto,535,0117.00,2270,10.0,11,0.91,0.0,0.02
1996,Toronto,535,0210.00,2270,5.0,1,5.0,46.0,0.01
1996,Toronto,535,0300.00,2270,40.0,52,0.77,0.0,0.09
1996,Toronto,535,0585.00,2270,6.0,25,0.24,0.0,0.01
1996,Toronto,535,0137.00,2270,0.0,1,0.0,0.0,0.0
1996,Toronto,535,0200.00,2270,0.0,2,0.0,0.0,0.0
1996,Toronto,535,0400.03,2270,11.0,3,3.67,0.0,0.02
1996,Toronto,535,0517.00,2270,15.0,86,0.17,0.0,0.03
1996,Toronto,535,0560.00,2270,4.0,22,0.18,0.0,0.01
1996,Toronto,535,0576.03,2270,3.0,5,0.6,0.0,0.01
1996,Toronto,535,0600.00,2270,7.0,38,0.18,0.0,0.02
1996,Toronto,535,0122.00,2270,2.0,1,2.0,0.0,0.0
1996,Toronto,535,0221.00,2270,15.0,14,1.07,0.0,0.03
1996,Toronto,535,0133.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0276.01,2270,9.0,1,9.0,0.0,0.02
1996,Toronto,535,0306.00,2270,8.0,2,4.0,0.0,0.02
1996,Toronto,535,0351.00,2270,2.0,1,2.0,18.0,0.0
1996,Toronto,535,0368.00,2270,43.0,3,14.33,0.0,0.1
1996,Toronto,535,0460.00,2270,0.0,1,0.0,0.0,0.0
1996,Toronto,535,0480.00,2270,28.0,51,0.55,0.0,0.06
1996,Toronto,535,0516.00,2270,6.0,113,0.05,0.0,0.01
1996,Toronto,535,0000.00,2270,25.0,71,0.35,0.0,0.06
1996,Toronto,535,0240.02,2270,2.0,1,2.0,0.0,0.0
1996,Toronto,535,0411.05,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0810.00,2270,86.0,98,0.88,0.0,0.19
1996,Toronto,535,0068.00,2270,5.0,1,5.0,0.0,0.01
1996,Toronto,535,0141.02,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0263.01,2270,62.0,2,31.0,5.0,0.14
1996,Toronto,535,0412.02,2270,3.0,1,3.0,0.0,0.01
1996,Toronto,535,0430.00,2270,4.0,9,0.44,0.0,0.01
1996,Toronto,535,0001.00,2270,3.0,3,1.0,0.0,0.01
1996,Toronto,535,0112.00,2270,2.0,1,2.0,0.0,0.0
1996,Toronto,535,0307.00,2270,22.0,4,5.5,7.0,0.05
1996,Toronto,535,0400.00,2270,46.0,57,0.81,0.0,0.1
1996,Toronto,535,0450.00,2270,20.0,41,0.49,0.0,0.04
1996,Toronto,535,0484.00,2270,4.0,1,4.0,3.0,0.01
1996,Toronto,535,0015.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0288.00,2270,12.0,15,0.8,0.0,0.03
1996,Toronto,535,0374.00,2270,7.0,7,1.0,0.0,0.02
1996,Toronto,535,0410.00,2270,38.0,142,0.27,0.0,0.08
1996,Toronto,535,0820.00,2270,3.0,1,3.0,0.0,0.01
1996,Toronto,535,0079.00,2270,6.0,2,3.0,0.0,0.01
1996,Toronto,535,0132.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0260.00,2270,7.0,14,0.5,0.0,0.02
1996,Toronto,535,0264.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0363.03,2270,32.0,2,16.0,13.0,0.07
1996,Toronto,535,0455.00,2270,0.0,5,0.0,0.0,0.0
1996,Toronto,535,0803.01,2270,2.0,2,1.0,0.0,0.0
1996,Toronto,535,0141.01,2270,2.0,1,2.0,0.0,0.0
1996,Toronto,535,0142.00,2270,0.0,1,0.0,0.0,0.0
1996,Toronto,535,0244.00,2270,2.0,9,0.22,0.0,0.0
1996,Toronto,535,0275.00,2270,12.0,27,0.44,0.0,0.03
1996,Toronto,535,0322.00,2270,4.0,1,4.0,0.0,0.01
1996,Toronto,535,0378.01,2270,32.0,1,32.0,18.0,0.07
1996,Toronto,535,0470.00,2270,1.0,6,0.17,0.0,0.0
1996,Toronto,535,0592.00,2270,1.0,4,0.25,0.0,0.0
1996,Toronto,535,0630.00,2270,1.0,5,0.2,0.0,0.0
1996,Toronto,535,0180.00,2270,5.0,8,0.63,0.0,0.01
1996,Toronto,535,0334.00,2270,0.0,3,0.0,0.0,0.0
1996,Toronto,535,0410.01,2270,71.0,9,7.89,6.0,0.16
1996,Toronto,535,0003.00,2270,11.0,8,1.38,0.0,0.02
1996,Toronto,535,0120.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0376.05,2270,14.0,4,3.5,4.0,0.03
1996,Toronto,535,0516.10,2270,9.0,2,4.5,2.0,0.02
1996,Toronto,535,0002.00,2270,3.0,3,1.0,0.0,0.01
1996,Toronto,535,0027.00,2270,2.0,1,2.0,0.0,0.0
1996,Toronto,535,0119.00,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0297.02,2270,1.0,1,1.0,0.0,0.0
1996,Toronto,535,0339.00,2270,11.0,1,11.0,0.0,0.02
1996,Toronto,535,0402.08,2270,80.0,2,40.0,0.0,0.18
1996,Toronto,535,0440.00,2270,31.0,72,0.43,0.0,0.07
1996,Toronto,535,0500.00,2270,3.0,17,0.18,0.0,0.01
1996,Toronto,535,0830.00,2270,2.0,40,0.05,0.0,0.0
1997,Toronto,535,0000.00,2270,8.0,33,0.24,0.0,0.02
1997,Toronto,535,0231.00,2270,5.0,1,5.0,3.0,0.01
1997,Toronto,535,0330.00,2270,28.0,45,0.62,0.0,0.06
1997,Toronto,535,0411.05,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0440.00,2270,26.0,36,0.72,0.0,0.06
1997,Toronto,535,0482.00,2270,0.0,1,0.0,0.0,0.0
1997,Toronto,535,0630.00,2270,23.0,5,4.6,0.0,0.05
1997,Toronto,535,0318.00,2270,5.0,1,5.0,0.0,0.01
1997,Toronto,535,0363.03,2270,20.0,1,20.0,0.0,0.04
1997,Toronto,535,0368.00,2270,13.0,1,13.0,0.0,0.03
1997,Toronto,535,0376.07,2270,77.0,1,77.0,0.0,0.17
1997,Toronto,535,0378.03,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0410.00,2270,47.0,202,0.23,0.0,0.1
1997,Toronto,535,0450.00,2270,17.0,34,0.5,0.0,0.04
1997,Toronto,535,0517.00,2270,6.0,185,0.03,0.0,0.01
1997,Toronto,535,0528.09,2270,18.0,5,3.6,2.0,0.04
1997,Toronto,535,0122.00,2270,0.0,1,0.0,0.0,0.0
1997,Toronto,535,0150.00,2270,19.0,11,1.73,0.0,0.04
1997,Toronto,535,0263.02,2270,7.0,1,7.0,4.0,0.02
1997,Toronto,535,0420.00,2270,23.0,71,0.32,0.0,0.05
1997,Toronto,535,0210.00,2270,18.0,2,9.0,5.0,0.04
1997,Toronto,535,0410.01,2270,23.0,5,4.6,7.0,0.05
1997,Toronto,535,0208.00,2270,3.0,1,3.0,0.0,0.01
1997,Toronto,535,0221.00,2270,4.0,6,0.67,0.0,0.01
1997,Toronto,535,0260.00,2270,0.0,8,0.0,0.0,0.0
1997,Toronto,535,0480.00,2270,61.0,106,0.58,0.0,0.13
1997,Toronto,535,0483.00,2270,15.0,18,0.83,0.0,0.03
1997,Toronto,535,0500.00,2270,3.0,11,0.27,0.0,0.01
1997,Toronto,535,0003.00,2270,10.0,11,0.91,0.0,0.02
1997,Toronto,535,0306.00,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0412.02,2270,4.0,1,4.0,0.0,0.01
1997,Toronto,535,0516.10,2270,4.0,1,4.0,2.0,0.01
1997,Toronto,535,0528.00,2270,0.0,2,0.0,0.0,0.0
1997,Toronto,535,0590.00,2270,0.0,1,0.0,0.0,0.0
1997,Toronto,535,0002.00,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0131.00,2270,0.0,1,0.0,0.0,0.0
1997,Toronto,535,0297.02,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0370.01,2270,4.0,4,1.0,0.0,0.01
1997,Toronto,535,0800.00,2270,35.0,94,0.37,0.0,0.08
1997,Toronto,535,0600.00,2270,6.0,56,0.11,0.0,0.01
1997,Toronto,535,0803.01,2270,13.0,4,3.25,0.0,0.03
1997,Toronto,535,0585.00,2270,0.0,57,0.0,0.0,0.0
1997,Toronto,535,0830.00,2270,0.0,25,0.0,0.0,0.0
1997,Toronto,535,0289.00,2270,3.0,6,0.5,0.0,0.01
1997,Toronto,535,0374.00,2270,6.0,10,0.6,0.0,0.01
1997,Toronto,535,0400.00,2270,21.0,87,0.24,0.0,0.05
1997,Toronto,535,0516.02,2270,3.0,2,1.5,0.0,0.01
1997,Toronto,535,0804.02,2270,4.0,1,4.0,0.0,0.01
1997,Toronto,535,0036.00,2270,15.0,1,15.0,14.0,0.03
1997,Toronto,535,0138.00,2270,8.0,1,8.0,0.0,0.02
1997,Toronto,535,0244.00,2270,1.0,12,0.08,0.0,0.0
1997,Toronto,535,0288.00,2270,2.0,6,0.33,0.0,0.0
1997,Toronto,535,0307.00,2270,10.0,1,10.0,12.0,0.02
1997,Toronto,535,0378.01,2270,37.0,1,37.0,0.0,0.08
1997,Toronto,535,0455.00,2270,1.0,4,0.25,0.0,0.0
1997,Toronto,535,0470.00,2270,0.0,4,0.0,0.0,0.0
1997,Toronto,535,0509.01,2270,1.0,1,1.0,2.0,0.0
1997,Toronto,535,0805.03,2270,2.0,1,2.0,0.0,0.0
1997,Toronto,535,0810.00,2270,47.0,63,0.75,0.0,0.1
1997,Toronto,535,0023.00,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0117.00,2270,1.0,7,0.14,0.0,0.0
1997,Toronto,535,0213.00,2270,3.0,1,3.0,0.0,0.01
1997,Toronto,535,0361.02,2270,6.0,6,1.0,0.0,0.01
1997,Toronto,535,0430.00,2270,9.0,18,0.5,0.0,0.02
1997,Toronto,535,0516.00,2270,8.0,66,0.12,0.0,0.02
1997,Toronto,535,0516.15,2270,10.0,2,5.0,2.0,0.02
1997,Toronto,535,0560.00,2270,1.0,65,0.02,0.0,0.0
1997,Toronto,535,0120.00,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0300.00,2270,20.0,27,0.74,0.0,0.04
1997,Toronto,535,0376.05,2270,4.0,1,4.0,4.0,0.01
1997,Toronto,535,0402.08,2270,49.0,2,24.5,0.0,0.11
1997,Toronto,535,0509.00,2270,0.0,3,0.0,0.0,0.0
1997,Toronto,535,0334.00,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0592.00,2270,2.0,4,0.5,0.0,0.0
1997,Toronto,535,0275.00,2270,13.0,22,0.59,0.0,0.03
1997,Toronto,535,0410.03,2270,2.0,2,1.0,0.0,0.0
1997,Toronto,535,0460.00,2270,0.0,4,0.0,0.0,0.0
1997,Toronto,535,0001.00,2270,7.0,12,0.58,0.0,0.02
1997,Toronto,535,0033.00,2270,2.0,1,2.0,0.0,0.0
1997,Toronto,535,0137.00,2270,1.0,1,1.0,0.0,0.0
1997,Toronto,535,0180.00,2270,3.0,4,0.75,0.0,0.01
1997,Toronto,535,0200.00,2270,1.0,4,0.25,0.0,0.0
1997,Toronto,535,0263.01,2270,13.0,2,6.5,5.0,0.03
1997,Toronto,535,0401.03,2270,2.0,1,2.0,0.0,0.0
1997,Toronto,535,0430.02,2270,4.0,2,2.0,0.0,0.01
1997,Toronto,535,0528.06,2270,2.0,2,1.0,3.0,0.0
1997,Toronto,535,0570.00,2270,3.0,177,0.02,0.0,0.01
1997,Toronto,535,0573.01,2270,0.0,6,0.0,0.0,0.0
1998,Toronto,535,0010.00,2270,4.0,1,4.0,0.0,0.01
1998,Toronto,535,0289.00,2270,2.0,4,0.5,0.0,0.0
1998,Toronto,535,0308.01,2270,11.0,2,5.5,0.0,0.02
1998,Toronto,535,0335.00,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0516.15,2270,4.0,2,2.0,2.0,0.01
1998,Toronto,535,0528.06,2270,19.0,11,1.73,0.0,0.04
1998,Toronto,535,0080.00,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0288.00,2270,8.0,9,0.89,0.0,0.02
1998,Toronto,535,0333.00,2270,12.0,2,6.0,0.0,0.03
1998,Toronto,535,0378.01,2270,3.0,1,3.0,0.0,0.01
1998,Toronto,535,0402.08,2270,14.0,2,7.0,0.0,0.03
1998,Toronto,535,0430.00,2270,4.0,14,0.29,0.0,0.01
1998,Toronto,535,0480.00,2270,23.0,39,0.59,0.0,0.05
1998,Toronto,535,0150.00,2270,11.0,10,1.1,0.0,0.02
1998,Toronto,535,0810.00,2270,19.0,24,0.79,0.0,0.04
1998,Toronto,535,0570.00,2270,1.0,74,0.01,0.0,0.0
1998,Toronto,535,0201.00,2270,7.0,4,1.75,0.0,0.02
1998,Toronto,535,0206.02,2270,3.0,1,3.0,0.0,0.01
1998,Toronto,535,0210.00,2270,3.0,2,1.5,5.0,0.01
1998,Toronto,535,0318.00,2270,4.0,1,4.0,0.0,0.01
1998,Toronto,535,0359.00,2270,5.0,3,1.67,0.0,0.01
1998,Toronto,535,0410.05,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0516.02,2270,4.0,2,2.0,2.0,0.01
1998,Toronto,535,0002.00,2270,2.0,4,0.5,0.0,0.0
1998,Toronto,535,0175.01,2270,8.0,1,8.0,0.0,0.02
1998,Toronto,535,0300.00,2270,25.0,33,0.76,0.0,0.05
1998,Toronto,535,0374.00,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0455.00,2270,3.0,11,0.27,0.0,0.01
1998,Toronto,535,0517.00,2270,16.0,258,0.06,0.0,0.03
1998,Toronto,535,0001.00,2270,2.0,20,0.1,0.0,0.0
1998,Toronto,535,0180.00,2270,3.0,3,1.0,0.0,0.01
1998,Toronto,535,0231.00,2270,2.0,1,2.0,3.0,0.0
1998,Toronto,535,0307.00,2270,27.0,2,13.5,0.0,0.06
1998,Toronto,535,0420.00,2270,47.0,143,0.33,0.0,0.1
1998,Toronto,535,0590.00,2270,3.0,1,3.0,0.0,0.01
1998,Toronto,535,0600.00,2270,4.0,37,0.11,0.0,0.01
1998,Toronto,535,0221.00,2270,3.0,7,0.43,0.0,0.01
1998,Toronto,535,0370.01,2270,5.0,3,1.67,0.0,0.01
1998,Toronto,535,0376.07,2270,172.0,2,86.0,0.0,0.37
1998,Toronto,535,0528.09,2270,1.0,1,1.0,2.0,0.0
1998,Toronto,535,0573.02,2270,30.0,8,3.75,0.0,0.06
1998,Toronto,535,0036.00,2270,2.0,1,2.0,14.0,0.0
1998,Toronto,535,0410.01,2270,5.0,2,2.5,0.0,0.01
1998,Toronto,535,0483.00,2270,15.0,20,0.75,0.0,0.03
1998,Toronto,535,0260.00,2270,3.0,5,0.6,0.0,0.01
1998,Toronto,535,0516.00,2270,12.0,107,0.11,0.0,0.03
1998,Toronto,535,0550.02,2270,17.0,5,3.4,3.0,0.04
1998,Toronto,535,0576.00,2270,2.0,2,1.0,1.0,0.0
1998,Toronto,535,0117.00,2270,12.0,11,1.09,0.0,0.03
1998,Toronto,535,0402.04,2270,9.0,1,9.0,0.0,0.02
1998,Toronto,535,0422.01,2270,2.0,1,2.0,2.0,0.0
1998,Toronto,535,0026.00,2270,4.0,2,2.0,0.0,0.01
1998,Toronto,535,0138.00,2270,7.0,1,7.0,0.0,0.02
1998,Toronto,535,0263.01,2270,2.0,1,2.0,0.0,0.0
1998,Toronto,535,0330.00,2270,21.0,42,0.5,0.0,0.05
1998,Toronto,535,0400.00,2270,52.0,114,0.46,0.0,0.11
1998,Toronto,535,0411.05,2270,2.0,1,2.0,0.0,0.0
1998,Toronto,535,0420.01,2270,4.0,1,4.0,0.0,0.01
1998,Toronto,535,0515.02,2270,3.0,1,3.0,3.0,0.01
1998,Toronto,535,0830.00,2270,1.0,8,0.13,0.0,0.0
1998,Toronto,535,0200.00,2270,8.0,7,1.14,0.0,0.02
1998,Toronto,535,0334.00,2270,8.0,12,0.67,0.0,0.02
1998,Toronto,535,0400.05,2270,23.0,5,4.6,0.0,0.05
1998,Toronto,535,0412.02,2270,2.0,1,2.0,0.0,0.0
1998,Toronto,535,0440.00,2270,7.0,17,0.41,0.0,0.02
1998,Toronto,535,0460.00,2270,0.0,4,0.0,0.0,0.0
1998,Toronto,535,0275.00,2270,8.0,14,0.57,0.0,0.02
1998,Toronto,535,0592.00,2270,0.0,11,0.0,0.0,0.0
1998,Toronto,535,0800.00,2270,20.0,69,0.29,0.0,0.04
1998,Toronto,535,0000.00,2270,6.0,51,0.12,0.0,0.01
1998,Toronto,535,0003.00,2270,3.0,3,1.0,0.0,0.01
1998,Toronto,535,0023.00,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0128.02,2270,2.0,1,2.0,10.0,0.0
1998,Toronto,535,0222.01,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0226.00,2270,1.0,1,1.0,2.0,0.0
1998,Toronto,535,0450.00,2270,8.0,59,0.14,0.0,0.02
1998,Toronto,535,0470.00,2270,1.0,14,0.07,0.0,0.0
1998,Toronto,535,0560.00,2270,4.0,104,0.04,0.0,0.01
1998,Toronto,535,0021.00,2270,26.0,1,26.0,6.0,0.06
1998,Toronto,535,0297.02,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0339.00,2270,3.0,1,3.0,0.0,0.01
1998,Toronto,535,0410.00,2270,87.0,194,0.45,0.0,0.19
1998,Toronto,535,0410.03,2270,2.0,2,1.0,0.0,0.0
1998,Toronto,535,0482.00,2270,5.0,5,1.0,0.0,0.01
1998,Toronto,535,0500.00,2270,1.0,2,0.5,0.0,0.0
1998,Toronto,535,0516.04,2270,6.0,2,3.0,3.0,0.01
1998,Toronto,535,0528.01,2270,1.0,1,1.0,0.0,0.0
1998,Toronto,535,0572.03,2270,5.0,1,5.0,0.0,0.01
1998,Toronto,535,0585.00,2270,10.0,40,0.25,0.0,0.02
1999,Toronto,535,0000.00,2270,207.0,301,0.69,0.0,0.44
1999,Toronto,535,0324.03,2270,30.0,1,30.0,0.0,0.06
1999,Toronto,535,0412.02,2270,47.0,3,15.67,2.0,0.1
1999,Toronto,535,0412.05,2270,2.0,1,2.0,0.0,0.0
1999,Toronto,535,0516.00,2270,8.0,12,0.67,0.0,0.02
1999,Toronto,535,0200.00,2270,2.0,4,0.5,0.0,0.0
1999,Toronto,535,0275.00,2270,13.0,25,0.52,0.0,0.03
1999,Toronto,535,0295.00,2270,3.0,1,3.0,0.0,0.01
1999,Toronto,535,0300.00,2270,11.0,16,0.69,0.0,0.02
1999,Toronto,535,0339.00,2270,1.0,1,1.0,0.0,0.0
1999,Toronto,535,0411.03,2270,4.0,4,1.0,0.0,0.01
1999,Toronto,535,0450.00,2270,5.0,37,0.14,0.0,0.01
1999,Toronto,535,0482.00,2270,2.0,2,1.0,0.0,0.0
1999,Toronto,535,0550.02,2270,21.0,6,3.5,2.0,0.04
1999,Toronto,535,0012.00,2270,9.0,1,9.0,0.0,0.02
1999,Toronto,535,0334.00,2270,32.0,14,2.29,0.0,0.07
1999,Toronto,535,0361.02,2270,2.0,1,2.0,0.0,0.0
1999,Toronto,535,0403.00,2270,11.0,3,3.67,1.0,0.02
1999,Toronto,535,0517.00,2270,17.0,35,0.49,0.0,0.04
1999,Toronto,535,0062.00,2270,1.0,1,1.0,14.0,0.0
1999,Toronto,535,0201.00,2270,4.0,2,2.0,0.0,0.01
1999,Toronto,535,0800.00,2270,43.0,41,1.05,0.0,0.09
1999,Toronto,535,0002.00,2270,2.0,2,1.0,0.0,0.0
1999,Toronto,535,0150.00,2270,5.0,11,0.45,0.0,0.01
1999,Toronto,535,0221.00,2270,1.0,7,0.14,0.0,0.0
1999,Toronto,535,0297.01,2270,2.0,1,2.0,0.0,0.0
1999,Toronto,535,0830.00,2270,0.0,6,0.0,0.0,0.0
1999,Toronto,535,0032.00,2270,4.0,1,4.0,3.0,0.01
1999,Toronto,535,0117.00,2270,16.0,22,0.73,0.0,0.03
1999,Toronto,535,0128.01,2270,32.0,4,8.0,0.0,0.07
1999,Toronto,535,0318.00,2270,55.0,1,55.0,20.0,0.12
1999,Toronto,535,0376.07,2270,48.0,1,48.0,0.0,0.1
1999,Toronto,535,0460.00,2270,0.0,4,0.0,0.0,0.0
1999,Toronto,535,0560.00,2270,3.0,6,0.5,0.0,0.01
1999,Toronto,535,0600.00,2270,71.0,153,0.46,0.0,0.15
1999,Toronto,535,0052.00,2270,4.0,1,4.0,0.0,0.01
1999,Toronto,535,0224.00,2270,0.0,2,0.0,0.0,0.0
1999,Toronto,535,0400.00,2270,155.0,167,0.93,0.0,0.33
1999,Toronto,535,0410.00,2270,17.0,407,0.04,0.0,0.04
1999,Toronto,535,0570.00,2270,0.0,14,0.0,0.0,0.0
1999,Toronto,535,0180.00,2270,0.0,3,0.0,0.0,0.0
1999,Toronto,535,0186.00,2270,3.0,1,3.0,0.0,0.01
1999,Toronto,535,0297.02,2270,2.0,1,2.0,0.0,0.0
1999,Toronto,535,0410.08,2270,4.0,1,4.0,0.0,0.01
1999,Toronto,535,0412.04,2270,1.0,1,1.0,2.0,0.0
1999,Toronto,535,0480.00,2270,53.0,53,1.0,0.0,0.11
1999,Toronto,535,0528.06,2270,1.0,1,1.0,0.0,0.0
1999,Toronto,535,0810.00,2270,11.0,50,0.22,0.0,0.02
1999,Toronto,535,0214.00,2270,0.0,2,0.0,0.0,0.0
1999,Toronto,535,0241.00,2270,7.0,3,2.33,0.0,0.01
1999,Toronto,535,0412.07,2270,12.0,8,1.5,2.0,0.03
1999,Toronto,535,0585.00,2270,27.0,34,0.79,0.0,0.06
1999,Toronto,535,0175.01,2270,0.0,1,0.0,0.0,0.0
1999,Toronto,535,0455.00,2270,2.0,7,0.29,0.0,0.0
1999,Toronto,535,0001.00,2270,3.0,3,1.0,0.0,0.01
1999,Toronto,535,0175.00,2270,2.0,2,1.0,0.0,0.0
1999,Toronto,535,0288.00,2270,2.0,3,0.67,0.0,0.0
1999,Toronto,535,0289.00,2270,1.0,2,0.5,0.0,0.0
