reference_period,metcode,metro,FSA,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt
2012,1060,Montreal,nan,1.0,1.0,81.0,81,1.0,0.0
2012,1060,Montreal,nan,4.0,1.0,35.0,18,1.94,2.0
2012,1060,Montreal,H1L,5.0,3.0,18.0,4,4.5,3.25
2012,1060,Montreal,H2A,5.0,3.0,10.0,4,2.5,3.0
2012,1060,Montreal,H3X,5.0,3.0,2.0,1,2.0,2.0
2012,1060,Montreal,H4M,5.0,3.0,2.0,1,2.0,2.0
2012,1060,Montreal,H7H,4.0,1.0,2.0,2,1.0,1.0
2012,1060,Montreal,H7P,1.0,1.0,1.0,1,1.0,0.0
2012,1060,Montreal,H7T,1.0,1.0,2.0,2,1.0,0.0
2012,1060,Montreal,J0N,4.0,1.0,4.0,3,1.33,1.0
2012,1060,Montreal,J3E,5.0,3.0,24.0,2,12.0,4.0
2012,1060,Montreal,J3Y,2.0,1.0,2.0,2,1.0,0.0
2012,1060,Montreal,J4Y,5.0,3.0,4.0,2,2.0,4.0
2012,1060,Montreal,J4Z,2.0,1.0,4.0,2,2.0,0.0
2012,1060,Montreal,J6K,5.0,3.0,22.0,9,2.44,2.22
2012,1060,Montreal,J7M,1.0,1.0,8.0,8,1.0,0.0
2012,1060,Montreal,J7Z,1.0,1.0,7.0,7,1.0,0.0
2012,1060,Montreal,nan,2.0,1.0,53.0,42,1.26,0.0
2012,1060,Montreal,H1G,5.0,3.0,41.0,2,20.5,5.5
2012,1060,Montreal,H1R,2.0,1.0,1.0,1,1.0,0.0
2012,1060,Montreal,H1V,5.0,3.0,6.0,2,3.0,3.0
2012,1060,Montreal,H1Y,5.0,3.0,2.0,2,1.0,2.5
2012,1060,Montreal,H2J,5.0,3.0,9.0,2,4.5,3.0
2012,1060,Montreal,H2M,5.0,3.0,4.0,2,2.0,3.0
2012,1060,Montreal,H2P,5.0,3.0,47.0,2,23.5,5.0
2012,1060,Montreal,H4A,5.0,1.0,2.0,2,1.0,2.0
2012,1060,Montreal,H4B,5.0,3.0,1.0,1,1.0,3.0
2012,1060,Montreal,H4C,5.0,3.0,8.0,4,2.0,3.25
2012,1060,Montreal,H7X,1.0,1.0,9.0,9,1.0,0.0
2012,1060,Montreal,H9K,4.0,1.0,2.0,2,1.0,3.0
2012,1060,Montreal,H9K,5.0,3.0,6.0,2,3.0,3.0
2012,1060,Montreal,J0L,5.0,3.0,14.0,6,2.33,2.0
2012,1060,Montreal,J3G,1.0,1.0,9.0,9,1.0,0.0
2012,1060,Montreal,J3L,5.0,1.0,4.0,2,2.0,2.0
2012,1060,Montreal,J3Y,1.0,1.0,16.0,16,1.0,0.0
2012,1060,Montreal,J4G,5.0,3.0,2.0,1,2.0,2.0
2012,1060,Montreal,J4R,5.0,3.0,1.0,1,1.0,2.0
2012,1060,Montreal,J5C,1.0,1.0,3.0,3,1.0,0.0
2012,1060,Montreal,J5C,5.0,3.0,7.0,2,3.5,2.5
2012,1060,Montreal,J5R,5.0,3.0,8.0,3,2.67,3.33
2012,1060,Montreal,J6W,5.0,3.0,10.0,1,10.0,4.0
2012,1060,Montreal,J7Y,1.0,1.0,5.0,5,1.0,0.0
2012,1060,Montreal,H1N,5.0,3.0,4.0,3,1.33,2.33
2012,1060,Montreal,H1Z,5.0,3.0,5.0,1,5.0,4.0
2012,1060,Montreal,H2S,5.0,3.0,9.0,2,4.5,5.0
2012,1060,Montreal,H2T,5.0,3.0,4.0,1,4.0,7.0
2012,1060,Montreal,H3Z,5.0,3.0,10.0,1,10.0,3.0
2012,1060,Montreal,H4G,5.0,3.0,2.0,2,1.0,3.0
2012,1060,Montreal,H7B,5.0,3.0,12.0,5,2.4,2.0
2012,1060,Montreal,H7E,4.0,1.0,3.0,1,3.0,2.0
2012,1060,Montreal,H7H,5.0,3.0,3.0,2,1.5,1.5
2012,1060,Montreal,H7L,1.0,1.0,5.0,5,1.0,0.0
2012,1060,Montreal,H8R,4.0,1.0,1.0,1,1.0,2.0
2012,1060,Montreal,J0N,5.0,3.0,13.0,7,1.86,1.71
2012,1060,Montreal,J3L,2.0,1.0,3.0,3,1.0,0.0
2012,1060,Montreal,J4W,5.0,1.0,1.0,1,1.0,2.0
2012,1060,Montreal,J5A,5.0,3.0,49.0,11,4.45,2.64
2012,1060,Montreal,J5R,1.0,1.0,9.0,9,1.0,0.0
2012,1060,Montreal,J5W,1.0,1.0,18.0,18,1.0,0.0
2012,1060,Montreal,J6K,2.0,1.0,2.0,2,1.0,0.0
2012,1060,Montreal,J6R,1.0,1.0,6.0,6,1.0,0.0
2012,1060,Montreal,J7M,4.0,1.0,4.0,3,1.33,1.33
2012,1060,Montreal,J7V,2.0,1.0,1.0,1,1.0,0.0
2012,1060,Montreal,J7X,4.0,1.0,11.0,5,2.2,0.8
2012,1060,Montreal,H1E,2.0,1.0,2.0,2,1.0,0.0
2012,1060,Montreal,H1T,5.0,3.0,4.0,1,4.0,3.0
2012,1060,Montreal,H4S,1.0,1.0,1.0,1,1.0,0.0
2012,1060,Montreal,H7A,1.0,1.0,3.0,3,1.0,0.0
2012,1060,Montreal,H7K,5.0,3.0,2.0,2,1.0,2.0
2012,1060,Montreal,H7R,2.0,1.0,2.0,1,2.0,0.0
2012,1060,Montreal,H7X,2.0,1.0,7.0,5,1.4,0.0
2012,1060,Montreal,H8R,5.0,3.0,2.0,2,1.0,2.0
2012,1060,Montreal,H9A,5.0,3.0,82.0,2,41.0,3.5
2012,1060,Montreal,H9R,5.0,3.0,5.0,1,5.0,4.0
2012,1060,Montreal,J0P,2.0,1.0,6.0,5,1.2,0.0
2012,1060,Montreal,J0P,4.0,3.0,1.0,1,1.0,0.0
2012,1060,Montreal,J3H,5.0,3.0,11.0,5,2.2,2.2
2012,1060,Montreal,J4V,5.0,1.0,1.0,1,1.0,2.0
2012,1060,Montreal,J5A,1.0,1.0,1.0,1,1.0,0.0
2012,1060,Montreal,J6K,1.0,1.0,2.0,2,1.0,0.0
2012,1060,Montreal,J7C,2.0,1.0,1.0,1,1.0,0.0
2012,1060,Montreal,J7C,5.0,3.0,41.0,7,5.86,3.0
2012,1060,Montreal,J7E,5.0,3.0,23.0,2,11.5,5.0
2012,1060,Montreal,J7J,5.0,3.0,3.0,1,3.0,2.0
2012,1060,Montreal,J7V,5.0,3.0,47.0,7,6.71,3.57
2013,1060,Montreal,H1G,5.0,3.0,50.0,3,16.67,5.67
2013,1060,Montreal,H1R,2.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H1S,5.0,3.0,10.0,1,10.0,12.0
2013,1060,Montreal,H1V,5.0,3.0,8.0,5,1.6,3.2
2013,1060,Montreal,H2Y,5.0,3.0,10.0,1,10.0,4.0
2013,1060,Montreal,H3L,5.0,3.0,43.0,8,5.38,3.38
2013,1060,Montreal,H3W,5.0,3.0,6.0,2,3.0,4.0
2013,1060,Montreal,H4A,5.0,3.0,16.0,2,8.0,3.0
2013,1060,Montreal,H4L,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H4M,5.0,3.0,2.0,1,2.0,2.0
2013,1060,Montreal,H7H,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H9S,5.0,3.0,12.0,4,3.0,3.75
2013,1060,Montreal,H9W,4.0,1.0,1.0,1,1.0,2.0
2013,1060,Montreal,J0L,4.0,1.0,5.0,3,1.67,0.67
2013,1060,Montreal,J0N,1.0,1.0,13.0,13,1.0,0.0
2013,1060,Montreal,J0P,4.0,3.0,1.0,1,1.0,0.0
2013,1060,Montreal,J3X,5.0,3.0,5.0,3,1.67,2.0
2013,1060,Montreal,J3Y,2.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,J4Z,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5W,1.0,1.0,17.0,17,1.0,0.0
2013,1060,Montreal,J6X,1.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,J7C,2.0,1.0,8.0,6,1.33,0.0
2013,1060,Montreal,nan,5.0,3.0,246.0,57,4.32,3.68
2013,1060,Montreal,H1X,5.0,3.0,5.0,3,1.67,3.0
2013,1060,Montreal,H1Y,5.0,3.0,2.0,1,2.0,3.0
2013,1060,Montreal,H2A,5.0,3.0,22.0,10,2.2,2.9
2013,1060,Montreal,H2E,5.0,3.0,8.0,2,4.0,2.5
2013,1060,Montreal,H2H,5.0,3.0,7.0,3,2.33,3.33
2013,1060,Montreal,H7A,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H7B,5.0,3.0,1.0,1,1.0,2.0
2013,1060,Montreal,H7E,4.0,1.0,2.0,2,1.0,2.0
2013,1060,Montreal,H7P,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H7R,5.0,3.0,9.0,3,3.0,2.33
2013,1060,Montreal,H7X,1.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,H8R,5.0,3.0,4.0,4,1.0,2.0
2013,1060,Montreal,H9A,5.0,3.0,52.0,2,26.0,3.5
2013,1060,Montreal,H9G,5.0,3.0,5.0,1,5.0,6.0
2013,1060,Montreal,H9J,4.0,3.0,1.0,1,1.0,2.0
2013,1060,Montreal,J3G,2.0,1.0,4.0,2,2.0,0.0
2013,1060,Montreal,J3L,5.0,1.0,1.0,1,1.0,1.0
2013,1060,Montreal,J3N,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J3V,1.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,J4H,5.0,3.0,3.0,1,3.0,2.0
2013,1060,Montreal,J4K,5.0,3.0,26.0,8,3.25,2.25
2013,1060,Montreal,J5Y,5.0,3.0,7.0,4,1.75,2.0
2013,1060,Montreal,J6K,4.0,1.0,2.0,2,1.0,2.0
2013,1060,Montreal,J6W,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J7C,1.0,1.0,8.0,8,1.0,0.0
2013,1060,Montreal,J7C,5.0,1.0,2.0,1,2.0,1.0
2013,1060,Montreal,J7T,1.0,1.0,4.0,4,1.0,0.0
2013,1060,Montreal,nan,2.0,1.0,22.0,19,1.16,0.0
2013,1060,Montreal,H1K,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H2K,4.0,3.0,3.0,1,3.0,2.0
2013,1060,Montreal,H7A,4.0,1.0,13.0,6,2.17,1.67
2013,1060,Montreal,H7P,4.0,1.0,3.0,1,3.0,2.0
2013,1060,Montreal,H7W,5.0,3.0,30.0,1,30.0,9.0
2013,1060,Montreal,H8S,4.0,1.0,2.0,1,2.0,3.0
2013,1060,Montreal,H9K,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H9K,5.0,3.0,5.0,2,2.5,3.0
2013,1060,Montreal,J0L,2.0,1.0,5.0,5,1.0,0.0
2013,1060,Montreal,J0N,2.0,1.0,2.0,1,2.0,0.0
2013,1060,Montreal,J3L,2.0,1.0,5.0,5,1.0,0.0
2013,1060,Montreal,J4G,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5Y,1.0,1.0,4.0,4,1.0,0.0
2013,1060,Montreal,J5Z,4.0,1.0,6.0,3,2.0,0.67
2013,1060,Montreal,J6Z,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J7H,5.0,3.0,4.0,1,4.0,4.0
2013,1060,Montreal,J7J,5.0,3.0,23.0,8,2.88,2.63
2013,1060,Montreal,J7M,1.0,1.0,9.0,9,1.0,0.0
2013,1060,Montreal,H1E,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H2K,5.0,3.0,25.0,6,4.17,3.83
2013,1060,Montreal,H2P,5.0,3.0,30.0,1,30.0,7.0
2013,1060,Montreal,H4N,5.0,3.0,2.0,1,2.0,10.0
2013,1060,Montreal,H4W,4.0,1.0,11.0,2,5.5,2.0
2013,1060,Montreal,H7L,2.0,1.0,6.0,4,1.5,0.0
2013,1060,Montreal,H7V,5.0,3.0,24.0,1,24.0,17.0
2013,1060,Montreal,H7X,5.0,3.0,67.0,3,22.33,6.33
2013,1060,Montreal,H8N,4.0,1.0,3.0,2,1.5,2.0
2013,1060,Montreal,H8Z,5.0,3.0,17.0,2,8.5,3.0
2013,1060,Montreal,H9R,5.0,3.0,7.0,2,3.5,4.0
2013,1060,Montreal,J0L,5.0,1.0,1.0,1,1.0,2.0
2013,1060,Montreal,J0P,2.0,1.0,5.0,3,1.67,0.0
2013,1060,Montreal,J3Y,1.0,1.0,9.0,9,1.0,0.0
2013,1060,Montreal,J4J,5.0,3.0,5.0,3,1.67,2.33
2013,1060,Montreal,J4Y,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5B,5.0,3.0,6.0,2,3.0,2.5
2013,1060,Montreal,J5C,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5R,1.0,1.0,8.0,8,1.0,0.0
2013,1060,Montreal,J6J,5.0,3.0,4.0,1,4.0,2.0
2013,1060,Montreal,J6N,5.0,3.0,2.0,1,2.0,3.0
2013,1060,Montreal,J6R,2.0,1.0,7.0,7,1.0,0.0
2013,1060,Montreal,J6Y,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J7G,4.0,1.0,4.0,3,1.33,2.0
2013,1060,Montreal,J7J,1.0,1.0,28.0,28,1.0,0.0
2013,1060,Montreal,J7Z,5.0,3.0,18.0,5,3.6,2.6
2013,1060,Montreal,H1C,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H1H,5.0,3.0,6.0,1,6.0,2.0
2013,1060,Montreal,H1R,4.0,1.0,5.0,3,1.67,2.0
2013,1060,Montreal,H2X,5.0,3.0,99.0,1,99.0,6.0
2013,1060,Montreal,H3E,4.0,1.0,2.0,1,2.0,3.0
2013,1060,Montreal,H3E,5.0,3.0,49.0,3,16.33,14.33
2013,1060,Montreal,H3Z,5.0,3.0,8.0,2,4.0,4.5
2013,1060,Montreal,H4E,5.0,3.0,2.0,2,1.0,3.0
2013,1060,Montreal,H4S,5.0,3.0,14.0,3,4.67,2.0
2013,1060,Montreal,H4W,2.0,1.0,3.0,2,1.5,0.0
2013,1060,Montreal,H7E,5.0,3.0,7.0,5,1.4,2.8
2013,1060,Montreal,H7L,1.0,1.0,4.0,4,1.0,0.0
2013,1060,Montreal,H7N,5.0,3.0,16.0,4,4.0,6.0
2013,1060,Montreal,H7T,4.0,1.0,4.0,1,4.0,3.0
2013,1060,Montreal,J0L,5.0,3.0,5.0,3,1.67,2.33
2013,1060,Montreal,J0N,5.0,3.0,31.0,11,2.82,2.45
2013,1060,Montreal,J0P,1.0,1.0,26.0,26,1.0,0.0
2013,1060,Montreal,J0V,1.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,J3G,4.0,3.0,3.0,2,1.5,2.0
2013,1060,Montreal,J3H,4.0,3.0,6.0,4,1.5,0.75
2013,1060,Montreal,J4M,5.0,3.0,24.0,16,1.5,1.94
2013,1060,Montreal,J5L,1.0,1.0,25.0,25,1.0,0.0
2013,1060,Montreal,J6K,5.0,3.0,16.0,8,2.0,2.63
2013,1060,Montreal,J6N,2.0,1.0,10.0,7,1.43,0.0
2013,1060,Montreal,J6Y,4.0,1.0,3.0,1,3.0,0.0
2013,1060,Montreal,J6Y,5.0,3.0,2.0,1,2.0,3.0
2013,1060,Montreal,J7J,4.0,1.0,1.0,1,1.0,2.0
2013,1060,Montreal,J7L,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J7T,2.0,1.0,3.0,2,1.5,0.0
2013,1060,Montreal,J7V,1.0,1.0,11.0,11,1.0,0.0
2013,1060,Montreal,J7X,4.0,1.0,10.0,6,1.67,0.33
2013,1060,Montreal,nan,4.0,1.0,19.0,13,1.46,2.15
2013,1060,Montreal,H1A,5.0,3.0,25.0,3,8.33,2.33
2013,1060,Montreal,H2C,5.0,3.0,1.0,1,1.0,3.0
2013,1060,Montreal,H2G,5.0,3.0,2.0,1,2.0,2.0
2013,1060,Montreal,H2S,5.0,3.0,4.0,3,1.33,2.67
2013,1060,Montreal,H3B,5.0,3.0,5.0,1,5.0,32.0
2013,1060,Montreal,H3P,5.0,3.0,9.0,3,3.0,5.0
2013,1060,Montreal,H4S,2.0,1.0,2.0,1,2.0,0.0
2013,1060,Montreal,H7R,1.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,H7T,5.0,3.0,5.0,3,1.67,3.0
2013,1060,Montreal,H7Y,5.0,3.0,23.0,2,11.5,5.0
2013,1060,Montreal,H8S,5.0,3.0,5.0,2,2.5,3.0
2013,1060,Montreal,H9C,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H9X,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J0L,1.0,1.0,11.0,11,1.0,0.0
2013,1060,Montreal,J0P,5.0,3.0,57.0,10,5.7,2.5
2013,1060,Montreal,J3E,5.0,3.0,10.0,1,10.0,4.0
2013,1060,Montreal,J3G,5.0,3.0,12.0,4,3.0,2.25
2013,1060,Montreal,J3L,4.0,1.0,7.0,2,3.5,2.0
2013,1060,Montreal,J3V,5.0,3.0,8.0,1,8.0,3.0
2013,1060,Montreal,J3X,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J3X,2.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,J4B,5.0,3.0,19.0,7,2.71,2.57
2013,1060,Montreal,J4L,5.0,3.0,6.0,1,6.0,4.0
2013,1060,Montreal,J4Y,5.0,1.0,4.0,2,2.0,3.0
2013,1060,Montreal,J5R,5.0,3.0,8.0,2,4.0,4.0
2013,1060,Montreal,J5W,2.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,J5X,4.0,1.0,4.0,3,1.33,1.33
2013,1060,Montreal,J7C,5.0,3.0,26.0,6,4.33,2.83
2013,1060,Montreal,J7E,5.0,3.0,23.0,2,11.5,6.0
2013,1060,Montreal,J7R,1.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,J7R,5.0,3.0,10.0,2,5.0,2.0
2013,1060,Montreal,nan,4.0,3.0,6.0,4,1.5,1.0
2013,1060,Montreal,nan,5.0,1.0,4.0,2,2.0,1.0
2013,1060,Montreal,H1A,4.0,1.0,2.0,1,2.0,2.0
2013,1060,Montreal,H1K,4.0,1.0,4.0,3,1.33,2.0
2013,1060,Montreal,H1L,5.0,3.0,15.0,10,1.5,2.2
2013,1060,Montreal,H1N,5.0,3.0,16.0,3,5.33,2.67
2013,1060,Montreal,H4J,5.0,3.0,20.0,5,4.0,3.2
2013,1060,Montreal,H4R,4.0,1.0,4.0,2,2.0,3.0
2013,1060,Montreal,H7A,1.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,H7L,5.0,3.0,12.0,4,3.0,3.5
2013,1060,Montreal,H7X,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J3H,1.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,J3V,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J4P,5.0,3.0,8.0,1,8.0,5.0
2013,1060,Montreal,J5A,2.0,1.0,8.0,7,1.14,0.0
2013,1060,Montreal,J5W,5.0,3.0,12.0,4,3.0,2.75
2013,1060,Montreal,J5Z,2.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,J5Z,5.0,3.0,40.0,10,4.0,4.3
2013,1060,Montreal,J6A,5.0,3.0,11.0,2,5.5,12.5
2013,1060,Montreal,J6Z,5.0,3.0,2.0,1,2.0,2.0
2013,1060,Montreal,J7J,5.0,1.0,2.0,1,2.0,1.0
2013,1060,Montreal,J7N,1.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,J7V,4.0,1.0,13.0,6,2.17,2.17
2013,1060,Montreal,J7Y,5.0,3.0,31.0,10,3.1,2.8
2013,1060,Montreal,J7Z,4.0,1.0,3.0,1,3.0,0.0
2013,1060,Montreal,H1C,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H1E,5.0,1.0,1.0,1,1.0,2.0
2013,1060,Montreal,H1E,5.0,3.0,9.0,1,9.0,3.0
2013,1060,Montreal,H1Z,5.0,3.0,3.0,1,3.0,2.0
2013,1060,Montreal,H2B,5.0,3.0,14.0,2,7.0,3.0
2013,1060,Montreal,H2J,5.0,3.0,15.0,5,3.0,3.0
2013,1060,Montreal,H2T,5.0,3.0,1.0,1,1.0,4.0
2013,1060,Montreal,H4G,5.0,3.0,11.0,2,5.5,3.5
2013,1060,Montreal,H7A,5.0,3.0,25.0,10,2.5,3.2
2013,1060,Montreal,H7H,5.0,3.0,5.0,2,2.5,2.0
2013,1060,Montreal,H7T,1.0,1.0,4.0,4,1.0,0.0
2013,1060,Montreal,H8N,5.0,3.0,10.0,1,10.0,12.0
2013,1060,Montreal,H9E,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H9J,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J3G,4.0,1.0,4.0,1,4.0,0.0
2013,1060,Montreal,J4N,5.0,3.0,12.0,1,12.0,5.0
2013,1060,Montreal,J4Z,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,J5C,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5X,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5Z,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J6J,1.0,1.0,6.0,6,1.0,0.0
2013,1060,Montreal,J6K,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,J6K,2.0,1.0,4.0,4,1.0,0.0
2013,1060,Montreal,J7M,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J7M,5.0,3.0,16.0,6,2.67,2.33
2013,1060,Montreal,J7T,5.0,3.0,3.0,2,1.5,2.0
2013,1060,Montreal,H1C,5.0,3.0,5.0,4,1.25,2.0
2013,1060,Montreal,H1E,2.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H1T,5.0,3.0,21.0,3,7.0,6.67
2013,1060,Montreal,H2B,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H2R,5.0,3.0,6.0,1,6.0,3.0
2013,1060,Montreal,H4R,2.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H4S,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H4V,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H4W,5.0,3.0,13.0,1,13.0,10.0
2013,1060,Montreal,H7K,5.0,3.0,2.0,2,1.0,2.0
2013,1060,Montreal,H7R,2.0,1.0,6.0,5,1.2,0.0
2013,1060,Montreal,H8Y,5.0,3.0,19.0,2,9.5,2.5
2013,1060,Montreal,H9H,5.0,3.0,19.0,3,6.33,5.33
2013,1060,Montreal,H9K,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H9R,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J3G,1.0,1.0,7.0,7,1.0,0.0
2013,1060,Montreal,J3H,5.0,3.0,33.0,8,4.13,2.38
2013,1060,Montreal,J3L,1.0,1.0,24.0,24,1.0,0.0
2013,1060,Montreal,J3Y,5.0,3.0,75.0,23,3.26,2.61
2013,1060,Montreal,J4X,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5A,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,J5A,5.0,3.0,7.0,2,3.5,3.0
2013,1060,Montreal,J5L,5.0,3.0,17.0,5,3.4,2.6
2013,1060,Montreal,J5T,4.0,1.0,3.0,1,3.0,2.0
2013,1060,Montreal,J6N,1.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,J7V,5.0,3.0,25.0,10,2.5,3.4
2013,1060,Montreal,J7Y,4.0,1.0,3.0,1,3.0,0.0
2013,1060,Montreal,J7Z,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,H1H,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H1K,2.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H1W,5.0,3.0,6.0,3,2.0,3.0
2013,1060,Montreal,H2L,5.0,3.0,9.0,3,3.0,4.33
2013,1060,Montreal,H4C,5.0,3.0,2.0,1,2.0,3.0
2013,1060,Montreal,H4J,2.0,1.0,2.0,1,2.0,0.0
2013,1060,Montreal,H4K,5.0,3.0,1.0,1,1.0,2.0
2013,1060,Montreal,H4L,5.0,3.0,33.0,2,16.5,4.0
2013,1060,Montreal,H4T,5.0,3.0,5.0,1,5.0,6.0
2013,1060,Montreal,H7G,5.0,3.0,23.0,2,11.5,3.5
2013,1060,Montreal,H7H,2.0,1.0,4.0,2,2.0,0.0
2013,1060,Montreal,H7R,4.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,H8P,5.0,3.0,3.0,2,1.5,2.0
2013,1060,Montreal,H9K,4.0,1.0,2.0,2,1.0,3.0
2013,1060,Montreal,H9X,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J0N,4.0,1.0,2.0,2,1.0,1.0
2013,1060,Montreal,J3L,5.0,3.0,21.0,15,1.4,2.47
2013,1060,Montreal,J3N,5.0,3.0,11.0,6,1.83,2.33
2013,1060,Montreal,J4B,1.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,J4T,5.0,3.0,6.0,3,2.0,2.67
2013,1060,Montreal,J4Y,5.0,3.0,6.0,6,1.0,2.5
2013,1060,Montreal,J5A,4.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J5R,2.0,1.0,3.0,3,1.0,0.0
2013,1060,Montreal,J5T,1.0,1.0,5.0,5,1.0,0.0
2013,1060,Montreal,J6A,1.0,1.0,1.0,1,1.0,0.0
2013,1060,Montreal,J6J,2.0,1.0,3.0,2,1.5,0.0
2013,1060,Montreal,J6R,1.0,1.0,5.0,5,1.0,0.0
2013,1060,Montreal,J7V,2.0,1.0,5.0,4,1.25,0.0
2013,1060,Montreal,J7Y,1.0,1.0,10.0,10,1.0,0.0
2013,1060,Montreal,J7Z,2.0,1.0,2.0,2,1.0,0.0
2013,1060,Montreal,nan,1.0,1.0,74.0,74,1.0,0.0
2014,1060,Montreal,H1A,1.0,1.0,1.0,1,1.0,0.0
2014,1060,Montreal,H1C,5.0,3.0,5.0,1,5.0,2.0
2014,1060,Montreal,H2J,5.0,3.0,12.0,5,2.4,3.0
2014,1060,Montreal,H2S,5.0,3.0,8.0,3,2.67,3.33
2014,1060,Montreal,H3E,5.0,3.0,28.0,4,7.0,22.75
2014,1060,Montreal,H3G,5.0,3.0,7.0,1,7.0,8.0
2014,1060,Montreal,H3M,2.0,1.0,1.0,1,1.0,0.0
2014,1060,Montreal,H3N,5.0,3.0,2.0,2,1.0,3.0
2014,1060,Montreal,H3P,5.0,3.0,15.0,2,7.5,6.0
2014,1060,Montreal,H3V,5.0,3.0,8.0,1,8.0,8.0
2014,1060,Montreal,H4C,5.0,3.0,8.0,4,2.0,3.25
2014,1060,Montreal,H4W,4.0,1.0,6.0,3,2.0,0.0
2014,1060,Montreal,H7A,2.0,1.0,1.0,1,1.0,0.0
2014,1060,Montreal,H7A,5.0,3.0,16.0,7,2.29,3.29
2014,1060,Montreal,H7E,5.0,3.0,10.0,4,2.5,2.75
2014,1060,Montreal,H7H,4.0,1.0,1.0,1,1.0,0.0
2014,1060,Montreal,H7X,2.0,1.0,5.0,4,1.25,0.0
2014,1060,Montreal,H9C,1.0,1.0,1.0,1,1.0,0.0
2014,1060,Montreal,H9C,2.0,1.0,2.0,1,2.0,0.0
2014,1060,Montreal,H9H,5.0,3.0,10.0,1,10.0,10.0
2014,1060,Montreal,H9R,5.0,3.0,11.0,3,3.67,4.0
2014,1060,Montreal,J0N,4.0,1.0,1.0,1,1.0,0.0
2014,1060,Montreal,J0P,5.0,3.0,26.0,6,4.33,2.83
