reference_period,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2015,2680,Winnipeg,1.0,3.0,2.0,2,1.0,0.0,0.03
2015,2680,Winnipeg,2.0,3.0,5.0,4,1.25,0.0,0.06
2015,2680,Winnipeg,1.0,1.0,256.0,256,1.0,0.0,3.2
2015,2680,Winnipeg,4.0,3.0,87.0,28,3.11,0.0,1.09
2015,2680,Winnipeg,2.0,1.0,36.0,31,1.16,0.0,0.45
2016,2680,Winnipeg,2.0,3.0,1.0,1,1.0,0.0,0.01
2016,2680,Winnipeg,4.0,3.0,41.0,18,2.28,0.0,0.5
2016,2680,Winnipeg,5.0,3.0,310.0,25,12.4,3.88,3.8
2016,2680,Winnipeg,1.0,1.0,221.0,221,1.0,0.0,2.71
2016,2680,Winnipeg,2.0,1.0,22.0,16,1.38,0.0,0.27
2017,2680,Winnipeg,1.0,1.0,245.0,245,1.0,0.0,2.95
2017,2680,Winnipeg,2.0,3.0,1.0,1,1.0,0.0,0.01
2017,2680,Winnipeg,5.0,3.0,154.0,19,8.11,3.37,1.85
2017,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2017,2680,Winnipeg,4.0,3.0,36.0,18,2.0,0.0,0.43
2017,2680,Winnipeg,2.0,1.0,34.0,24,1.42,0.0,0.41
2017,2680,Winnipeg,4.0,1.0,4.0,1,4.0,0.0,0.05
2017,2680,Winnipeg,5.0,1.0,2.0,1,2.0,0.0,0.02
2018,2680,Winnipeg,2.0,1.0,29.0,21,1.38,0.0,0.34
2018,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2018,2680,Winnipeg,4.0,1.0,3.0,1,3.0,0.0,0.04
2018,2680,Winnipeg,5.0,1.0,8.0,4,2.0,0.0,0.09
2018,2680,Winnipeg,5.0,3.0,268.0,19,14.11,4.89,3.18
2018,2680,Winnipeg,4.0,3.0,69.0,24,2.88,0.0,0.82
2018,2680,Winnipeg,2.0,3.0,1.0,1,1.0,0.0,0.01
2018,2680,Winnipeg,1.0,1.0,342.0,342,1.0,0.0,4.06
2019,2680,Winnipeg,4.0,1.0,4.0,3,1.33,0.0,0.05
2019,2680,Winnipeg,1.0,1.0,301.0,301,1.0,0.0,3.54
2019,2680,Winnipeg,2.0,3.0,1.0,1,1.0,0.0,0.01
2019,2680,Winnipeg,4.0,3.0,26.0,14,1.86,0.0,0.31
2019,2680,Winnipeg,5.0,3.0,234.0,18,13.0,5.17,2.75
2019,2680,Winnipeg,2.0,1.0,28.0,19,1.47,0.0,0.33
2019,2680,Winnipeg,5.0,1.0,2.0,1,2.0,0.0,0.02
2019,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2020,2680,Winnipeg,5.0,3.0,116.0,12,9.67,5.83,1.35
2020,2680,Winnipeg,5.0,1.0,2.0,1,2.0,2.0,0.02
2020,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2020,2680,Winnipeg,2.0,1.0,25.0,18,1.39,0.0,0.29
2020,2680,Winnipeg,4.0,3.0,30.0,13,2.31,0.0,0.35
2020,2680,Winnipeg,1.0,1.0,155.0,155,1.0,0.0,1.81
2021,2680,Winnipeg,5.0,1.0,2.0,1,2.0,2.0,0.02
2021,2680,Winnipeg,5.0,3.0,57.0,7,8.14,7.43,0.66
2021,2680,Winnipeg,2.0,1.0,17.0,10,1.7,0.0,0.2
2021,2680,Winnipeg,1.0,1.0,118.0,118,1.0,0.0,1.36
2022,2680,Winnipeg,5.0,3.0,44.0,3,14.67,11.67,0.5
2022,2680,Winnipeg,1.0,1.0,135.0,135,1.0,0.0,1.52
2022,2680,Winnipeg,4.0,3.0,10.0,4,2.5,0.0,0.11
2022,2680,Winnipeg,2.0,1.0,44.0,30,1.47,0.0,0.5
2023,2680,Winnipeg,4.0,3.0,50.0,15,3.33,0.0,0.55
2023,2680,Winnipeg,1.0,1.0,309.0,309,1.0,0.0,3.38
2023,2680,Winnipeg,5.0,3.0,32.0,4,8.0,10.5,0.35
2023,2680,Winnipeg,1.0,3.0,1.0,1,1.0,0.0,0.01
2023,2680,Winnipeg,2.0,1.0,118.0,77,1.53,0.0,1.29
