Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
BL232835,15888282,68B ASPEN VISTA WY SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/03/03,2021/03/03,Licensed,-114.20164943849477,51.04387720211142,POINT (-114.201649438495 51.043877202111),1,1,48,14
BL232838,15888308,#1803 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/03,2021/03/03,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL232853,15888431,#306 3820 BRENTWOOD RD NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/03,2021/03/03,Licensed,-114.1289321269344,51.08649456431145,POINT (-114.128932126934 51.086494564311),7,2,50,4
BL232863,15888506,4905 21 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/03,2021/03/03,Licensed,-114.16097025215802,51.076814147886665,POINT (-114.160970252158 51.076814147887),13,2,24,7
BL232873,15888613,145 MCKINNON CR NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/04,2021/03/04,Licensed,-114.00266691035301,51.05613960949354,POINT (-114.002666910353 51.056139609494),12,4,140,3
BL232875,15888647,2503 22 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/04,2021/03/04,Licensed,-114.11397499136086,51.03193402303073,POINT (-114.113974991361 51.031934023031),14,1,181,2
BL232879,15888787,197 SILVERADO RANGE VW SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/04,2021/03/04,Licensed,-114.0768614546049,50.88373787408864,POINT (-114.076861454605 50.883737874089),6,1,134,6
BL232886,15888878,#201 424 10 ST NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/04,2021/03/04,Licensed,-114.08561420271042,51.05651856605612,POINT (-114.08561420271 51.056518566056),7,2,62,7
BL232890,15888902,#416 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/04,2021/03/04,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL232938,15889645,2028 CROCUS RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/05,2021/03/05,Licensed,-114.1081821518265,51.09124689665616,POINT (-114.108182151826 51.091246896656),7,2,125,4
BL232949,15889751,3929 45 ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/03/05,2021/03/05,Licensed,-114.15314859412696,51.017681509286376,POINT (-114.153148594127 51.017681509286),1,1,142,14
BL232955,15889819,42 TARALEA BA NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/06,2021/03/06,Licensed,-113.9356491079783,51.117720118670455,POINT (-113.935649107978 51.11772011867),11,4,26,1
BL232965,15889900,#1312 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/06,2021/03/06,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL232982,15890080,92 SETON TC SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/06,2021/03/06,Licensed,-113.95867547065176,50.869162665115994,POINT (-113.958675470652 50.869162665116),4,3,229,8
BL232985,15890106,112 13 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/06,2021/03/06,Licensed,-114.06159159545264,51.06456156534614,POINT (-114.061591595453 51.064561565346),7,4,266,7
BL232987,15890130,#2411 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/06,2021/03/06,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL232990,15890163,#708 339 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/06,2021/03/06,Licensed,-114.07068209789709,51.040462527596496,POINT (-114.070682097897 51.040462527596),14,1,260,5
BL232991,15890171,5027 MARIAN RD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/06,2021/03/06,Licensed,-113.96343576450603,51.057020502532474,POINT (-113.963435764506 51.057020502532),12,4,77,3
BL232992,15890197,1919 5A ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/03/07,2021/03/07,Licensed,-114.07587466219577,51.03544672010318,POINT (-114.075874662196 51.035446720103),14,1,18,2
BL232993,15890213,4 TOM HOPPE ME SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/07,2021/03/07,Licensed,-114.1285777776475,51.00414068109353,POINT (-114.128577777647 51.004140681094),8,1,210,2
BL232994,15890221,47 COVENTRY LI NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/08,2021/03/08,Licensed,-114.04976368886688,51.16374191835218,POINT (-114.049763688867 51.163741918352),11,4,251,12
BL232995,15890239,#1 933 3 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/08,2021/03/08,Licensed,-114.08358598273854,51.05566034920331,POINT (-114.083585982739 51.055660349203),7,2,62,7
BL232996,15890247,1733 28 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/08,2021/03/08,Licensed,-114.12826319638322,51.03841797241385,POINT (-114.128263196383 51.038417972414),14,1,198,2
BL233000,15890288,#220 990 CENTRE AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/08,2021/03/08,Licensed,-114.04076559075158,51.05259620696786,POINT (-114.040765590752 51.052596206968),10,4,137,11
BL233002,15890304,1733 28 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/09,2021/03/09,Cancelled,-114.12826319638322,51.03841797241385,POINT (-114.128263196383 51.038417972414),14,1,198,2
BL233005,15890338,#2803 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL233006,15890346,#2810 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL233008,15890361,#1404 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL233012,15890395,#418 1000 SOMERVALE CO SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.06943180210706,50.897701955328145,POINT (-114.069431802107 50.897701955328),5,1,55,6
BL233021,15890668,#502 111 14 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.06281956513712,51.03926949821076,POINT (-114.062819565137 51.039269498211),14,3,260,5
BL233024,15890718,#1701 519 RIVERFRONT AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/09,2021/03/09,Licensed,-114.05094105497068,51.04768097987878,POINT (-114.050941054971 51.047680979879),7,3,65,7
BL233075,15891260,#207 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/10,2021/03/10,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL233082,15891336,#425 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/10,2021/03/10,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL233084,15891351,#408 804 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/10,2021/03/10,Licensed,-114.07946017602525,51.05103361108367,POINT (-114.079460176025 51.051033611084),7,1,295,7
BL233095,15891583,#512 126 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/11,2021/03/11,Licensed,-114.0644368413466,51.039835386500854,POINT (-114.064436841347 51.039835386501),14,1,260,5
BL233097,15891609,4 EDCATH RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/11,2021/03/11,Licensed,-114.13819336141067,51.12342355214629,POINT (-114.138193361411 51.123423552146),2,2,272,4
BL233108,15892276,432 STRATHCONA DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/11,2021/03/11,Licensed,-114.17406314097806,51.049762717005045,POINT (-114.174063140978 51.049762717005),1,1,67,14
BL233116,15892383,2252 9 AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/11,2021/03/11,Licensed,-114.01172787616161,51.03187598306132,POINT (-114.011727876162 51.031875983061),10,3,54,11
BL233119,15892417,2515 COCHRANE RD NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/03/11,2021/03/11,Licensed,-114.10707254325095,51.076043795608605,POINT (-114.107072543251 51.076043795609),7,2,153,7
BL233135,15892763,#1404 920 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/12,2021/03/12,Licensed,-114.08214753558548,51.049213406723524,POINT (-114.082147535585 51.049213406724),14,1,262,2
BL233136,15892789,465 28 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/12,2021/03/12,Licensed,-114.07114020654559,51.077640247671084,POINT (-114.071140206546 51.077640247671),7,2,17,7
BL233148,15892938,#1208 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/12,2021/03/12,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL233149,15892946,#2004 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/12,2021/03/12,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL233150,15892953,#505 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/13,2021/03/13,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL233151,15892961,4730 17 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/13,2021/03/13,Licensed,-114.16247064098484,51.073056304077,POINT (-114.162470640985 51.073056304077),13,2,24,7
BL233152,15892979,3219 52 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/13,2021/03/13,Licensed,-114.13080841758855,51.100753503728065,POINT (-114.130808417589 51.100753503728),7,2,50,4
BL233168,15893134,4826 DALHOUSIE DR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/13,2021/03/13,Licensed,-114.15760099777287,51.10642642373035,POINT (-114.157600997773 51.10642642373),7,2,38,4
BL233181,15893308,717 8 AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/15,2021/03/15,Licensed,-114.04730770997271,51.05942120822298,POINT (-114.047307709973 51.059421208223),10,4,171,11
BL233188,15893365,224R RIVER ROCK CR SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/03/16,2021/03/16,Licensed,-114.0124921754338,50.96598372357421,POINT (-114.012492175434 50.965983723574),10,3,19,8
BL231660,15875032,140 EVANSGLEN CL NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/05,2021/02/04,Licensed,-114.10466758012909,51.17799332539024,POINT (-114.104667580129 51.17799332539),3,2,237,10
BL233195,15893415,1139 PENRITH CR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/16,2021/03/16,Licensed,-113.94899806943698,51.04292406260799,POINT (-113.948998069437 51.042924062608),12,3,30,11
BL233196,15893423,98 ELGIN MEADOWS CI SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/03/20,2021/03/20,Licensed,-113.95353662113361,50.908577631490644,POINT (-113.953536621134 50.908577631491),4,3,46,8
BL233199,15893472,108 RANGE WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/16,2021/03/16,Licensed,-114.19548287666689,51.123888165517506,POINT (-114.195482876667 51.123888165518),3,2,245,10
BL233209,15893597,4732 70 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/17,2021/03/17,Licensed,-114.19678971046778,51.09488060302761,POINT (-114.196789710468 51.094880603028),13,2,149,9
BL233232,15893886,#1209 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/18,2021/03/18,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL233242,15893993,#1002 683 10 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/19,2021/03/19,Licensed,-114.08642027449878,51.047439559805625,POINT (-114.086420274499 51.047439559806),14,1,45,2
BL233246,15894074,1119A 5 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/19,2021/03/19,Licensed,-114.08746012669899,51.056900255505674,POINT (-114.087460126699 51.056900255506),7,2,40,7
BL233251,15894116,1133 19 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/03/20,2021/03/20,Licensed,-114.10689100389338,51.043361149483346,POINT (-114.106891003893 51.043361149483),14,1,136,2
BL233271,15894462,#1905 310 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/22,2021/03/22,Licensed,-114.06886272921314,51.0418609244039,POINT (-114.068862729213 51.041860924404),14,1,260,5
BL233276,15894512,5216 17 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/23,2021/03/23,Licensed,-114.16827478473348,51.07740080385917,POINT (-114.168274784733 51.077400803859),13,2,24,7
BL233308,15894835,#1206 804 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/24,2021/03/24,Licensed,-114.07946017602525,51.05103361108367,POINT (-114.079460176025 51.051033611084),7,1,295,7
BL233310,15894850,#1827 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/24,2021/03/24,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL233318,15894900,#512 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/25,2021/03/25,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL233354,15895386,190 DOUGLAS WOODS HL SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/28,2021/03/28,Licensed,-113.98453598392393,50.942015209409824,POINT (-113.984535983924 50.94201520941),4,3,268,13
BL233355,15895394,#1108 700 9 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/29,2021/03/29,Licensed,-114.0830763896615,51.04675839337413,POINT (-114.083076389661 51.046758393374),14,1,262,2
BL233356,15895402,#414 3410 20 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/29,2021/03/29,Licensed,-114.1092390393986,51.02367806747588,POINT (-114.109239039399 51.023678067476),14,1,207,2
BL233375,15895550,#11 1922 9 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/31,2021/03/31,Licensed,-114.0185405003749,51.03494491349542,POINT (-114.018540500375 51.034944913495),10,3,54,11
BL233378,15895584,1509R 38 ST SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/31,2021/03/31,Licensed,-113.97904756202462,51.0405026287603,POINT (-113.979047562025 51.04050262876),12,3,85,11
BL233451,15896434,2817B 16 AV SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/04/07,2021/04/07,Licensed,-113.99444023169683,51.03848289541884,POINT (-113.994440231697 51.038482895419),12,3,121,11
BL233454,15896459,165 BRIDLERIDGE VW SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/04/07,2021/04/07,Licensed,-114.11472922299365,50.89962191570926,POINT (-114.114729222994 50.899621915709),5,1,138,6
BL233493,15896970,#604 111 14 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/04/11,2021/04/11,Licensed,-114.06281956513712,51.03926949821076,POINT (-114.062819565137 51.039269498211),14,3,260,5
BL233494,15896988,#102 111 14 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/04/11,2021/04/11,Licensed,-114.06281956513712,51.03926949821076,POINT (-114.062819565137 51.039269498211),14,3,260,5
BL233498,15897010,217 HARVEST ROSE CI NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/04/12,2021/04/12,Licensed,-114.05801820457425,51.14184661515842,POINT (-114.058018204574 51.141846615158),11,4,27,12
BL233525,15897275,2533 4 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/04/14,2021/04/14,Licensed,-114.11974125865122,51.05582415867431,POINT (-114.119741258651 51.055824158674),7,2,280,7
BL233552,15897457,#1407 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/04/15,2021/04/15,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL233559,15897515,911 33A ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/04/15,2021/04/15,Licensed,-114.13319534591498,51.060692107948064,POINT (-114.133195345915 51.060692107948),7,2,91,7
BL233560,15897523,85 SHERWOOD GA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/04/15,2021/04/15,Licensed,-114.14872825673129,51.16306630239154,POINT (-114.148728256731 51.163066302392),3,2,292,10
BL233564,15897614,6107 4 ST NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/04/16,2021/04/16,Licensed,-114.05715681441053,51.10595091833647,POINT (-114.057156814411 51.105950918336),2,4,192,4
BL233611,15898018,502 22 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/04/19,2021/04/19,Licensed,-114.07184004017613,51.07254184375084,POINT (-114.071840040176 51.072541843751),7,2,17,7
BL233612,15898026,502 22 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/04/19,2021/04/19,Cancelled,-114.07184004017613,51.07254184375084,POINT (-114.071840040176 51.072541843751),7,2,17,7
BL233613,15898034,#313 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/04/19,2021/04/19,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL231393,15872286,726B 69 AV SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/02,2021/02/01,Licensed,-114.07818446551566,50.99165509735274,POINT (-114.078184465516 50.991655097353),8,1,120,5
BL231344,15871759,3527 69 ST NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/01,2021/01/31,Licensed,-114.18791971925255,51.08426815921591,POINT (-114.187919719253 51.084268159216),13,2,149,9
BL231861,15877145,#616 121 COPPERPOND CM SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/07,2021/02/06,Licensed,-113.93240015143809,50.92451043029931,POINT (-113.932400151438 50.924510430299),4,3,96,8
BL233194,15893407,110 27 AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/16,2021/03/16,Licensed,-114.06177124889233,51.077138971830635,POINT (-114.061771248892 51.077138971831),10,4,69,7
BL231677,15875222,#109 505 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.07198637949776,51.03581274062433,POINT (-114.071986379498 51.035812740624),14,1,18,2
BL232433,15883440,#704 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231478,15873227,#603 314 14 ST NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.09441487232779,51.053600057334734,POINT (-114.094414872328 51.053600057335),7,2,40,7
BL231435,15872757,#2901 510 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.05219670360543,51.047302062841425,POINT (-114.052196703605 51.047302062841),7,3,65,7
BL231632,15874746,209 13 ST NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.03100345310126,51.054718694600915,POINT (-114.031003453101 51.054718694601),10,4,171,11
BL231382,15872153,6520 BOWWOOD DR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/02,2021/02/01,Licensed,-114.18341312652342,51.086364204473554,POINT (-114.183413126523 51.086364204474),13,2,149,9
BL232586,15885429,#206 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/25,2021/02/24,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL231321,15871502,707 13A ST NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/01,2021/01/31,Licensed,-114.029532646082,51.05834046435447,POINT (-114.029532646082 51.058340464354),10,4,171,11
BL232428,15883390,#304 320 12 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.0565677643387,51.063548155521325,POINT (-114.056567764339 51.063548155521),7,4,266,7
BL232517,15884661,2002 22 AV SW,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2020/02/23,2021/02/22,Licensed,-114.10733735096427,51.03385806580291,POINT (-114.107337350964 51.033858065803),14,1,181,2
BL231589,15874365,#17 821 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.07982641111191,51.05052794794326,POINT (-114.079826411112 51.050527947943),14,1,262,2
