reference_period,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
2007-01-01,Calgary,0140,1.0,1.0,7776.0,,,7776,1.0,0.0,0.67,,,,,,,,,,,,1183363.88,65.71
2007-03-01,Calgary,0140,2.0,1.0,952.0,,,476,2.0,0.0,0.72,,,,,,,,,,,,1183363.88,8.04
2008-01-01,Calgary,0140,1.0,1.0,4387.0,,,4387,1.0,0.0,0.56,,,,,,,,,,,,1217803.53,36.02
2008-05-01,Calgary,0140,2.0,1.0,670.0,,,335,2.0,0.0,0.92,,,,,,,,,,,,1217803.53,5.5
2008-11-01,Calgary,0140,4.0,1.0,12.0,,,3,4.0,0.0,0.0,,,,,,,,,,,,1217803.53,0.1
2008-09-01,Calgary,0140,5.0,3.0,5335.0,,,59,90.42,4.0,5.68,,,,,,,,,,,,1217803.53,43.81
2008-03-01,Calgary,0140,2.0,3.0,4.0,,,2,2.0,0.0,0.5,,,,,,,,,,,,1217803.53,0.03
2008-11-01,Calgary,0140,5.0,2.0,368.0,,,4,92.0,0.0,10.0,,,,,,,,,,,,1217803.53,3.02
2008-05-01,Calgary,0140,4.0,3.0,662.0,,,118,5.61,0.07,6.51,,,,,,,,,,,,1217803.53,5.44
2009-09-01,Calgary,0140,5.0,2.0,5.0,,,1,5.0,0.0,2.0,,,,,,,,,,,,1237706.53,0.04
2009-10-01,Calgary,0140,2.0,1.0,724.0,,,362,2.0,0.0,0.69,,,,,,,,,,,,1237706.53,5.85
2009-07-01,Calgary,0140,4.0,3.0,349.0,,,64,5.45,0.0,7.62,,,50,94,,144,35.38194444444444,380.8477118055555,297022.15277777775,29000.0,740000.0,1237706.53,2.82
2009-08-01,Calgary,0140,2.0,2.0,10.0,,,5,2.0,0.0,11.2,,,,,,,,,,,,1237706.53,0.08
2009-09-01,Calgary,0140,1.0,1.0,4775.0,,,4775,1.0,0.0,0.76,,,,,,,,,,,,1237706.53,38.58
2009-07-01,Calgary,0140,4.0,1.0,58.0,,,11,5.27,0.0,0.56,,,33,10,,43,110.74418604651163,1192.0393441860465,315506.511627907,248900.0,390655.0,1237706.53,0.47
2009-04-01,Calgary,0140,2.0,3.0,14.0,,,7,2.0,0.0,0.0,,,,,,,,,,,,1237706.53,0.11
2009-12-01,Calgary,0140,5.0,3.0,383.0,,,14,27.36,0.29,3.42,,38,206,,,244,34.217213114754095,368.31066024590183,222081.64344262294,0.0,875889.0,1237706.53,3.09
2010-02-01,Calgary,0140,1.0,1.0,5782.0,,5782.0,5782,1.0,0.0,0.49,,,,,,,,,,,,1259794.84,45.9
2010-04-01,Calgary,0140,4.0,1.0,32.0,,32.0,5,6.4,0.0,5.0,,,21,11,,32,109.3125,1176.62881875,284241.625,248900.0,335000.0,1259794.84,0.25
2010-07-01,Calgary,0140,5.0,2.0,286.0,,286.0,5,57.2,0.0,2.5,,,,,,,,,,,,1259794.84,2.27
2010-08-01,Calgary,0140,5.0,3.0,1063.0,,1063.0,29,36.66,1.76,4.9,,122,247,3,,372,67.35483870967742,725.0007483870972,320049.23387096776,178395.0,1044500.0,1259794.84,8.44
2010-10-01,Calgary,0140,4.0,3.0,1173.0,,1173.0,212,5.53,0.0,4.46,,,169,312,,481,106.16839916839916,1142.7860318087317,293250.5675675676,0.0,850000.0,1259794.84,9.31
2010-10-01,Calgary,0140,2.0,3.0,18.0,,18.0,9,2.0,0.0,0.4,,,,,,,,,,,,1259794.84,0.14
2010-03-01,Calgary,0140,2.0,1.0,908.0,,908.0,454,2.0,0.0,0.37,,,,,,,,,,,,1259794.84,7.21
2011-02-01,Calgary,0140,2.0,1.0,912.0,,912.0,456,2.0,0.0,0.66,,,,,,,,,,,,1294993.91,7.04
2011-01-01,Calgary,0140,1.0,1.0,5084.0,,5084.0,5084,1.0,0.0,0.43,,,,,,,,,,,,1294993.91,39.26
2011-02-01,Calgary,0140,5.0,2.0,220.0,,220.0,5,44.0,0.0,0.2,,,,,,,,,,,,1294993.91,1.7
2011-05-01,Calgary,0140,4.0,1.0,4.0,,4.0,1,4.0,0.0,2.0,,,,,,,,,,,,1294993.91,0.03
2011-09-01,Calgary,0140,5.0,3.0,1886.0,,1886.0,42,44.9,0.6,3.81,4,293,652,3,,952,68.63235294117646,738.7517838235293,250610.2405462185,14900.0,580000.0,1294993.91,14.56
2011-02-01,Calgary,0140,2.0,3.0,6.0,,6.0,3,2.0,0.0,7.0,,,,,,,,,,,,1294993.91,0.05
2011-02-01,Calgary,0140,4.0,3.0,1180.0,,1180.0,210,5.62,0.0,3.69,,9,439,231,,679,116.34462444771724,1252.3219030927835,285921.89248895436,223900.0,688645.0,1294993.91,9.11
2012-05-01,Calgary,0140,1.0,1.0,5961.0,,5961.0,5961,1.0,0.0,0.37,,,,,,,,,,,,1339347.88,44.51
2012-11-01,Calgary,0140,2.0,3.0,18.0,,18.0,9,2.0,0.0,30.0,,,,,,,,,,,,1339347.88,0.13
2012-06-01,Calgary,0140,4.0,1.0,44.0,,44.0,9,4.89,0.0,0.0,,,,40,,40,0.0,0.0,310487.5,299900.0,325900.0,1339347.88,0.33
2012-08-01,Calgary,0140,4.0,3.0,1714.0,,1714.0,290,5.91,0.01,1.98,,8,570,418,2,998,116.43386773547094,1253.2825089178352,311380.4368737475,0.0,969000.0,1339347.88,12.8
2012-04-01,Calgary,0140,5.0,2.0,634.0,,634.0,7,90.57,1.14,1.5,,,,,,,,,,,,1339347.88,4.73
2012-02-01,Calgary,0140,5.0,3.0,3360.0,,3360.0,66,50.91,2.18,1.89,83,887,1246,13,,2229,69.43786451323463,747.4222298340065,269185.60969044414,0.0,3004395.0,1339347.88,25.09
2012-10-01,Calgary,0140,2.0,1.0,1110.0,,1110.0,555,2.0,0.0,0.41,,,,,,,,,,,,1339347.88,8.29
2013-10-01,Calgary,0140,5.0,2.0,239.0,,239.0,5,47.8,0.8,1.75,,,,,,,,,,,,1382962.75,1.73
2013-01-01,Calgary,0140,1.0,3.0,12.0,,12.0,12,1.0,0.0,,,,,,,,,,,,,1382962.75,0.09
2013-09-01,Calgary,0140,4.0,3.0,1846.0,,1846.0,312,5.92,0.0,2.76,,2,470,398,,870,115.37011494252873,1241.8323802298853,306305.5517241379,0.0,1195000.0,1382962.75,13.35
2013-07-01,Calgary,0140,4.0,1.0,25.0,,25.0,5,5.0,0.0,0.5,,,2,4,,6,118.5,1275.52215,332750.0,317500.0,342000.0,1382962.75,0.18
2013-02-01,Calgary,0140,2.0,1.0,1314.0,,1314.0,657,2.0,0.0,0.36,,,,,,,,,,,,1382962.75,9.5
2013-04-01,Calgary,0140,2.0,3.0,22.0,,22.0,11,2.0,0.0,8.0,,,,,,,,,,,,1382962.75,0.16
2013-11-01,Calgary,0140,5.0,3.0,2736.0,,2736.0,100,27.36,1.56,2.53,13,407,690,25,,1135,54.82555066079295,590.1367447577094,342751.0026431718,0.0,1925000.0,1382962.75,19.78
2013-01-01,Calgary,0140,1.0,1.0,6390.0,,6390.0,6390,1.0,0.0,0.32,,,,,,,,,,,,1382962.75,46.21
2014-10-01,Calgary,0140,4.0,1.0,117.0,,117.0,27,4.33,0.0,0.57,,,5,72,,77,0.0,0.0,350590.24675324676,218900.0,487300.0,1410896.5,0.83
2014-01-01,Calgary,0140,5.0,3.0,6079.0,,6079.0,118,51.52,2.53,3.43,22,397,1219,35,,1673,11.959354453078303,128.7292953974896,301194.061566049,144377.0,2491264.0,1410896.5,43.09
2014-04-01,Calgary,0140,2.0,1.0,1434.0,,1434.0,717,2.0,0.0,0.44,,,,,,,,,,,,1410896.5,10.16
2014-07-01,Calgary,0140,5.0,2.0,655.0,,655.0,9,72.78,2.67,5.33,,,,,,,,,,,,1410896.5,4.64
2014-01-01,Calgary,0140,1.0,1.0,6494.0,,6494.0,6494,1.0,0.0,0.35,,,,,,,,,,,,1410896.5,46.03
2014-07-01,Calgary,0140,2.0,3.0,72.0,,72.0,36,2.0,0.0,1.63,,,,,,,,,,,,1410896.5,0.51
2014-08-01,Calgary,0140,4.0,3.0,2280.0,,2280.0,394,5.79,0.0,2.81,,8,132,182,,322,14.919254658385093,160.58936521739128,330753.049689441,0.0,849900.0,1410896.5,16.16
2015-03-01,Calgary,0140,2.0,3.0,42.0,,42.0,21,2.0,0.0,4.4,,,,,,,,,,,,1435513.81,0.29
2015-04-01,Calgary,0140,2.0,1.0,1036.0,,1036.0,518,2.0,0.0,0.62,,,,,,,,,,,,1435513.81,7.22
2015-05-01,Calgary,0140,5.0,2.0,1231.0,,1231.0,15,82.07,4.0,2.07,,,,,,,,,,,,1435513.81,8.58
2015-01-01,Calgary,0140,4.0,3.0,1699.0,,1699.0,286,5.94,0.0,3.01,,,305,584,16,905,12.531491712707183,134.88772364640883,249874.38342541436,0.0,619900.0,1435513.81,11.84
2015-08-01,Calgary,0140,1.0,3.0,2.0,,2.0,2,1.0,0.0,3.0,,,,,,,,,,,,1435513.81,0.01
2015-08-01,Calgary,0140,5.0,1.0,4.0,,4.0,2,2.0,1.0,0.5,,,,,,,,,,,,1435513.81,0.03
2015-12-01,Calgary,0140,4.0,2.0,16.0,,16.0,4,4.0,0.0,9.25,,,,,,,,,,,,1435513.81,0.11
2015-12-01,Calgary,0140,1.0,2.0,1.0,,1.0,1,1.0,0.0,0.0,,,,,,,,,,,,1435513.81,0.01
2015-12-01,Calgary,0140,4.0,1.0,357.0,,357.0,73,4.89,0.0,1.25,,,17,122,,139,0.920863309352518,9.912080575539568,352008.273381295,0.0,649500.0,1435513.81,2.49
2015-07-01,Calgary,0140,5.0,3.0,4510.0,,4510.0,97,46.49,3.98,4.79,12,774,1497,176,1,2460,11.74430894308943,126.41456703252034,317006.10040650406,0.0,1300000.0,1435513.81,31.42
2015-02-01,Calgary,0140,1.0,1.0,4135.0,,4135.0,4135,1.0,0.0,0.38,,,,,,,,,,,,1435513.81,28.81
2016-01-01,Calgary,0140,5.0,2.0,154.0,,154.0,5,30.8,4.2,3.6,,,,,,,,,,,,1455343.75,1.06
2016-05-01,Calgary,0140,5.0,3.0,3543.0,,3543.0,72,49.21,5.13,6.8,5,858,1450,89,,2402,55.89533721898418,601.6518202914239,485531.12073272275,0.0,1.3E7,1455343.75,24.34
2016-01-01,Calgary,0140,1.0,1.0,3489.0,,3489.0,3489,1.0,0.0,0.57,,,,,,,,,,,,1455343.75,23.97
2016-10-01,Calgary,0140,2.0,3.0,10.0,,10.0,5,2.0,0.0,14.0,,,,,,,,,,,,1455343.75,0.07
2016-09-01,Calgary,0140,2.0,1.0,942.0,,942.0,471,2.0,0.0,1.02,,,,,,,,,,,,1455343.75,6.47
2016-07-01,Calgary,0140,5.0,1.0,4.0,,4.0,1,4.0,2.0,14.0,,,,,,,,,,,,1455343.75,0.03
2016-11-01,Calgary,0140,4.0,2.0,8.0,,8.0,1,8.0,0.0,2.0,,,,,,,,,,,,1455343.75,0.05
2016-04-01,Calgary,0140,4.0,1.0,354.0,,354.0,63,5.62,0.0,2.71,,,21,83,,104,90.48307692307692,973.9507916923077,317801.4903846154,0.0,599000.0,1455343.75,2.43
2016-09-01,Calgary,0140,4.0,3.0,741.0,,741.0,131,5.66,0.0,6.32,,,169,294,,463,57.17200863930886,615.3937837926566,261053.7192224622,0.0,706104.0,1455343.75,5.09
2017-04-01,Calgary,0140,2.0,3.0,12.0,,12.0,6,2.0,0.0,9.5,,,,,,,,,,,,1479844.06,0.08
2017-08-01,Calgary,0140,4.0,2.0,49.0,,49.0,7,7.0,0.0,5.57,,,,,,,,,,,,1479844.06,0.33
2017-05-01,Calgary,0140,4.0,1.0,852.0,,852.0,164,5.2,0.0,4.91,,,77,208,1,286,118.17146853146853,1271.9858701258738,309691.0734265734,0.0,639900.0,1479844.06,5.76
2017-05-01,Calgary,0140,4.0,3.0,666.0,,666.0,104,6.4,0.0,13.58,,,210,180,2,392,111.27864795918369,1197.792238767857,276171.9183673469,0.0,753000.0,1479844.06,4.5
2017-01-01,Calgary,0140,1.0,1.0,4423.0,,4423.0,4423,1.0,0.0,0.44,,,,,,,,,,,,1479844.06,29.89
2017-08-01,Calgary,0140,2.0,1.0,1306.0,,1306.0,653,2.0,0.0,1.17,,,,,,,,,,,,1479844.06,8.83
2017-11-01,Calgary,0140,5.0,2.0,944.0,,944.0,11,85.82,7.82,8.36,,,,,,,,,,,,1479844.06,6.38
2017-01-01,Calgary,0140,5.0,3.0,3282.0,,3282.0,70,46.89,4.13,7.93,,613,916,17,,1546,66.71816946959896,718.1477043538159,265284.57826649415,0.0,3000000.0,1479844.06,22.18
2018-10-01,Calgary,0140,4.0,3.0,622.0,,622.0,108,5.76,0.0,9.66,,20,106,121,,247,124.4263562753036,1339.3128563117402,303139.004048583,0.0,763000.0,1510785.75,4.12
2018-07-01,Calgary,0140,5.0,2.0,912.0,44.0,868.0,84,10.86,1.35,0.94,,,,,,,,,,,,1510785.75,6.04
2018-02-01,Calgary,0140,2.0,1.0,1166.0,,1166.0,583,2.0,0.0,0.86,,,,,,,,,,,,1510785.75,7.72
2018-01-01,Calgary,0140,1.0,1.0,3789.0,,3789.0,3789,1.0,0.0,0.44,,,,,,,,,,,,1510785.75,25.08
2018-01-01,Calgary,0140,4.0,1.0,939.0,,939.0,185,5.08,0.0,3.68,1,,73,210,,284,97.59669014084506,1050.5210130070423,278727.45070422534,0.0,997500.0,1510785.75,6.22
2018-06-01,Calgary,0140,1.0,2.0,1.0,,1.0,1,1.0,0.0,2.0,,,,,,,,,,,,1510785.75,0.01
2018-09-01,Calgary,0140,5.0,3.0,3491.0,,3491.0,68,51.34,3.9,7.07,1,160,829,82,,1072,69.76917910447763,750.9884669626865,161441.463619403,0.0,949350.0,1510785.75,23.11
2018-08-01,Calgary,0140,1.0,3.0,1.0,,1.0,1,1.0,0.0,1.0,,,,,,,,,,,,1510785.75,0.01
2018-10-01,Calgary,0140,2.0,3.0,50.0,,50.0,25,2.0,0.0,9.96,,,,,,,,,,,,1510785.75,0.33
2019-05-01,Calgary,0140,5.0,2.0,953.0,113.0,840.0,147,6.48,0.93,1.05,,,,,,,,,,,,1540598.94,6.19
2019-01-01,Calgary,0140,1.0,1.0,3530.0,,3530.0,3530,1.0,0.0,0.4,,,,,,,,,,,,1540598.94,22.91
2019-01-01,Calgary,0140,4.0,3.0,624.0,,624.0,97,6.43,0.0,10.2,,10,219,113,,342,115.0146783625731,1238.0064964269002,301621.00877192983,0.0,737000.0,1540598.94,4.05
2019-11-01,Calgary,0140,5.0,1.0,4.0,,4.0,2,2.0,1.0,0.0,,,,,,,,,,,,1540598.94,0.03
2019-11-01,Calgary,0140,2.0,3.0,16.0,,16.0,8,2.0,0.0,28.5,,,,,,,,,,,,1540598.94,0.1
2019-06-01,Calgary,0140,4.0,1.0,1188.0,,1188.0,238,4.99,0.0,4.41,,4,62,309,,375,127.06005333333334,1367.6617080746666,274652.0453333333,0.0,699000.0,1540598.94,7.71
2019-08-01,Calgary,0140,4.0,2.0,41.0,,41.0,9,4.56,0.0,3.22,,,,,,,,,,,,1540598.94,0.27
2019-02-01,Calgary,0140,2.0,1.0,1122.0,,1122.0,561,2.0,0.0,1.09,,,,,,,,,,,,1540598.94,7.28
2019-11-01,Calgary,0140,1.0,2.0,5.0,,5.0,5,1.0,0.0,0.6,,,,,,,,,,,,1540598.94,0.03
2019-10-01,Calgary,0140,5.0,3.0,4426.0,,4426.0,80,55.33,5.09,8.12,,270,725,111,,1106,85.57153707052444,921.0834678734174,272547.9629294756,0.0,1779708.0,1540598.94,28.73
2020-03-01,Calgary,0140,5.0,2.0,839.0,97.0,742.0,186,4.51,1.07,1.61,,,,,,,,,,,,1553935.06,5.4
2020-04-01,Calgary,0140,5.0,3.0,2460.0,,2460.0,59,41.69,3.73,11.71,,138,503,92,,733,77.86798090040928,838.1631596139152,276763.96998635744,0.0,1480395.0,1553935.06,15.83
2020-07-01,Calgary,0140,2.0,3.0,14.0,,14.0,7,2.0,0.0,34.43,,,,,,,,,,,,1553935.06,0.09
2020-11-01,Calgary,0140,4.0,1.0,1041.0,,1041.0,207,5.03,0.0,6.92,,2,53,196,,251,108.81900398406373,1171.3168769840638,262616.8486055777,0.0,725000.0,1553935.06,6.7
2020-08-01,Calgary,0140,4.0,3.0,347.0,,347.0,59,5.88,0.0,20.07,,18,59,144,,221,130.97004524886881,1409.7484700542984,339410.3257918552,0.0,725000.0,1553935.06,2.23
2020-01-01,Calgary,0140,2.0,1.0,1006.0,,1006.0,503,2.0,0.0,1.28,,,,,,,,,,,,1553935.06,6.47
2020-08-01,Calgary,0140,4.0,2.0,41.0,,41.0,6,6.83,0.0,4.67,,,,,,,,,,,,1553935.06,0.26
2020-02-01,Calgary,0140,1.0,2.0,1.0,,1.0,1,1.0,0.0,5.0,,,,,,,,,,,,1553935.06,0.01
2020-01-01,Calgary,0140,1.0,1.0,3486.0,,3486.0,3486,1.0,0.0,0.58,,,,,,,,,,,,1553935.06,22.43
2021-02-01,Calgary,0140,2.0,1.0,1346.0,,1346.0,673,2.0,0.0,0.67,,,,,,,,,,,,1598936.31,8.42
2021-07-01,Calgary,0140,4.0,3.0,508.0,,508.0,83,6.12,0.0,25.48,,25,161,138,,324,116.72518518518521,1256.4182208148143,272794.0709876543,0.0,580000.0,1598936.31,3.18
2021-10-01,Calgary,0140,4.0,1.0,1301.0,,1301.0,267,4.87,0.0,5.37,,9,121,310,26,466,126.64793991416305,1363.22576044206,321252.7811158798,0.0,750750.0,1598936.31,8.14
2021-10-01,Calgary,0140,4.0,2.0,22.0,,22.0,5,4.4,0.0,0.8,,,,,,,,,,,,1598936.31,0.14
2021-06-01,Calgary,0140,1.0,3.0,9.0,,9.0,9,1.0,0.0,0.33,,,,,,,,,,,,1598936.31,0.06
2021-07-01,Calgary,0140,1.0,2.0,47.0,,47.0,47,1.0,0.0,2.36,,,,,,,,,,,,1598936.31,0.29
2021-02-01,Calgary,0140,1.0,1.0,5456.0,,5456.0,5456,1.0,0.0,0.55,,,,,,,,,,,,1598936.31,34.12
2021-10-01,Calgary,0140,5.0,3.0,3742.0,,3742.0,76,49.24,4.03,9.58,70,183,417,91,,761,78.42409986859398,844.1491685755585,237760.9408672799,0.0,1133900.0,1598936.31,23.4
2021-05-01,Calgary,0140,2.0,3.0,14.0,,14.0,7,2.0,0.0,29.29,,,,,,,,,,,,1598936.31,0.09
2021-08-01,Calgary,0140,5.0,2.0,2572.0,53.0,2519.0,143,17.99,2.33,2.05,,,,12,,12,146.695,1579.0103104999998,542450.0,532900.0,552000.0,1598936.31,16.09
2022-05-01,Calgary,0140,2.0,2.0,2.0,,2.0,1,2.0,0.0,0.0,,,,,,,,,,,,1674560.42,0.01
2022-12-01,Calgary,0140,4.0,1.0,1311.0,,1311.0,276,4.75,0.0,3.89,,,43,284,24,351,114.30700854700851,1230.389209299145,399053.8603988604,0.0,1106986.0,1674560.42,7.83
2022-01-01,Calgary,0140,4.0,3.0,889.0,,889.0,150,5.93,0.0,14.45,1,7,127,318,,453,107.04271523178807,1152.1970824834439,261638.6445916115,0.0,1076250.0,1674560.42,5.31
2022-11-01,Calgary,0140,1.0,2.0,50.0,,50.0,50,1.0,0.0,2.72,,,,,,,,,,,,1674560.42,0.3
2022-05-01,Calgary,0140,5.0,2.0,3505.0,342.0,3163.0,645,5.43,1.34,0.77,,,,6,,6,131.92166666666665,1419.991627833333,531193.5,472369.0,559529.0,1674560.42,20.93
2022-07-01,Calgary,0140,5.0,3.0,4227.0,,4227.0,89,47.49,4.02,7.02,8,563,743,70,,1384,74.61067919075145,803.1018897413293,161395.6264450867,0.0,1199100.0,1674560.42,25.24
2022-03-01,Calgary,0140,2.0,1.0,1464.0,,1464.0,732,2.0,0.0,1.13,,,,,,,,,,,,1674560.42,8.74
2022-03-01,Calgary,0140,2.0,3.0,94.0,,94.0,47,2.0,0.0,7.09,,,,,,,,,,,,1674560.42,0.56
2022-04-01,Calgary,0140,5.0,1.0,18.0,,18.0,1,18.0,3.0,16.0,,,,,,,,,,,,1674560.42,0.11
2022-03-01,Calgary,0140,4.0,2.0,44.0,,44.0,12,3.67,0.0,7.17,,,,,,,,,,,,1674560.42,0.26
2022-01-01,Calgary,0140,1.0,3.0,43.0,,43.0,43,1.0,0.0,6.77,,,,,,,,,,,,1674560.42,0.26
2022-01-01,Calgary,0140,1.0,1.0,5659.0,,5659.0,5659,1.0,0.0,1.06,,,,,,,,,,,,1674560.42,33.79
2023-03-01,Calgary,0140,1.0,1.0,5771.0,,5771.0,5771,1.0,0.0,0.91,,,,,,,,,,,,1753690.0,32.91
2023-01-01,Calgary,0140,2.0,1.0,1614.0,,1614.0,807,2.0,0.0,1.21,,,,,,,,,,,,1753690.0,9.2
2023-10-01,Calgary,0140,2.0,2.0,2.0,,2.0,1,2.0,0.0,3.0,,,,,,,,,,,,1753690.0,0.01
2023-10-01,Calgary,0140,2.0,3.0,58.0,,58.0,29,2.0,0.0,9.24,,,,,,,,,,,,1753690.0,0.33
2023-09-01,Calgary,0140,5.0,1.0,5.0,,5.0,3,1.67,1.33,0.33,,,,,,,,,,,,1753690.0,0.03
2023-10-01,Calgary,0140,5.0,3.0,4177.0,,4177.0,92,45.4,3.7,9.26,,276,633,90,,999,82.39141141141138,886.8529132912912,330086.7847847848,0.0,919832.0,1753690.0,23.82
2023-07-01,Calgary,0140,1.0,2.0,70.0,,70.0,70,1.0,0.0,3.77,,,,,,,,,,,,1753690.0,0.4
2023-01-01,Calgary,0140,4.0,2.0,139.0,,139.0,25,5.56,0.0,15.68,,,,,,,,,,,,1753690.0,0.79
2023-03-01,Calgary,0140,1.0,3.0,34.0,,34.0,34,1.0,0.0,4.12,,,,,,,,,,,,1753690.0,0.19
2023-04-01,Calgary,0140,5.0,2.0,4852.0,676.0,4176.0,1192,4.07,1.25,0.86,,,1,2,,3,131.79666666666665,1418.646140333333,563855.6666666666,556895.0,577607.0,1753690.0,27.67
2023-11-01,Calgary,0140,4.0,1.0,1564.0,,1564.0,334,4.68,0.0,3.6,,,26,274,3,303,103.963300330033,1119.050568422442,353008.9570957096,0.0,737000.0,1753690.0,8.92
2023-08-01,Calgary,0140,4.0,3.0,1293.0,,1293.0,233,5.55,0.0,12.72,,,119,316,8,443,124.88191873589163,1344.2164850812649,306393.8329571106,0.0,875099.0,1753690.0,7.37
1988-12-01,Edmonton,0340,5.0,3.0,31.0,,,1,31.0,4.0,0.0,,,,,,,,,,,,821466.78,0.38
1988-09-01,Edmonton,0340,2.0,1.0,112.0,,,56,2.0,0.0,0.02,,,,,,,,,,,,821466.78,1.36
1988-06-01,Edmonton,0340,2.0,3.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,821466.78,0.05
1988-06-01,Edmonton,0340,4.0,2.0,4.0,,,1,4.0,0.0,0.0,,,,,,,,,,,,821466.78,0.05
1988-06-01,Edmonton,0340,1.0,3.0,15.0,,,15,1.0,0.0,0.0,,,,,,,,,,,,821466.78,0.18
1988-07-01,Edmonton,0340,4.0,3.0,45.0,,,9,5.0,0.0,0.0,,,,,,,,,,,,821466.78,0.55
1988-06-01,Edmonton,0340,4.0,1.0,126.0,,,36,3.5,0.0,0.06,,,,,,,,,,,,821466.78,1.53
1988-06-01,Edmonton,0340,1.0,1.0,2218.0,,,2218,1.0,0.0,0.1,,,,,,,,,,,,821466.78,27.0
1988-11-01,Edmonton,0340,5.0,2.0,252.0,,,2,126.0,4.5,0.0,,,,,,,,,,,,821466.78,3.07
1989-05-01,Edmonton,0340,4.0,4.0,39.0,,,13,3.0,0.0,0.0,,,,,,,,,,,,839681.23,0.46
1989-11-01,Edmonton,0340,5.0,3.0,197.0,,,4,49.25,0.0,0.0,,,,,,,,,,,,839681.23,2.35
1989-11-01,Edmonton,0340,4.0,0.0,4.0,,,1,4.0,0.0,0.0,,,,,,,,,,,,839681.23,0.05
1989-04-01,Edmonton,0340,2.0,1.0,116.0,,,58,2.0,0.0,0.67,,,,,,,,,,,,839681.23,1.38
1989-07-01,Edmonton,0340,5.0,4.0,86.0,,,1,86.0,0.0,0.0,,,,,,,,,,,,839681.23,1.02
1989-04-01,Edmonton,0340,2.0,4.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,839681.23,0.05
1989-03-01,Edmonton,0340,1.0,1.0,3931.0,,,3931,1.0,0.0,0.22,,,,,,,,,,,,839681.23,46.82
1989-07-01,Edmonton,0340,2.0,2.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,839681.23,0.05
1989-03-01,Edmonton,0340,4.0,3.0,224.0,,,58,3.86,0.0,0.52,,,,,,,,,,,,839681.23,2.67
1989-03-01,Edmonton,0340,2.0,3.0,84.0,,,42,2.0,0.0,0.32,,,,,,,,,,,,839681.23,1.0
1989-05-01,Edmonton,0340,4.0,1.0,84.0,,,19,4.42,0.0,1.42,,,,,,,,,,,,839681.23,1.0
1989-03-01,Edmonton,0340,4.0,2.0,8.0,,,2,4.0,0.0,0.0,,,,,,,,,,,,839681.23,0.1
1989-05-01,Edmonton,0340,5.0,2.0,36.0,,,1,36.0,0.0,2.0,,,,,,,,,,,,839681.23,0.43
1990-04-01,Edmonton,0340,5.0,0.0,8.0,,,1,8.0,0.0,0.0,,,,,,,,,,,,855178.48,0.09
1990-07-01,Edmonton,0340,2.0,3.0,46.0,,,23,2.0,0.0,1.09,,,,,,,,,,,,855178.48,0.54
1990-05-01,Edmonton,0340,2.0,1.0,138.0,,,69,2.0,0.0,0.25,,,,,,,,,,,,855178.48,1.61
1990-06-01,Edmonton,0340,2.0,2.0,2.0,,,1,2.0,0.0,1.0,,,,,,,,,,,,855178.48,0.02
1990-03-01,Edmonton,0340,2.0,4.0,20.0,,,10,2.0,0.0,1.3,,,,,,,,,,,,855178.48,0.23
1990-06-01,Edmonton,0340,4.0,2.0,16.0,,,3,5.33,0.0,1.0,,,,,,,,,,,,855178.48,0.19
1990-10-01,Edmonton,0340,5.0,3.0,412.0,,,10,41.2,2.2,0.0,,,,,,,,,,,,855178.48,4.82
1990-09-01,Edmonton,0340,1.0,3.0,6.0,,,6,1.0,0.0,0.0,,,,,,,,,,,,855178.48,0.07
1990-05-01,Edmonton,0340,4.0,4.0,48.0,,,16,3.0,0.0,1.0,,,,,,,,,,,,855178.48,0.56
1990-12-01,Edmonton,0340,4.0,1.0,65.0,,,16,4.06,0.0,1.81,,,,,,,,,,,,855178.48,0.76
1990-10-01,Edmonton,0340,5.0,2.0,217.0,,,5,43.4,0.6,0.0,,,,,,,,,,,,855178.48,2.54
1990-02-01,Edmonton,0340,4.0,3.0,190.0,,,36,5.28,0.0,1.31,,,,,,,,,,,,855178.48,2.22
1990-01-01,Edmonton,0340,1.0,1.0,4753.0,,,4753,1.0,0.0,0.38,,,,,,,,,,,,855178.48,55.58
1991-10-01,Edmonton,0340,2.0,1.0,172.0,,,86,2.0,0.0,1.08,,,,,,,,,,,,867285.29,1.98
1991-07-01,Edmonton,0340,5.0,1.0,6.0,,,3,2.0,0.0,0.33,,,,,,,,,,,,867285.29,0.07
1991-05-01,Edmonton,0340,1.0,1.0,3016.0,,,3016,1.0,0.0,0.5,,,,,,,,,,,,867285.29,34.78
1991-11-01,Edmonton,0340,4.0,2.0,199.0,,,14,14.21,0.0,1.71,,,,,,,,,,,,867285.29,2.29
1991-08-01,Edmonton,0340,2.0,0.0,2.0,,,1,2.0,0.0,1.0,,,,,,,,,,,,867285.29,0.02
1991-01-01,Edmonton,0340,4.0,3.0,252.0,,,54,4.67,0.0,1.42,,,,,,,,,,,,867285.29,2.91
